Date,IVE
2023-10-02,146.0723419189453
2023-10-03,144.0184783935547
2023-10-04,144.9641876220703
2023-10-05,144.71583557128906
2023-10-06,146.2633819580078
2023-10-09,147.15179443359375
2023-10-10,148.126220703125
2023-10-11,148.66114807128906
2023-10-12,147.33331298828125
2023-10-13,146.5404052734375
2023-10-16,148.2217254638672
2023-10-17,148.61338806152344
2023-10-18,146.50222778320312
2023-10-19,145.39407348632812
2023-10-20,143.7318878173828
2023-10-23,143.27334594726562
2023-10-24,144.5056610107422
2023-10-25,142.94854736328125
2023-10-26,141.811767578125
2023-10-27,141.03797912597656
2023-10-30,143.005859375
2023-10-31,144.2859649658203
2023-11-01,145.537353515625
2023-11-02,148.2599334716797
2023-11-03,150.14181518554688
2023-11-06,149.96034240722656
2023-11-07,150.0845184326172
2023-11-08,149.98898315429688
2023-11-09,148.96682739257812
2023-11-10,151.0302734375
2023-11-13,150.73411560058594
2023-11-14,154.2017822265625
2023-11-15,154.8227081298828
2023-11-16,154.93736267089844
2023-11-17,155.2908172607422
2023-11-20,156.37030029296875
2023-11-21,155.76844787597656
2023-11-22,156.71417236328125
2023-11-24,156.85748291015625
2023-11-27,156.77149963378906
2023-11-28,156.8670196533203
2023-11-29,157.0294189453125
2023-11-30,158.09934997558594
2023-12-01,159.44630432128906
2023-12-04,159.0450439453125
2023-12-05,158.29995727539062
2023-12-06,157.88917541503906
2023-12-07,158.844482421875
2023-12-08,159.59913635253906
2023-12-11,160.7168426513672
2023-12-12,161.4332733154297
2023-12-13,163.9647674560547
2023-12-14,165.17800903320312
2023-12-15,164.6812286376953
2023-12-18,165.092041015625
2023-12-19,166.3147735595703
2023-12-20,163.6507568359375
2023-12-21,165.1094512939453
2023-12-22,165.7812042236328
2023-12-26,166.63531494140625
2023-12-27,166.9519805908203
2023-12-28,167.18231201171875
2023-12-29,166.87521362304688
2024-01-02,167.84446716308594
2024-01-03,166.50094604492188
2024-01-04,166.38580322265625
2024-01-05,166.76963806152344
2024-01-08,167.92124938964844
2024-01-09,166.94239807128906
2024-01-10,167.01914978027344
2024-01-11,166.39537048339844
2024-01-12,166.3378143310547
2024-01-16,165.1382293701172
2024-01-17,164.1881561279297
2024-01-18,164.62001037597656
2024-01-19,165.8963623046875
2024-01-22,166.36660766601562
2024-01-23,166.7504425048828
2024-01-24,165.97315979003906
2024-01-25,167.47019958496094
2024-01-26,167.5757598876953
2024-01-29,168.2283477783203
2024-01-30,168.79454040527344
2024-01-31,167.2302703857422
2024-02-01,168.82330322265625
2024-02-02,168.3819122314453
2024-02-05,166.99993896484375
2024-02-06,168.11318969726562
2024-02-07,168.55462646484375
2024-02-08,168.54502868652344
2024-02-09,168.4010772705078
2024-02-12,169.49508666992188
2024-02-13,167.23988342285156
2024-02-14,168.2283477783203
2024-02-15,170.44515991210938
2024-02-16,169.87896728515625
2024-02-20,169.9557342529297
2024-02-21,170.69468688964844
2024-02-22,171.8462677001953
2024-02-23,172.45086669921875
2024-02-26,171.4719696044922
2024-02-27,171.91342163085938
2024-02-28,172.0669708251953
2024-02-29,172.1629638671875
2024-03-01,172.90188598632812
2024-03-04,173.26657104492188
2024-03-05,172.88267517089844
2024-03-06,173.95751953125
2024-03-07,174.63885498046875
2024-03-08,174.6676483154297
2024-03-11,175.33941650390625
2024-03-12,175.6369171142578
2024-03-13,175.9248504638672
2024-03-14,174.7828369140625
2024-03-15,174.552490234375
2024-03-18,174.90756225585938
2024-03-19,175.81924438476562
2024-03-20,176.9612274169922
2024-03-21,178.0139923095703
2024-03-22,176.96316528320312
2024-03-25,176.71249389648438
2024-03-26,176.66429138183594
2024-03-27,179.4215087890625
2024-03-28,180.09637451171875
2024-04-01,178.997314453125
2024-04-02,177.85008239746094
2024-04-03,177.57054138183594
2024-04-04,175.87376403808594
2024-04-05,176.9149627685547
2024-04-08,177.10780334472656
2024-04-09,177.60910034179688
2024-04-10,175.1796417236328
2024-04-11,174.68797302246094
2024-04-12,172.10430908203125
2024-04-15,171.1980743408203
