Date,EFA
2021-09-22,69.58935546875
2021-09-23,70.3443374633789
2021-09-24,69.68482208251953
2021-09-27,69.64143371582031
2021-09-28,68.12277221679688
2021-09-29,67.96656799316406
2021-09-30,67.69754028320312
2021-10-01,67.86241912841797
2021-10-04,67.15081787109375
2021-10-05,67.61077117919922
2021-10-06,67.15950775146484
2021-10-07,67.68018341064453
2021-10-08,67.67151641845703
2021-10-11,67.4545669555664
2021-10-12,67.48926544189453
2021-10-13,68.15747833251953
2021-10-14,68.8343734741211
2021-10-15,69.4071273803711
2021-10-18,69.11205291748047
2021-10-19,69.52862548828125
2021-10-20,69.77159118652344
2021-10-21,69.44183349609375
2021-10-22,69.85838317871094
2021-10-25,69.71952819824219
2021-10-26,69.85838317871094
2021-10-27,69.5806884765625
2021-10-28,70.257568359375
2021-10-29,69.8497085571289
2021-11-01,70.52659606933594
2021-11-02,70.37905883789062
2021-11-03,70.95181274414062
2021-11-04,70.90843200683594
2021-11-05,71.01256561279297
2021-11-08,71.00389099121094
2021-11-09,70.8476791381836
2021-11-10,69.98856353759766
2021-11-11,70.24021911621094
2021-11-12,70.6220474243164
2021-11-15,70.49188995361328
2021-11-16,70.33568572998047
2021-11-17,70.24888610839844
2021-11-18,70.31830596923828
2021-11-19,69.71952819824219
2021-11-22,69.3116683959961
2021-11-23,69.24224090576172
2021-11-24,68.78231048583984
2021-11-26,66.93386840820312
2021-11-29,67.27233123779297
2021-11-30,66.68221282958984
2021-12-01,66.30037689208984
2021-12-02,67.12478637695312
2021-12-03,66.84708404541016
2021-12-06,67.48926544189453
2021-12-07,68.9124755859375
2021-12-08,69.04263305664062
2021-12-09,68.46989440917969
2021-12-10,68.61741638183594
2021-12-13,67.97465515136719
2021-12-14,67.61268615722656
2021-12-15,68.5309066772461
2021-12-16,68.53972625732422
2021-12-17,67.67448425292969
2021-12-20,67.5243911743164
2021-12-21,68.27486419677734
2021-12-22,68.91055297851562
2021-12-23,69.31668090820312
2021-12-27,69.85525512695312
2021-12-28,69.88174438476562
2021-12-29,69.85525512695312
2021-12-30,69.672119140625
2021-12-31,69.61019134521484
2022-01-03,70.06138610839844
2022-01-04,70.45951080322266
2022-01-05,69.84021759033203
2022-01-06,69.48631286621094
2022-01-07,69.6897964477539
2022-01-10,69.04396057128906
2022-01-11,69.79597473144531
2022-01-12,70.47721099853516
2022-01-13,69.96406555175781
2022-01-14,69.89329528808594
2022-01-18,68.86701202392578
2022-01-19,68.80506896972656
2022-01-20,68.4688949584961
2022-01-21,67.53992462158203
2022-01-24,66.8675308227539
2022-01-25,66.46055603027344
2022-01-26,66.20399475097656
2022-01-27,65.89434051513672
2022-01-28,66.11552429199219
2022-01-31,67.07986450195312
2022-02-01,67.71687316894531
2022-02-02,68.22116088867188
2022-02-03,67.14179992675781
2022-02-04,67.3010482788086
2022-02-07,67.41605377197266
2022-02-08,67.76109313964844
2022-02-09,68.85816955566406
2022-02-10,67.98228454589844
2022-02-11,66.95600891113281
2022-02-14,66.52249908447266
2022-02-15,67.74341583251953
2022-02-16,67.9999771118164
2022-02-17,66.90292358398438
2022-02-18,66.61981201171875
2022-02-22,65.84124755859375
2022-02-23,65.30157470703125
2022-02-24,64.42568969726562
2022-02-25,66.035888671875
2022-02-28,64.77957916259766
2022-03-01,63.36402130126953
2022-03-02,64.1602783203125
2022-03-03,62.89509963989258
2022-03-04,61.07258224487305
2022-03-07,59.135032653808594
2022-03-08,59.64817810058594
2022-03-09,62.14310073852539
2022-03-10,61.39992904663086
2022-03-11,60.73638916015625
2022-03-14,61.29375076293945
2022-03-15,61.87767028808594
2022-03-16,64.09833526611328
2022-03-17,64.63802337646484
2022-03-18,65.26617431640625
2022-03-21,64.85922241210938
2022-03-22,65.46966552734375
2022-03-23,64.62032318115234
2022-03-24,65.22193908691406
2022-03-25,65.25733184814453
2022-03-28,65.04499816894531
2022-03-29,66.48709869384766
2022-03-30,66.21283721923828
2022-03-31,65.11577606201172
2022-04-01,65.72622680664062
2022-04-04,65.99165344238281
2022-04-05,65.09808349609375
2022-04-06,64.31951904296875
2022-04-07,64.46107482910156
2022-04-08,64.48762512207031
2022-04-11,63.80638122558594
2022-04-12,63.32862854003906
2022-04-13,64.00987243652344
2022-04-14,63.71791076660156
2022-04-18,63.3463249206543
2022-04-19,63.647132873535156
2022-04-20,64.0718002319336
2022-04-21,63.381717681884766
2022-04-22,62.34659957885742
2022-04-25,62.04578399658203
2022-04-26,60.31171417236328
2022-04-27,60.58599090576172
2022-04-28,61.44417190551758
2022-04-29,60.7275390625
2022-05-02,60.57714080810547
2022-05-03,61.028350830078125
2022-05-04,62.0988655090332
2022-05-05,60.099388122558594
2022-05-06,59.515464782714844
2022-05-09,57.71947479248047
2022-05-10,58.152992248535156
2022-05-11,57.80793762207031
2022-05-12,57.66638946533203
2022-05-13,59.26774215698242
2022-05-16,59.320838928222656
2022-05-17,60.426734924316406
2022-05-18,58.9846305847168
2022-05-19,59.55084991455078
2022-05-20,59.957828521728516
2022-05-23,60.97526550292969
2022-05-24,60.87793731689453
2022-05-25,60.89563751220703
2022-05-26,61.568016052246094
2022-05-27,62.311195373535156
2022-05-31,61.93960952758789
2022-06-01,61.2849235534668
2022-06-02,62.55893325805664
2022-06-03,61.665340423583984
2022-06-06,61.91307830810547
2022-06-07,62.0988655090332
2022-06-08,61.23184585571289
2022-06-09,59.9459228515625
2022-06-10,58.49905014038086
2022-06-13,56.56385040283203
2022-06-14,56.030311584472656
2022-06-15,57.07929611206055
2022-06-16,55.822322845458984
2022-06-17,55.596248626708984
2022-06-21,56.4372444152832
2022-06-22,56.05744171142578
2022-06-23,55.994136810302734
2022-06-24,57.66709518432617
2022-06-27,57.42293167114258
2022-06-28,57.03407669067383
2022-06-29,56.81705093383789
2022-06-30,56.50959014892578
2022-07-01,56.645240783691406
2022-07-05,55.43347930908203
2022-07-06,55.47868728637695
2022-07-07,56.31968307495117
2022-07-08,56.38298416137695
2022-07-11,55.46965408325195
2022-07-12,55.46060562133789
2022-07-13,55.43347930908203
2022-07-14,54.6557731628418
2022-07-15,55.523902893066406
2022-07-18,55.749977111816406
2022-07-19,57.26920700073242
2022-07-20,56.88939666748047
2022-07-21,57.47718811035156
2022-07-22,57.332496643066406
2022-07-25,57.77560806274414
2022-07-26,56.970787048339844
2022-07-27,58.318180084228516
2022-07-28,58.616600036621094
2022-07-29,59.430477142333984
2022-08-01,59.51185607910156
2022-08-02,58.56235122680664
2022-08-03,58.90597915649414
2022-08-04,59.20439529418945
2022-08-05,58.788421630859375
2022-08-08,58.924068450927734
2022-08-09,58.60755920410156
2022-08-10,59.927833557128906
2022-08-11,59.90974807739258
2022-08-12,60.370941162109375
2022-08-15,60.00922393798828
2022-08-16,59.99114227294922
2022-08-17,59.51185607910156
2022-08-18,59.31290817260742
2022-08-19,58.49905014038086
2022-08-22,57.50431442260742
2022-08-23,57.53144454956055
2022-08-24,57.603790283203125
2022-08-25,58.23679733276367
2022-08-26,56.708534240722656
2022-08-29,56.58192825317383
2022-08-30,56.17499923706055
2022-08-31,55.79520034790039
2022-09-01,55.04462432861328
2022-09-02,54.68290710449219
2022-09-06,54.54726028442383
2022-09-07,55.02653884887695
2022-09-08,55.06270980834961
2022-09-09,56.46437072753906
2022-09-12,57.25111770629883
2022-09-13,55.261653900146484
2022-09-14,55.44252014160156
2022-09-15,54.954193115234375
2022-09-16,54.61960983276367
2022-09-19,54.80950927734375
2022-09-20,53.878082275390625
2022-09-21,53.172725677490234
2022-09-22,53.01900100708008
2022-09-23,51.32795715332031
2022-09-26,50.5683479309082
2022-09-27,50.2247200012207
2022-09-28,51.43647766113281
2022-09-29,50.83059310913086
2022-09-30,50.64973449707031
2022-10-03,51.653507232666016
2022-10-04,53.7243537902832
2022-10-05,53.154640197753906
2022-10-06,52.22321701049805
2022-10-07,51.39126968383789
2022-10-10,51.10188293457031
2022-10-11,50.541221618652344
2022-10-12,50.378448486328125
2022-10-13,51.41839599609375
2022-10-14,50.64973449707031
2022-10-17,51.897666931152344
2022-10-18,52.2684326171875
2022-10-19,51.62637710571289
2022-10-20,51.50882339477539
2022-10-21,52.440250396728516
2022-10-24,52.44929504394531
2022-10-25,53.60679626464844
2022-10-26,54.11320114135742
2022-10-27,53.60679626464844
2022-10-28,54.14032745361328
2022-10-31,53.6339225769043
2022-11-01,54.05894088745117
2022-11-02,53.27219772338867
2022-11-03,52.8200569152832
2022-11-04,54.93611145019531
2022-11-07,55.10792541503906
2022-11-08,55.73189926147461
2022-11-09,54.954193115234375
2022-11-10,58.03785705566406
2022-11-11,59.19535446166992
2022-11-14,58.571388244628906
2022-11-15,58.96023178100586
2022-11-16,58.82459259033203
2022-11-17,58.797462463378906
2022-11-18,58.91502380371094
2022-11-21,58.471920013427734
2022-11-22,59.28578186035156
2022-11-23,59.93688201904297
2022-11-25,60.24433898925781
2022-11-28,59.46664047241211
2022-11-29,59.63846206665039
2022-11-30,60.69648361206055
2022-12-01,61.28428268432617
2022-12-02,61.23906707763672
2022-12-05,60.43424606323242
2022-12-06,60.1629524230957
2022-12-07,60.1629524230957
2022-12-08,60.470420837402344
2022-12-09,60.50658416748047
2022-12-12,60.68745422363281
2022-12-13,61.54816436767578
2022-12-14,61.493682861328125
2022-12-15,59.9229736328125
2022-12-16,59.39638137817383
2022-12-19,59.2511100769043
2022-12-20,59.4871711730957
2022-12-21,60.10455322265625
2022-12-22,59.614288330078125
2022-12-23,59.82310104370117
2022-12-27,59.91389465332031
2022-12-28,59.27835464477539
2022-12-29,60.21350860595703
2022-12-30,59.59612274169922
2023-01-03,60.12272262573242
2023-01-04,60.921688079833984
2023-01-05,60.313385009765625
2023-01-06,61.85685729980469
2023-01-09,62.120155334472656
2023-01-10,62.301734924316406
2023-01-11,62.77385711669922
2023-01-12,63.69993591308594
2023-01-13,64.03587341308594
2023-01-17,64.2356185913086
2023-01-18,64.00863647460938
2023-01-19,63.90876007080078
2023-01-20,64.47167205810547
2023-01-23,64.73497009277344
2023-01-24,64.65325927734375
2023-01-25,65.07998657226562
2023-01-26,65.13446044921875
2023-01-27,65.0073471069336
2023-01-30,64.58970642089844
2023-01-31,64.96195983886719
2023-02-01,65.54303741455078
2023-02-02,65.45223236083984
2023-02-03,64.84392547607422
2023-02-06,64.18114471435547
2023-02-07,64.72589874267578
2023-02-08,64.32640838623047
2023-02-09,64.44444274902344
2023-02-10,64.16297149658203
2023-02-13,64.80760192871094
2023-02-14,64.9256362915039
2023-02-15,64.6351089477539
2023-02-16,64.31732940673828
2023-02-17,64.48075103759766
2023-02-21,63.7725715637207
2023-02-22,63.418479919433594
2023-02-23,63.745338439941406
2023-02-24,62.68305969238281
2023-02-27,63.427555084228516
2023-02-28,62.96452331542969
2023-03-01,63.300445556640625
2023-03-02,63.427555084228516
2023-03-03,64.35363006591797
2023-03-06,64.19021606445312
2023-03-07,63.11885070800781
2023-03-08,63.46388244628906
2023-03-09,63.00083541870117
2023-03-10,62.32897186279297
2023-03-13,61.90224838256836
2023-03-14,62.72845458984375
2023-03-15,60.785499572753906
2023-03-16,61.729740142822266
2023-03-17,60.994319915771484
2023-03-20,61.9476432800293
2023-03-21,62.88282012939453
2023-03-22,62.66489791870117
2023-03-23,62.673988342285156
2023-03-24,62.48332595825195
2023-03-27,63.07347869873047
2023-03-28,63.100711822509766
2023-03-29,63.86336898803711
2023-03-30,64.60786437988281
2023-03-31,64.93470764160156
2023-04-03,65.45223236083984
2023-04-04,65.46131134033203
2023-04-05,65.0073471069336
2023-04-06,65.31604766845703
2023-04-10,65.2706527709961
2023-04-11,65.48855590820312
2023-04-12,65.90618896484375
2023-04-13,66.75056457519531
2023-04-14,66.47818756103516
2023-04-17,66.36014556884766
2023-04-18,66.72331237792969
2023-04-19,66.51451110839844
2023-04-20,66.51451110839844
2023-04-21,66.8504409790039
2023-04-24,67.02294158935547
2023-04-25,66.08778381347656
2023-04-26,66.0423812866211
2023-04-27,66.86859130859375
2023-04-28,66.84135437011719
2023-05-01,66.74148559570312
2023-05-02,66.06961059570312
2023-05-03,66.24211883544922
2023-05-04,66.10594177246094
2023-05-05,67.07740783691406
2023-05-08,67.09557342529297
2023-05-09,66.82319641113281
2023-05-10,66.68700408935547
2023-05-11,66.5235824584961
2023-05-12,66.40554809570312
2023-05-15,66.91398620605469
2023-05-16,66.2784423828125
2023-05-17,66.5871353149414
2023-05-18,66.48727416992188
2023-05-19,66.87767791748047
2023-05-22,66.89583587646484
2023-05-23,65.91526794433594
2023-05-24,64.952880859375
2023-05-25,64.8620834350586
2023-05-26,65.49763488769531
2023-05-30,64.8348388671875
2023-05-31,64.16297149658203
2023-06-01,65.11629486083984
2023-06-02,65.96066284179688
2023-06-05,65.579345703125
2023-06-06,66.12409973144531
2023-06-07,65.54254913330078
2023-06-08,66.23596954345703
2023-06-09,66.12501525878906
2023-06-12,66.41163635253906
2023-06-13,67.04034423828125
2023-06-14,67.28997039794922
2023-06-15,68.00189971923828
2023-06-16,67.85396575927734
2023-06-20,66.95713806152344
2023-06-21,67.058837890625
2023-06-22,66.64278411865234
2023-06-23,65.60725402832031
2023-06-26,65.69047546386719
2023-06-27,66.26370239257812
2023-06-28,66.30992889404297
2023-06-29,66.21747589111328
2023-06-30,67.03109741210938
2023-07-03,66.95713806152344
2023-07-05,66.2082290649414
2023-07-06,65.06177520751953
2023-07-07,65.55179595947266
2023-07-10,65.73670196533203
2023-07-11,66.32843017578125
2023-07-12,67.59508514404297
2023-07-13,68.67681884765625
2023-07-14,68.28851318359375
2023-07-17,68.20529174804688
2023-07-18,68.64908599853516
2023-07-19,68.61210632324219
2023-07-20,68.26077270507812
2023-07-21,68.39945983886719
2023-07-24,68.2330322265625
2023-07-25,68.30699157714844
2023-07-26,68.49191284179688
2023-07-27,68.3347396850586
2023-07-28,68.82475280761719
2023-07-31,68.84324645996094
2023-08-01,67.98340606689453
2023-08-02,66.71674346923828
2023-08-03,66.53182220458984
2023-08-04,66.71674346923828
2023-08-07,67.28072357177734
2023-08-08,66.87391662597656
2023-08-09,66.85543060302734
2023-08-10,67.14204406738281
2023-08-11,66.68901062011719
2023-08-14,66.39314270019531
2023-08-15,65.57028198242188
2023-08-16,65.0340347290039
2023-08-17,64.57174682617188
2023-08-18,64.57174682617188
2023-08-21,64.81214141845703
2023-08-22,64.69194793701172
2023-08-23,65.39460754394531
2023-08-24,64.49778747558594
2023-08-25,64.93232727050781
2023-08-28,65.61651611328125
2023-08-29,66.43012237548828
2023-08-30,66.39314270019531
2023-08-31,66.13426971435547
2023-09-01,66.09727478027344
2023-09-05,65.52406311035156
2023-09-06,65.38536071777344
2023-09-07,65.17271423339844
2023-09-08,65.08026123046875
2023-09-11,65.75518798828125
2023-09-12,65.48706817626953
2023-09-13,65.28366088867188
2023-09-14,66.14351654052734
2023-09-15,65.99557495117188
2023-09-18,65.76444244384766
2023-09-19,65.8199234008789
2023-09-20,65.66273498535156
2023-09-21,64.57174682617188
2023-09-22,64.62722778320312
2023-09-25,64.34060668945312
2023-09-26,63.50849914550781
2023-09-27,63.388301849365234
2023-09-28,63.90605545043945
2023-09-29,63.72114944458008
2023-10-02,62.78733444213867
2023-10-03,62.00144958496094
2023-10-04,62.112396240234375
2023-10-05,62.65789794921875
2023-10-06,63.351314544677734
2023-10-09,63.25886917114258
2023-10-10,64.1279525756836
2023-10-11,64.39608001708984
2023-10-12,63.85982894897461
2023-10-13,63.26811218261719
2023-10-16,63.73039245605469
2023-10-17,63.76737594604492
2023-10-18,62.65789794921875
2023-10-19,62.10315704345703
2023-10-20,61.54841232299805
2023-10-23,61.59463882446289
2023-10-24,61.94598388671875
2023-10-25,61.50217819213867
2023-10-26,61.05839538574219
2023-10-27,60.87347412109375
2023-10-30,61.65011215209961
2023-10-31,61.872013092041016
2023-11-01,62.454498291015625
2023-11-02,63.73039245605469
2023-11-03,64.40533447265625
2023-11-06,64.08172607421875
2023-11-07,63.69340515136719
2023-11-08,63.610198974609375
2023-11-09,63.60095977783203
2023-11-10,63.8875732421875
2023-11-13,64.0539779663086
2023-11-14,65.69047546386719
2023-11-15,65.5887680053711
2023-11-16,65.54254913330078
2023-11-17,66.43012237548828
2023-11-20,66.67975616455078
2023-11-21,66.42088317871094
2023-11-22,66.57805633544922
2023-11-24,67.08656311035156
2023-11-27,66.85543060302734
2023-11-28,66.87391662597656
2023-11-29,67.01261138916016
2023-11-30,66.95713806152344
2023-12-01,67.6598129272461
2023-12-04,67.13279724121094
2023-12-05,66.89241027832031
2023-12-06,67.09580993652344
2023-12-07,67.41941833496094
2023-12-08,67.62281799316406
2023-12-11,67.78923797607422
2023-12-12,67.90943145751953
2023-12-13,68.89872741699219
2023-12-14,69.40724182128906
2023-12-15,68.7322998046875
2023-12-18,68.89872741699219
2023-12-19,69.481201171875
2023-12-20,68.78002166748047
2023-12-21,69.89405059814453
2023-12-22,69.95958709716797
2023-12-26,70.27787780761719
2023-12-27,70.65234375
2023-12-28,70.46510314941406
2023-12-29,70.54000091552734
2024-01-02,69.75362396240234
2024-01-03,69.2293701171875
2024-01-04,69.38851165771484
2024-01-05,69.43531799316406
2024-01-08,70.17488861083984
2024-01-09,69.54766845703125
2024-01-10,69.99701690673828
2024-01-11,69.98766326904297
2024-01-12,70.27787780761719
2024-01-16,69.09831237792969
2024-01-17,68.4429931640625
2024-01-18,69.05149841308594
2024-01-19,69.21063995361328
2024-01-22,69.42596435546875
2024-01-23,69.2293701171875
2024-01-24,69.75362396240234
2024-01-25,69.95021057128906
2024-01-26,70.2591552734375
2024-01-29,70.67105865478516
2024-01-30,70.57744598388672
2024-01-31,70.2217025756836
2024-02-01,70.91445922851562
2024-02-02,70.35276794433594
2024-02-05,69.97830200195312
2024-02-06,70.408935546875
2024-02-07,70.3714828491211
2024-02-08,70.2497787475586
2024-02-09,70.49319458007812
2024-02-12,70.6148910522461
2024-02-13,69.52893829345703
2024-02-14,70.30596160888672
2024-02-15,71.10169219970703
2024-02-16,71.21403503417969
2024-02-20,71.50424194335938
2024-02-21,71.5604248046875
2024-02-22,72.36551666259766
2024-02-23,72.45913696289062
2024-02-26,72.35616302490234
2024-02-27,72.5527572631836
2024-02-28,72.13148498535156
2024-02-29,72.31871032714844
2024-03-01,73.02083587646484
2024-03-04,72.8335952758789
2024-03-05,72.70254516601562
2024-03-06,73.56381225585938
2024-03-07,74.43444061279297
2024-03-08,74.1910400390625
2024-03-11,73.76976013183594
2024-03-12,74.35954284667969
2024-03-13,74.3689193725586
2024-03-14,73.82594299316406
2024-03-15,73.8540267944336
2024-03-18,73.83529663085938
2024-03-19,73.96636199951172
2024-03-20,74.75273132324219
2024-03-21,74.71529388427734
2024-03-22,74.55613708496094
2024-03-25,74.3969955444336
2024-03-26,74.48124694824219
2024-03-27,74.93061065673828
2024-03-28,74.7621078491211
2024-04-01,74.44380187988281
2024-04-02,73.9195556640625
2024-04-03,74.33146667480469
2024-04-04,73.69486999511719
2024-04-05,73.92891693115234
2024-04-08,74.29402160644531
2024-04-09,74.2846450805664
2024-04-10,73.30168151855469
2024-04-11,73.49827575683594
2024-04-12,72.3093490600586
2024-04-15,72.09403228759766
2024-04-16,71.38253784179688
2024-04-17,71.42935943603516
2024-04-18,71.23274993896484
2024-04-19,71.26084899902344
2024-04-22,72.09403228759766
2024-04-23,72.88040924072266
2024-04-24,72.73998260498047
2024-04-25,72.40296936035156
2024-04-26,72.98339080810547
2024-04-29,73.26424407958984
2024-04-30,72.3374252319336
2024-05-01,72.17829132080078
2024-05-02,73.15189361572266
2024-05-03,73.8821029663086
2024-05-06,74.38763427734375
2024-05-07,74.584228515625
2024-05-08,74.4999771118164
2024-05-09,75.07102966308594
2024-05-10,75.21146392822266
2024-05-13,75.21146392822266
2024-05-14,75.7731704711914
2024-05-15,76.57826232910156
2024-05-16,76.16635131835938
2024-05-17,76.42847442626953
2024-05-20,76.48464965820312
2024-05-21,76.36294555664062
2024-05-22,75.64209747314453
2024-05-23,75.25827026367188
2024-05-24,75.87614440917969
2024-05-28,75.84805297851562
2024-05-29,74.6497573852539
2024-05-30,75.27699279785156
2024-05-31,75.99784088134766
2024-06-03,76.21316528320312
2024-06-04,76.11953735351562
2024-06-05,76.65315246582031
2024-06-06,76.915283203125
2024-06-07,76.08208465576172
2024-06-10,76.02592468261719
2024-06-11,75.1620101928711
2024-06-12,76.0478286743164
2024-06-13,74.96198272705078
2024-06-14,74.13330841064453
2024-06-17,74.42857360839844
2024-06-18,74.72384643554688
2024-06-20,74.77147674560547
2024-06-21,74.24759674072266
2024-06-24,74.8381576538086
2024-06-25,75.01913452148438
2024-06-26,74.4666748046875
2024-06-27,74.52381896972656
2024-06-28,74.60955810546875
2024-07-01,74.74290466308594
2024-07-02,74.92388153076172
2024-07-03,75.78112030029297
2024-07-05,76.28596496582031
2024-07-08,75.90495300292969
2024-07-09,75.60015869140625
2024-07-10,76.66696166992188
2024-07-11,76.88603973388672
2024-07-12,77.70518493652344
2024-07-15,77.0193862915039
2024-07-16,77.39086151123047
2024-07-17,76.98128509521484
2024-07-18,76.21928405761719
2024-07-19,75.75254821777344
2024-07-22,76.55265808105469
2024-07-23,76.12403106689453
2024-07-24,75.1620101928711
2024-07-25,74.68576049804688
2024-07-26,75.63826751708984
2024-07-29,75.30487823486328
2024-07-30,75.47632598876953
2024-07-31,76.54313659667969
2024-08-01,74.5143051147461
2024-08-02,73.34272003173828
2024-08-05,71.74252319335938
2024-08-06,71.86634063720703
2024-08-07,72.20924377441406
2024-08-08,73.41893005371094
2024-08-09,73.70467376708984
2024-08-12,73.63800048828125
2024-08-13,74.90483093261719
2024-08-14,75.1810531616211
2024-08-15,76.095458984375
2024-08-16,76.51456451416016
2024-08-19,77.44801330566406
2024-08-20,77.20987701416016
2024-08-21,77.92426300048828
2024-08-22,77.4670639038086
2024-08-23,78.88629150390625
2024-08-26,78.53385925292969
2024-08-27,78.89582061767578
2024-08-28,78.61959075927734
2024-08-29,78.91487121582031
2024-08-30,79.03868865966797
2024-09-03,77.79090881347656
2024-09-04,77.44801330566406
2024-09-05,77.4670639038086
2024-09-06,76.0097427368164
2024-09-09,76.77173614501953
2024-09-10,76.39073181152344
2024-09-11,76.84793853759766
2024-09-12,77.4765853881836
2024-09-13,77.65756225585938
2024-09-16,78.28621673583984
2024-09-17,77.84806823730469
2024-09-18,77.60041809082031
2024-09-19,79.13394165039062
2024-09-20,78.35289001464844
2024-09-23,78.64816284179688
2024-09-24,79.1148910522461
2024-09-25,78.68626403808594
2024-09-26,80.4198226928711
2024-09-27,79.93404388427734
2024-09-30,79.6578140258789
2024-10-01,79.06726837158203
2024-10-02,78.90534210205078
2024-10-03,78.17192077636719
2024-10-04,78.62911987304688
2024-10-07,78.19096374511719
2024-10-08,78.067138671875
2024-10-09,78.08618927001953
2024-10-10,77.99093627929688
2024-10-11,78.3909912109375
2024-10-14,78.61959075927734
2024-10-15,77.31465911865234
2024-10-16,77.51468658447266
2024-10-17,77.52421569824219
2024-10-18,78.048095703125
2024-10-21,77.12416076660156
2024-10-22,76.6860122680664
2024-10-23,75.91448211669922
2024-10-24,76.3431167602539
2024-10-25,76.0859375
2024-10-28,76.6955337524414
2024-10-29,76.4193115234375
2024-10-30,75.92400360107422
2024-10-31,75.45728302001953
2024-11-01,75.60968780517578
2024-11-04,75.66683959960938
2024-11-05,76.4193115234375
2024-11-06,75.31440734863281
2024-11-07,76.4573974609375
2024-11-08,75.40013122558594
2024-11-11,75.41918182373047
2024-11-12,74.01899719238281
2024-11-13,73.58085632324219
2024-11-14,73.7332534790039
2024-11-15,73.46654510498047
2024-11-18,73.8666000366211
2024-11-19,73.77134704589844
2024-11-20,73.57132720947266
2024-11-21,73.59037780761719
2024-11-22,73.8761215209961
2024-11-25,74.25713348388672
2024-11-26,73.82849884033203
2024-11-27,74.22855377197266
2024-11-29,75.21915435791016
2024-12-02,75.42870330810547
2024-12-03,75.8573226928711
2024-12-04,75.91448211669922
2024-12-05,76.28596496582031
2024-12-06,76.27643585205078
2024-12-09,76.22880554199219
2024-12-10,75.54300689697266
2024-12-11,76.01925659179688
2024-12-12,75.35250091552734
2024-12-13,75.14295196533203
2024-12-16,74.89530181884766
2024-12-17,74.77655029296875
2024-12-18,72.942138671875
2024-12-19,72.71041870117188
2024-12-20,72.5076675415039
2024-12-23,72.98075103759766
2024-12-24,73.2414321899414
2024-12-26,73.58900451660156
2024-12-27,73.4828109741211
2024-12-30,73.00006103515625
2024-12-31,73.00006103515625
