Date,DIA
2022-02-28,315.2834167480469
2022-03-01,309.5415954589844
2022-03-02,314.9675598144531
2022-03-03,314.1592102050781
2022-03-04,312.61700439453125
2022-03-07,305.18408203125
2022-03-08,303.381591796875
2022-03-09,309.7646179199219
2022-03-10,308.5660400390625
2022-03-11,306.62420654296875
2022-03-14,306.670654296875
2022-03-15,312.3567810058594
2022-03-16,317.16021728515625
2022-03-17,320.9603576660156
2022-03-18,323.2995910644531
2022-03-21,321.669921875
2022-03-22,324.1841125488281
2022-03-23,319.7796630859375
2022-03-24,323.1783447265625
2022-03-25,324.556640625
2022-03-28,325.441162109375
2022-03-29,328.68182373046875
2022-03-30,327.89031982421875
2022-03-31,322.9642639160156
2022-04-01,324.0631103515625
2022-04-04,325.2083740234375
2022-04-05,322.5080871582031
2022-04-06,321.0274658203125
2022-04-07,322.1634216308594
2022-04-08,323.4671325683594
2022-04-11,319.5841064453125
2022-04-12,318.6714782714844
2022-04-13,321.9679260253906
2022-04-14,320.71588134765625
2022-04-18,320.53887939453125
2022-04-19,325.21514892578125
2022-04-20,327.460205078125
2022-04-21,323.9018249511719
2022-04-22,315.1081848144531
2022-04-25,317.2413330078125
2022-04-26,309.6866760253906
2022-04-27,310.22686767578125
2022-04-28,316.05828857421875
2022-04-29,307.1156005859375
2022-05-02,308.09368896484375
2022-05-03,308.5687255859375
2022-05-04,317.269287109375
2022-05-05,307.6279602050781
2022-05-06,306.53802490234375
2022-05-09,300.5111083984375
2022-05-10,299.7937927246094
2022-05-11,296.65447998046875
2022-05-12,295.8907165527344
2022-05-13,300.1664123535156
2022-05-16,300.6788024902344
2022-05-17,304.7030029296875
2022-05-18,293.9437255859375
2022-05-19,291.7359924316406
2022-05-20,291.72216796875
2022-05-23,297.7168273925781
2022-05-24,298.2303466796875
2022-05-25,299.9949951171875
2022-05-26,304.8226318359375
2022-05-27,310.0702819824219
2022-05-31,308.32415771484375
2022-06-01,306.60601806640625
2022-06-02,310.72369384765625
2022-06-03,307.5304260253906
2022-06-06,307.62371826171875
2022-06-07,310.1636047363281
2022-06-08,307.5583801269531
2022-06-09,301.6011657714844
2022-06-10,293.54290771484375
2022-06-13,285.3352355957031
2022-06-14,284.1400451660156
2022-06-15,286.8760070800781
2022-06-16,280.0315856933594
2022-06-17,279.5748291015625
2022-06-21,285.72357177734375
2022-06-22,285.0872802734375
2022-06-23,287.08074951171875
2022-06-24,294.83013916015625
2022-06-27,294.21246337890625
2022-06-28,289.5140380859375
2022-06-29,290.1785888671875
2022-06-30,288.091552734375
2022-07-01,290.92742919921875
2022-07-05,289.8603210449219
2022-07-06,290.51556396484375
2022-07-07,293.8287353515625
2022-07-08,293.37005615234375
2022-07-11,291.7227783203125
2022-07-12,290.103759765625
2022-07-13,288.0260925292969
2022-07-14,286.7626037597656
2022-07-15,292.7436828613281
2022-07-18,290.8616638183594
2022-07-19,297.846435546875
2022-07-20,298.4363708496094
2022-07-21,299.9999694824219
2022-07-22,298.7359619140625
2022-07-25,299.57867431640625
2022-07-26,297.3127746582031
2022-07-27,301.4981689453125
2022-07-28,304.5129699707031
2022-07-29,307.72454833984375
2022-08-01,307.1440124511719
2022-08-02,303.3988037109375
2022-08-03,307.2562561035156
2022-08-04,306.50732421875
2022-08-05,307.0784606933594
2022-08-08,307.4999084472656
2022-08-09,307.022216796875
2022-08-10,311.9753112792969
2022-08-11,312.4527587890625
2022-08-12,316.31036376953125
2022-08-15,317.75225830078125
2022-08-16,319.9714050292969
2022-08-17,318.5293273925781
2022-08-18,318.8851623535156
2022-08-19,316.1797790527344
2022-08-22,310.2883605957031
2022-08-23,308.740478515625
2022-08-24,309.44403076171875
2022-08-25,312.5304870605469
2022-08-26,302.9429626464844
2022-08-29,301.2262878417969
2022-08-30,298.3554382324219
2022-08-31,296.1135559082031
2022-09-01,297.4363098144531
2022-09-02,294.3405456542969
2022-09-06,292.87701416015625
2022-09-07,296.75146484375
2022-09-08,298.543212890625
2022-09-09,302.3331604003906
2022-09-12,304.4814453125
2022-09-13,292.43609619140625
2022-09-14,292.7457580566406
2022-09-15,291.1510314941406
2022-09-16,289.7522277832031
2022-09-19,291.7275695800781
2022-09-20,288.783447265625
2022-09-21,283.8829040527344
2022-09-22,282.6694641113281
2022-09-23,278.28631591796875
2022-09-26,275.3328857421875
2022-09-27,273.9971923828125
2022-09-28,279.10467529296875
2022-09-29,274.8531188964844
2022-09-30,270.2348327636719
2022-10-03,277.2799377441406
2022-10-04,285.1339111328125
2022-10-05,284.8047790527344
2022-10-06,281.4562072753906
2022-10-07,275.568115234375
2022-10-10,274.6180725097656
2022-10-11,274.928466796875
2022-10-12,274.80615234375
2022-10-13,282.7071533203125
2022-10-14,279.18939208984375
2022-10-17,284.1181640625
2022-10-18,287.32550048828125
2022-10-19,286.2720947265625
2022-10-20,285.2937927246094
2022-10-21,292.5898132324219
2022-10-24,296.51434326171875
2022-10-25,299.7520751953125
2022-10-26,299.6484680175781
2022-10-27,301.6061706542969
2022-10-28,309.2484436035156
2022-10-31,308.1565856933594
2022-11-01,307.20611572265625
2022-11-02,302.4532165527344
2022-11-03,301.05078125
2022-11-04,305.0696105957031
2022-11-07,309.0978698730469
2022-11-08,312.1941833496094
2022-11-09,306.19891357421875
2022-11-10,317.4176940917969
2022-11-11,317.9165954589844
2022-11-14,316.015380859375
2022-11-15,316.42950439453125
2022-11-16,316.2977294921875
2022-11-17,316.32598876953125
2022-11-18,318.1659851074219
2022-11-21,317.8641662597656
2022-11-22,321.5516357421875
2022-11-23,322.4851379394531
2022-11-25,323.9657897949219
2022-11-28,319.2221374511719
2022-11-29,319.2127380371094
2022-11-30,326.446044921875
2022-12-01,324.80517578125
2022-12-02,325.11639404296875
2022-12-05,320.6744689941406
2022-12-06,317.3077697753906
2022-12-07,317.28887939453125
2022-12-08,319.19378662109375
2022-12-09,316.2796936035156
2022-12-12,321.2308349609375
2022-12-13,322.3531494140625
2022-12-14,320.85369873046875
2022-12-15,313.8560791015625
2022-12-16,310.94482421875
2022-12-19,309.4419250488281
2022-12-20,310.3870849609375
2022-12-21,315.3211364746094
2022-12-22,312.1640930175781
2022-12-23,313.7425842285156
2022-12-27,314.1584167480469
2022-12-28,310.5668029785156
2022-12-29,313.8654479980469
2022-12-30,313.1755065917969
2023-01-03,313.0716247558594
2023-01-04,314.3381042480469
2023-01-05,311.1811218261719
2023-01-06,317.854248046875
2023-01-09,316.91845703125
2023-01-10,318.7522888183594
2023-01-11,321.14361572265625
2023-01-12,323.2608642578125
2023-01-13,324.2438049316406
2023-01-17,320.5765075683594
2023-01-18,314.72564697265625
2023-01-19,312.5138244628906
2023-01-20,315.654541015625
2023-01-23,318.0195617675781
2023-01-24,318.8995056152344
2023-01-25,319.1075134277344
2023-01-26,321.0374450683594
2023-01-27,321.2738952636719
2023-01-30,318.8616027832031
2023-01-31,322.427978515625
2023-02-01,322.4659118652344
2023-02-02,322.0496520996094
2023-02-03,320.67791748046875
2023-02-06,320.20489501953125
2023-02-07,323.0806884765625
2023-02-08,321.09417724609375
2023-02-09,318.8804626464844
2023-02-10,320.4414978027344
2023-02-13,324.0552062988281
2023-02-14,322.7214050292969
2023-02-15,323.2132263183594
2023-02-16,319.173828125
2023-02-17,320.5495910644531
2023-02-21,313.8788146972656
2023-02-22,313.1870422363281
2023-02-23,314.27679443359375
2023-02-24,310.9129333496094
2023-02-27,311.8035583496094
2023-02-28,309.4441833496094
2023-03-01,309.8516845703125
2023-03-02,313.11126708984375
2023-03-03,316.68353271484375
2023-03-06,317.12884521484375
2023-03-07,311.62353515625
2023-03-08,311.2635192871094
2023-03-09,306.13720703125
2023-03-10,302.96295166015625
2023-03-13,302.10064697265625
2023-03-14,305.29400634765625
2023-03-15,302.7828674316406
2023-03-16,306.2982482910156
2023-03-17,302.6006164550781
2023-03-20,306.2110290527344
2023-03-21,309.3652648925781
2023-03-22,304.19671630859375
2023-03-23,304.8237609863281
2023-03-24,306.2300109863281
2023-03-27,308.1205749511719
2023-03-28,307.64556884765625
2023-03-29,310.7522888183594
2023-03-30,312.0823669433594
2023-03-31,316.01568603515625
2023-04-03,319.1416320800781
2023-04-04,317.26983642578125
2023-04-05,318.1059875488281
2023-04-06,318.1819152832031
2023-04-10,319.1889953613281
2023-04-11,320.08209228515625
2023-04-12,319.8066101074219
2023-04-13,323.37896728515625
2023-04-14,321.9252014160156
2023-04-17,322.9512939453125
2023-04-18,322.8372802734375
2023-04-19,322.0676574707031
2023-04-20,321.07977294921875
2023-04-21,321.4066162109375
2023-04-24,322.0151062011719
2023-04-25,318.7640686035156
2023-04-26,316.5015563964844
2023-04-27,321.4923095703125
2023-04-28,324.182373046875
2023-05-01,323.54547119140625
2023-05-02,320.2279968261719
2023-05-03,317.6042785644531
2023-05-04,314.961669921875
2023-05-05,320.09490966796875
2023-05-08,319.61004638671875
2023-05-09,319.1822814941406
2023-05-10,318.9161376953125
2023-05-11,316.86279296875
2023-05-12,316.7392578125
2023-05-15,317.281005859375
2023-05-16,314.03009033203125
2023-05-17,318.0796813964844
2023-05-18,319.4579772949219
2023-05-19,318.36810302734375
2023-05-22,317.1392517089844
2023-05-23,314.9576110839844
2023-05-24,312.4807434082031
2023-05-25,312.2330322265625
2023-05-26,315.1766662597656
2023-05-30,314.8717956542969
2023-05-31,313.9191589355469
2023-06-01,315.2720642089844
2023-06-02,322.064453125
2023-06-05,320.21630859375
2023-06-06,320.2543640136719
2023-06-07,321.20697021484375
2023-06-08,322.76947021484375
2023-06-09,323.20770263671875
2023-06-12,325.01763916015625
2023-06-13,326.3990783691406
2023-06-14,324.30316162109375
2023-06-15,328.4471435546875
2023-06-16,327.4503479003906
2023-06-20,325.0729675292969
2023-06-21,324.08935546875
2023-06-22,324.0035705566406
2023-06-23,321.9220886230469
2023-06-26,321.9029235839844
2023-06-27,323.8984069824219
2023-06-28,323.32568359375
2023-06-29,325.74139404296875
2023-06-30,328.30975341796875
2023-07-03,328.5198059082031
2023-07-05,327.3166809082031
2023-07-06,323.8984069824219
2023-07-07,322.1799011230469
2023-07-10,324.2328186035156
2023-07-11,327.15447998046875
2023-07-12,328.09967041015625
2023-07-13,328.37652587890625
2023-07-14,329.5700988769531
2023-07-17,330.21929931640625
2023-07-18,333.78076171875
2023-07-19,334.84051513671875
2023-07-20,336.50201416015625
2023-07-21,336.48095703125
2023-07-24,338.32513427734375
2023-07-25,338.5639953613281
2023-07-26,339.45263671875
2023-07-27,337.0828857421875
2023-07-28,338.71685791015625
2023-07-31,339.7584533691406
2023-08-01,340.3603820800781
2023-08-02,337.0542297363281
2023-08-03,336.3376159667969
2023-08-04,335.0572509765625
2023-08-07,338.8506774902344
2023-08-08,337.32183837890625
2023-08-09,335.6592712402344
2023-08-10,336.2420959472656
2023-08-11,337.302734375
2023-08-14,337.5033874511719
2023-08-15,334.06341552734375
2023-08-16,332.3052978515625
2023-08-17,329.7156982421875
2023-08-18,330.26129150390625
2023-08-21,329.83062744140625
2023-08-22,328.19415283203125
2023-08-23,329.9836730957031
2023-08-24,326.3472595214844
2023-08-25,328.7110595703125
2023-08-28,330.82574462890625
2023-08-29,333.6104736328125
2023-08-30,334.3569030761719
2023-08-31,332.8353576660156
2023-09-01,333.9551086425781
2023-09-05,332.041259765625
2023-09-06,330.1463317871094
2023-09-07,330.8066711425781
2023-09-08,331.59149169921875
2023-09-11,332.4143371582031
2023-09-12,332.2612609863281
2023-09-13,331.6296691894531
2023-09-14,334.8737487792969
2023-09-15,332.11334228515625
2023-09-18,332.1228942871094
2023-09-19,331.0867004394531
2023-09-20,330.3670959472656
2023-09-21,326.7786560058594
2023-09-22,325.8192138671875
2023-09-25,326.2029724121094
2023-09-26,322.42266845703125
2023-09-27,321.8372802734375
2023-09-28,322.9790954589844
2023-09-29,321.3768005371094
2023-10-02,320.551513671875
2023-10-03,316.6081848144531
2023-10-04,317.5773010253906
2023-10-05,317.7499694824219
2023-10-06,320.56121826171875
2023-10-09,322.4705505371094
2023-10-10,323.7754821777344
2023-10-11,324.33197021484375
2023-10-12,322.64324951171875
2023-10-13,323.03668212890625
2023-10-16,326.1165466308594
2023-10-17,326.2125244140625
2023-10-18,322.9887390136719
2023-10-19,320.5804138183594
2023-10-20,317.9471130371094
2023-10-23,316.15191650390625
2023-10-24,318.1870422363281
2023-10-25,317.14068603515625
2023-10-26,314.7117919921875
2023-10-27,311.2270202636719
2023-10-30,316.0654602050781
2023-10-31,317.2655334472656
2023-11-01,319.37750244140625
2023-11-02,324.8592224121094
2023-11-03,326.99041748046875
2023-11-06,327.40325927734375
2023-11-07,327.88330078125
2023-11-08,327.4800720214844
2023-11-09,325.55035400390625
2023-11-10,329.2945556640625
2023-11-13,329.8321533203125
2023-11-14,334.4881896972656
2023-11-15,336.26409912109375
2023-11-16,336.0240783691406
2023-11-17,336.13671875
2023-11-20,338.1470947265625
2023-11-21,337.4738464355469
2023-11-22,339.1476745605469
2023-11-24,340.3404541015625
2023-11-27,339.8787841796875
2023-11-28,340.6386413574219
2023-11-29,341.1581726074219
2023-11-30,346.3045959472656
2023-12-01,349.238525390625
2023-12-04,348.8441162109375
2023-12-05,348.1419677734375
2023-12-06,347.47821044921875
2023-12-07,348.06488037109375
2023-12-08,349.3058776855469
2023-12-11,350.8161926269531
2023-12-12,352.470703125
2023-12-13,357.5979309082031
2023-12-14,359.1274108886719
2023-12-15,359.25567626953125
2023-12-18,359.59320068359375
2023-12-19,362.0227355957031
2023-12-20,357.4914245605469
2023-12-21,360.4609069824219
2023-12-22,360.3836669921875
2023-12-26,361.8780822753906
2023-12-27,363.0445861816406
2023-12-28,363.4977722167969
2023-12-29,363.3434143066406
2024-01-02,363.55560302734375
2024-01-03,360.7789611816406
2024-01-04,361.09716796875
2024-01-05,361.1935119628906
2024-01-08,363.3146057128906
2024-01-09,361.71417236328125
2024-01-10,363.4206848144531
2024-01-11,363.6328125
2024-01-12,362.4179992675781
2024-01-16,360.24871826171875
2024-01-17,359.3424072265625
2024-01-18,361.35748291015625
2024-01-19,365.2189636230469
2024-01-22,366.636962890625
2024-01-23,365.64337158203125
2024-01-24,364.7269592285156
2024-01-25,367.0325012207031
2024-01-26,367.6209411621094
2024-01-29,369.762451171875
2024-01-30,370.9007568359375
2024-01-31,367.89111328125
2024-02-01,371.4891662597656
2024-02-02,372.76263427734375
2024-02-05,370.0229797363281
2024-02-06,371.46978759765625
2024-02-07,373.0037536621094
2024-02-08,373.6597595214844
2024-02-09,373.0519104003906
2024-02-12,374.3928527832031
2024-02-13,369.2898254394531
2024-02-14,370.7078857421875
2024-02-15,374.5279235839844
2024-02-16,373.1289367675781
2024-02-20,372.645751953125
2024-02-21,372.9936218261719
2024-02-22,377.33172607421875
2024-02-23,378.0467529296875
2024-02-26,377.49603271484375
2024-02-27,376.4815673828125
2024-02-28,376.4235534667969
2024-02-29,376.7617492675781
2024-03-01,378.07568359375
2024-03-04,377.0321960449219
2024-03-05,373.1289367675781
2024-03-06,374.08538818359375
2024-03-07,375.3124084472656
2024-03-08,374.867919921875
2024-03-11,375.28350830078125
2024-03-12,377.5733337402344
2024-03-13,377.9888000488281
2024-03-14,376.877685546875
2024-03-15,374.80792236328125
2024-03-18,375.51495361328125
2024-03-19,378.58502197265625
2024-03-20,382.5462951660156
2024-03-21,385.21923828125
2024-03-22,382.1007080078125
2024-03-25,380.57049560546875
2024-03-26,380.47369384765625
2024-03-27,385.0352783203125
2024-03-28,385.2289733886719
2024-04-01,382.87548828125
2024-04-02,379.2920837402344
2024-04-03,378.93377685546875
2024-04-04,373.8588562011719
2024-04-05,376.60943603515625
2024-04-08,376.8418273925781
2024-04-09,376.5899963378906
2024-04-10,372.39642333984375
2024-04-11,372.42547607421875
2024-04-12,367.90252685546875
2024-04-15,365.4232177734375
2024-04-16,366.0721740722656
2024-04-17,365.5588684082031
2024-04-18,365.9365539550781
2024-04-19,368.0276184082031
2024-04-22,370.5180358886719
2024-04-23,373.0859375
2024-04-24,372.52392578125
2024-04-25,369.1130065917969
2024-04-26,370.45977783203125
2024-04-29,371.9035949707031
2024-04-30,366.40948486328125
2024-05-01,367.1458740234375
2024-05-02,370.3823547363281
2024-05-03,374.7817077636719
2024-05-06,376.4095764160156
2024-05-07,376.6905212402344
2024-05-08,378.37664794921875
2024-05-09,381.7875671386719
2024-05-10,382.930908203125
2024-05-13,382.2332763671875
2024-05-14,383.31854248046875
2024-05-15,386.90386962890625
2024-05-16,386.8359375
2024-05-17,388.1306457519531
2024-05-20,386.335205078125
2024-05-21,386.9951477050781
2024-05-22,384.93780517578125
2024-05-23,379.1151123046875
2024-05-24,379.09576416015625
2024-05-28,377.115966796875
2024-05-29,373.21478271484375
2024-05-30,370.2064514160156
2024-05-31,376.0776062011719
2024-06-03,374.8257141113281
2024-06-04,376.0582275390625
2024-06-05,377.0480651855469
2024-06-06,377.8244323730469
2024-06-07,377.0093078613281
2024-06-10,377.7855224609375
2024-06-11,376.5046081542969
2024-06-12,376.2329406738281
2024-06-13,375.4468688964844
2024-06-14,375.0392761230469
2024-06-17,377.0965881347656
2024-06-18,377.64013671875
2024-06-20,380.48345947265625
2024-06-21,380.6235046386719
2024-06-24,383.1912841796875
2024-06-25,380.31231689453125
2024-06-26,380.5262451171875
2024-06-27,380.8374938964844
2024-06-28,380.4193115234375
2024-07-01,380.7402648925781
2024-07-02,382.5201721191406
2024-07-03,382.07275390625
2024-07-05,382.9189147949219
2024-07-08,382.68548583984375
2024-07-09,382.17974853515625
2024-07-10,386.38140869140625
2024-07-11,386.7413024902344
2024-07-12,389.35760498046875
2024-07-15,391.3416748046875
2024-07-16,398.4419250488281
2024-07-17,400.649658203125
2024-07-18,395.5823669433594
2024-07-19,392.1026306152344
2024-07-22,393.2703552246094
2024-07-23,392.62811279296875
2024-07-24,387.9378356933594
2024-07-25,388.7357482910156
2024-07-26,395.0414123535156
2024-07-29,394.59375
2024-07-30,396.4425048828125
2024-07-31,397.4935607910156
2024-08-01,392.3750915527344
2024-08-02,386.4393005371094
2024-08-05,376.397216796875
2024-08-06,379.4623107910156
2024-08-07,377.3313293457031
2024-08-08,383.8995056152344
2024-08-09,384.5126037597656
2024-08-12,383.169677734375
2024-08-13,387.0816345214844
2024-08-14,389.319580078125
2024-08-15,394.9537658691406
2024-08-16,396.1097412109375
2024-08-19,398.4177551269531
2024-08-20,397.8821716308594
2024-08-21,398.3009338378906
2024-08-22,396.8304443359375
2024-08-23,401.06671142578125
2024-08-26,401.9334411621094
2024-08-27,402.09906005859375
2024-08-28,400.5894470214844
2024-08-29,403.09234619140625
2024-08-30,405.33221435546875
2024-09-03,399.5279846191406
2024-09-04,399.6935729980469
2024-09-05,397.7847595214844
2024-09-06,393.8990783691406
2024-09-09,398.3593444824219
2024-09-10,397.5899658203125
2024-09-11,398.5736389160156
2024-09-12,401.2030334472656
2024-09-13,404.09539794921875
2024-09-16,406.4716491699219
2024-09-17,406.35479736328125
2024-09-18,405.3127746582031
2024-09-19,410.3963317871094
2024-09-20,410.7948913574219
2024-09-23,411.322265625
2024-09-24,412.3186340332031
2024-09-25,409.3785095214844
2024-09-26,411.8205261230469
2024-09-27,413.11956787109375
2024-09-30,413.28558349609375
2024-10-01,411.7032470703125
2024-10-02,412.10369873046875
2024-10-03,410.2186584472656
2024-10-04,413.5688781738281
2024-10-07,409.8572082519531
2024-10-08,411.01953125
2024-10-09,415.17071533203125
2024-10-10,414.7898254394531
2024-10-11,418.7652282714844
2024-10-14,420.875
2024-10-15,417.60284423828125
2024-10-16,420.7089538574219
2024-10-17,422.3988037109375
2024-10-18,422.73004150390625
2024-10-21,419.5348815917969
2024-10-22,419.4762878417969
2024-10-23,415.42132568359375
2024-10-24,414.0729064941406
2024-10-25,411.493408203125
2024-10-28,414.3563232421875
2024-10-29,412.8222961425781
2024-10-30,412.0894470214844
2024-10-31,408.1029357910156
2024-11-01,410.7899169921875
2024-11-04,408.47418212890625
2024-11-05,412.6268615722656
2024-11-06,427.2149658203125
2024-11-07,427.3712158203125
2024-11-08,430.02886962890625
2024-11-11,432.8624572753906
2024-11-12,429.3254089355469
2024-11-13,429.7357177734375
2024-11-14,427.6741027832031
2024-11-15,424.8152770996094
2024-11-18,424.50250244140625
2024-11-19,423.18255615234375
2024-11-20,424.60028076171875
2024-11-21,429.1758117675781
2024-11-22,433.2723083496094
2024-11-25,437.5741271972656
2024-11-26,438.8647766113281
2024-11-27,437.75018310546875
2024-11-29,440.0477294921875
2024-12-02,438.7278137207031
2024-12-03,437.8968505859375
2024-12-04,440.8787841796875
2024-12-05,438.659423828125
2024-12-06,437.17333984375
2024-12-09,435.14947509765625
2024-12-10,433.79052734375
2024-12-11,432.6368408203125
2024-12-12,430.44677734375
2024-12-13,429.5669250488281
2024-12-16,428.5892333984375
2024-12-17,425.8517150878906
2024-12-18,414.75494384765625
2024-12-19,415.0579833984375
2024-12-20,420.18902587890625
2024-12-23,420.5322265625
2024-12-24,424.07183837890625
2024-12-26,424.7680358886719
2024-12-27,421.6205139160156
2024-12-30,417.4730529785156
2024-12-31,417.2082214355469
2025-01-02,415.5413818359375
2025-01-03,418.8359069824219
2025-01-06,418.8065185546875
2025-01-07,417.0415954589844
2025-01-08,417.82598876953125
2025-01-10,411.1585388183594
2025-01-13,414.7177734375
2025-01-14,416.86505126953125
