Date,LQD
2023-10-27,89.14347076416016
2023-10-30,88.87498474121094
2023-10-31,88.74970245361328
2023-11-01,90.01979064941406
2023-11-02,91.08866882324219
2023-11-03,91.53778839111328
2023-11-06,91.05272674560547
2023-11-07,91.78031158447266
2023-11-08,92.24736785888672
2023-11-09,91.313232421875
2023-11-10,91.77131652832031
2023-11-13,91.78031158447266
2023-11-14,93.21745300292969
2023-11-15,92.73238372802734
2023-11-16,93.49589538574219
2023-11-17,93.76534271240234
2023-11-20,94.1426010131836
2023-11-21,94.16957092285156
2023-11-22,94.54682922363281
2023-11-24,94.0617904663086
2023-11-27,94.82527923583984
2023-11-28,95.20252990722656
2023-11-29,95.97498321533203
2023-11-30,95.47200012207031
2023-12-01,96.62147521972656
2023-12-04,96.17971801757812
2023-12-05,96.94606018066406
2023-12-06,97.30668640136719
2023-12-07,97.31570434570312
2023-12-08,96.79279327392578
2023-12-11,96.76573181152344
2023-12-12,97.31570434570312
2023-12-13,98.94754791259766
2023-12-14,99.99983978271484
2023-12-15,99.8550796508789
2023-12-18,99.43885040283203
2023-12-19,99.56553649902344
2023-12-20,99.82792663574219
2023-12-21,99.79174041748047
2023-12-22,99.61982727050781
2023-12-26,99.82792663574219
2023-12-27,100.75989532470703
2023-12-28,100.49750518798828
2023-12-29,100.12651824951172
2024-01-02,99.44791412353516
2024-01-03,99.22169494628906
2024-01-04,98.66976928710938
2024-01-05,98.31688690185547
2024-01-08,99.06788635253906
2024-01-09,99.23980712890625
2024-01-10,99.11311340332031
2024-01-11,99.71031188964844
2024-01-12,99.92745208740234
2024-01-16,98.9140853881836
2024-01-17,98.70596313476562
2024-01-18,98.51595306396484
2024-01-19,98.615478515625
2024-01-22,98.88693237304688
2024-01-23,98.52499389648438
2024-01-24,98.33497619628906
2024-01-25,98.9864730834961
2024-01-26,98.70596313476562
2024-01-29,99.11311340332031
2024-01-30,99.42981719970703
2024-01-31,99.68315887451172
2024-02-01,100.45404815673828
2024-02-02,99.5369644165039
2024-02-05,98.58355712890625
2024-02-06,99.13743591308594
2024-02-07,98.84687042236328
2024-02-08,98.3384017944336
2024-02-09,98.21126556396484
2024-02-12,98.22034454345703
2024-02-13,97.13980102539062
2024-02-14,97.59382629394531
2024-02-15,97.94794464111328
2024-02-16,97.59382629394531
2024-02-20,97.92070770263672
2024-02-21,97.67552947998047
2024-02-22,97.82990264892578
2024-02-23,98.1204605102539
2024-02-26,97.81172180175781
