Date,VGK
2021-10-11,56.757049560546875
2021-10-12,56.98162841796875
2021-10-13,57.82809829711914
2021-10-14,58.46726989746094
2021-10-15,58.90778732299805
2021-10-18,58.6400146484375
2021-10-19,58.96824264526367
2021-10-20,59.2100944519043
2021-10-21,59.20145034790039
2021-10-22,59.48650360107422
2021-10-25,59.27056884765625
2021-10-26,59.4951286315918
2021-10-27,59.305110931396484
2021-10-28,59.961551666259766
2021-10-29,59.521060943603516
2021-11-01,60.04793930053711
2021-11-02,59.901092529296875
2021-11-03,60.47980499267578
2021-11-04,60.289794921875
2021-11-05,60.40208053588867
2021-11-08,60.47980499267578
2021-11-09,60.410709381103516
2021-11-10,59.711090087890625
2021-11-11,59.92700958251953
2021-11-12,60.08249282836914
2021-11-15,59.883819580078125
2021-11-16,59.754268646240234
2021-11-17,59.83199691772461
2021-11-18,59.8924560546875
2021-11-19,59.09780502319336
2021-11-22,58.62274932861328
2021-11-23,58.41544723510742
2021-11-24,58.044036865234375
2021-11-26,56.62747573852539
2021-11-29,57.02481460571289
2021-11-30,56.61021041870117
2021-12-01,56.281978607177734
2021-12-02,56.9298095703125
2021-12-03,56.4979248046875
2021-12-06,57.15435791015625
2021-12-07,58.31179428100586
2021-12-08,58.51046371459961
2021-12-09,57.96629333496094
2021-12-10,58.104496002197266
2021-12-13,57.49123001098633
2021-12-14,57.128448486328125
2021-12-15,57.888553619384766
2021-12-16,57.95766067504883
2021-12-17,57.111183166503906
2021-12-20,57.170536041259766
2021-12-21,57.903602600097656
2021-12-22,58.61921310424805
2021-12-23,59.020652770996094
2021-12-27,59.666446685791016
2021-12-28,59.69263458251953
2021-12-29,59.78863525390625
2021-12-30,59.5529899597168
2021-12-31,59.5529899597168
2022-01-03,60.12025833129883
2022-01-04,60.19880294799805
2022-01-05,59.6577262878418
2022-01-06,59.439552307128906
2022-01-07,59.73626708984375
2022-01-10,58.92465591430664
2022-01-11,59.6577262878418
2022-01-12,60.20752716064453
2022-01-13,59.76243591308594
2022-01-14,59.59663772583008
2022-01-18,58.74137496948242
2022-01-19,58.907203674316406
2022-01-20,58.470848083496094
2022-01-21,57.6156120300293
2022-01-24,56.72543716430664
2022-01-25,56.324012756347656
2022-01-26,56.454917907714844
2022-01-27,56.367637634277344
2022-01-28,56.53345489501953
2022-01-31,57.423614501953125
2022-02-01,58.12177276611328
2022-02-02,58.46211242675781
2022-02-03,57.650508880615234
2022-02-04,57.50215530395508
2022-02-07,57.537052154541016
2022-02-08,57.73777770996094
2022-02-09,58.71520233154297
2022-02-10,57.96467971801758
2022-02-11,56.88253402709961
2022-02-14,56.324012756347656
2022-02-15,57.62432861328125
2022-02-16,57.816322326660156
2022-02-17,56.80399703979492
2022-02-18,56.472373962402344
2022-02-22,55.590938568115234
2022-02-23,55.16331481933594
2022-02-24,54.081172943115234
2022-02-25,55.71311950683594
2022-02-28,54.38662338256836
2022-03-01,52.94666290283203
2022-03-02,53.76700210571289
2022-03-03,52.22231674194336
2022-03-04,50.014400482177734
2022-03-07,48.364994049072266
2022-03-08,49.50822448730469
2022-03-09,52.15250778198242
2022-03-10,50.9918212890625
2022-03-11,50.67763900756836
2022-03-14,51.5765266418457
2022-03-15,51.96052169799805
2022-03-16,54.00263214111328
2022-03-17,54.35170364379883
2022-03-18,54.79678726196289
2022-03-21,54.25363540649414
2022-03-22,54.9708366394043
2022-03-23,53.947513580322266
2022-03-24,54.262386322021484
2022-03-25,54.2973747253418
2022-03-28,54.41981887817383
2022-03-29,55.80173873901367
2022-03-30,55.56559371948242
2022-03-31,54.4722900390625
2022-04-01,55.110774993896484
2022-04-04,55.14576721191406
2022-04-05,54.58599853515625
2022-04-06,53.973758697509766
2022-04-07,54.24488830566406
2022-04-08,54.2973747253418
2022-04-11,53.825069427490234
2022-04-12,53.44023513793945
2022-04-13,54.06996536254883
2022-04-14,53.825069427490234
2022-04-18,53.6239013671875
2022-04-19,53.860050201416016
2022-04-20,54.306114196777344
2022-04-21,53.798824310302734
2022-04-22,52.96792221069336
2022-04-25,52.53935623168945
2022-04-26,50.816314697265625
2022-04-27,51.05247116088867
2022-04-28,51.70844268798828
2022-04-29,51.06995391845703
2022-05-02,50.87754440307617
2022-05-03,51.28861999511719
2022-05-04,52.09328079223633
2022-05-05,50.38774871826172
2022-05-06,49.618064880371094
2022-05-09,48.122440338134766
2022-05-10,48.61223602294922
2022-05-11,48.34109878540039
2022-05-12,48.10495376586914
2022-05-13,49.504364013671875
2022-05-16,49.68804168701172
2022-05-17,50.87754440307617
2022-05-18,49.38191604614258
2022-05-19,49.897953033447266
2022-05-20,50.10786819458008
2022-05-23,51.1749153137207
2022-05-24,51.16617202758789
2022-05-25,51.1224365234375
2022-05-26,51.81340026855469
2022-05-27,52.4518928527832
2022-05-31,52.303199768066406
2022-06-01,51.437313079833984
2022-06-02,52.71427917480469
2022-06-03,51.997074127197266
2022-06-06,52.25071334838867
2022-06-07,52.38190841674805
2022-06-08,51.62972640991211
2022-06-09,50.344017028808594
2022-06-10,48.98833084106445
2022-06-13,47.230323791503906
2022-06-14,46.635562896728516
2022-06-15,47.772586822509766
2022-06-16,46.53935623168945
2022-06-17,46.548099517822266
2022-06-21,47.3135986328125
2022-06-22,47.001338958740234
2022-06-23,46.7158317565918
2022-06-24,48.27718734741211
2022-06-27,48.152278900146484
2022-06-28,47.67941665649414
2022-06-29,47.40283203125
2022-06-30,47.126243591308594
2022-07-01,47.16192626953125
2022-07-05,45.80577850341797
2022-07-06,45.903926849365234
2022-07-07,46.61769485473633
2022-07-08,46.653377532958984
2022-07-11,45.89500045776367
2022-07-12,45.86823272705078
2022-07-13,45.886085510253906
2022-07-14,45.12771224975586
2022-07-15,45.99314880371094
2022-07-18,46.26973342895508
2022-07-19,47.77756118774414
2022-07-20,47.21546936035156
2022-07-21,47.81324005126953
2022-07-22,47.599117279052734
2022-07-25,48.054141998291016
2022-07-26,47.277931213378906
2022-07-27,48.41994094848633
2022-07-28,48.687599182128906
2022-07-29,49.48166275024414
2022-08-01,49.40135955810547
2022-08-02,48.598388671875
2022-08-03,49.098018646240234
2022-08-04,49.47275161743164
2022-08-05,48.973106384277344
2022-08-08,49.15155029296875
2022-08-09,48.919578552246094
2022-08-10,50.05268096923828
2022-08-11,49.972373962402344
2022-08-12,50.266807556152344
2022-08-15,49.75825119018555
2022-08-16,49.829620361328125
2022-08-17,49.32106399536133
2022-08-18,49.08017349243164
2022-08-19,48.4110107421875
2022-08-22,47.2957649230957
2022-08-23,47.331459045410156
2022-08-24,47.42959213256836
2022-08-25,47.88461685180664
2022-08-26,46.45709991455078
2022-08-29,46.5106315612793
2022-08-30,46.189430236816406
2022-08-31,45.78794479370117
2022-09-01,45.056331634521484
2022-09-02,44.75297927856445
2022-09-06,44.98495101928711
2022-09-07,45.609493255615234
2022-09-08,45.42213439941406
2022-09-09,46.76044464111328
2022-09-12,47.608036041259766
2022-09-13,45.89500045776367
2022-09-14,45.94853591918945
2022-09-15,45.5024299621582
2022-09-16,45.136634826660156
2022-09-19,45.233402252197266
2022-09-20,44.22085189819336
2022-09-21,43.65632629394531
2022-09-22,43.40542984008789
2022-09-23,41.6760139465332
2022-09-26,40.977088928222656
2022-09-27,40.77995300292969
2022-09-28,41.90900802612305
2022-09-29,41.2996711730957
2022-09-30,41.35344314575195
2022-10-03,42.2943115234375
2022-10-04,44.25669479370117
2022-10-05,43.56671905517578
2022-10-06,42.61689376831055
2022-10-07,41.819393157958984
2022-10-10,41.64018249511719
2022-10-11,41.09357833862305
2022-10-12,41.03981399536133
2022-10-13,42.19573974609375
2022-10-14,41.5684928894043
2022-10-17,42.957401275634766
2022-10-18,43.47711181640625
2022-10-19,42.6885871887207
2022-10-20,42.65273666381836
2022-10-21,43.41439437866211
2022-10-24,43.71906280517578
2022-10-25,44.794334411621094
2022-10-26,45.2782096862793
2022-10-27,44.89289855957031
2022-10-28,45.385738372802734
2022-10-31,44.839141845703125
2022-11-01,45.17963790893555
2022-11-02,44.36421585083008
2022-11-03,43.89826583862305
2022-11-04,45.9144172668457
2022-11-07,46.156349182128906
2022-11-08,46.676063537597656
2022-11-09,46.05779266357422
2022-11-10,48.7459831237793
2022-11-11,49.71373748779297
2022-11-14,49.1402587890625
2022-11-15,49.34634017944336
2022-11-16,49.256744384765625
2022-11-17,49.19401168823242
2022-11-18,49.40011215209961
2022-11-21,49.04168701171875
2022-11-22,49.70477294921875
2022-11-23,50.2692985534668
2022-11-25,50.60979080200195
2022-11-28,49.79438400268555
2022-11-29,49.910865783691406
2022-11-30,50.887577056884766
2022-12-01,51.47002410888672
2022-12-02,51.577552795410156
2022-12-05,50.9771842956543
2022-12-06,50.64563751220703
2022-12-07,50.60084533691406
2022-12-08,50.7979736328125
2022-12-09,50.7979736328125
2022-12-12,51.01303482055664
2022-12-13,51.75675964355469
2022-12-14,51.81052780151367
2022-12-15,50.40370559692383
2022-12-16,49.76750564575195
2022-12-19,49.70250701904297
2022-12-20,49.79277420043945
2022-12-21,50.48771667480469
2022-12-22,50.04548645019531
2022-12-23,50.20793533325195
2022-12-27,50.307212829589844
2022-12-28,49.84691619873047
2022-12-29,50.65018081665039
2022-12-30,50.03645324707031
2023-01-03,50.66822814941406
2023-01-04,51.63393783569336
2023-01-05,51.16461944580078
2023-01-06,52.52744674682617
2023-01-09,52.86138153076172
2023-01-10,53.11408996582031
2023-01-11,53.493160247802734
2023-01-12,54.15201187133789
2023-01-13,54.40471267700195
2023-01-17,54.54010009765625
2023-01-18,54.37763214111328
2023-01-19,54.10688400268555
2023-01-20,54.56718063354492
2023-01-23,54.819881439208984
2023-01-24,54.666446685791016
2023-01-25,54.883060455322266
2023-01-26,54.94623565673828
2023-01-27,54.76573181152344
2023-01-30,54.431800842285156
2023-01-31,54.819881439208984
2023-02-01,55.45166015625
2023-02-02,55.550933837890625
2023-02-03,55.00039291381836
2023-02-06,54.40471267700195
2023-02-07,54.80183029174805
2023-02-08,54.57619857788086
2023-02-09,54.666446685791016
2023-02-10,54.224212646484375
2023-02-13,54.991371154785156
2023-02-14,55.25310134887695
2023-02-15,55.198944091796875
2023-02-16,54.883060455322266
2023-02-17,55.18992233276367
2023-02-21,54.55814743041992
2023-02-22,54.224212646484375
2023-02-23,54.56718063354492
2023-02-24,53.6285285949707
2023-02-27,54.42276382446289
2023-02-28,53.88125228881836
2023-03-01,54.224212646484375
2023-03-02,54.260311126708984
2023-03-03,54.955257415771484
2023-03-06,54.855987548828125
2023-03-07,53.70977020263672
2023-03-08,53.8902702331543
2023-03-09,53.375831604003906
2023-03-10,52.951637268066406
2023-03-13,52.57257080078125
2023-03-14,53.547306060791016
2023-03-15,51.525634765625
2023-03-16,52.301815032958984
2023-03-17,51.5166130065918
2023-03-20,52.5248908996582
2023-03-21,53.530452728271484
2023-03-22,53.22245407104492
2023-03-23,53.23149871826172
2023-03-24,52.814788818359375
2023-03-27,53.43080139160156
2023-03-28,53.3855094909668
2023-03-29,54.246131896972656
2023-03-30,55.07050704956055
2023-03-31,55.215457916259766
2023-04-03,55.60499954223633
2023-04-04,55.614051818847656
2023-04-05,55.30604934692383
2023-04-06,55.77711486816406
2023-04-10,55.77711486816406
2023-04-11,55.99454116821289
2023-04-12,56.438438415527344
2023-04-13,57.19940948486328
2023-04-14,57.108821868896484
2023-04-17,56.83704376220703
2023-04-18,57.226585388183594
2023-04-19,57.099754333496094
2023-04-20,57.01822280883789
2023-04-21,57.44400405883789
2023-04-24,57.679542541503906
2023-04-25,56.7102165222168
2023-04-26,56.75551223754883
2023-04-27,57.41682815551758
2023-04-28,57.49835968017578
2023-05-01,57.507423400878906
2023-05-02,56.83704376220703
2023-05-03,57.01822280883789
2023-05-04,56.728336334228516
2023-05-05,57.57990264892578
2023-05-08,57.588951110839844
2023-05-09,57.135990142822266
2023-05-10,57.06352615356445
2023-05-11,56.818931579589844
2023-05-12,56.66492462158203
2023-05-15,57.0906982421875
2023-05-16,56.492801666259766
2023-05-17,56.737388610839844
2023-05-18,56.628684997558594
2023-05-19,57.0453987121582
2023-05-22,56.97292709350586
2023-05-23,56.13948440551758
2023-05-24,55.2607536315918
2023-05-25,55.115806579589844
2023-05-26,55.7227668762207
2023-05-30,55.142982482910156
2023-05-31,54.55413818359375
2023-06-01,55.19734191894531
2023-06-02,55.84960174560547
2023-06-05,55.45099639892578
2023-06-06,55.65935516357422
2023-06-07,55.414756774902344
2023-06-08,56.05796432495117
2023-06-09,55.7227668762207
2023-06-12,55.96736526489258
2023-06-13,56.40220260620117
2023-06-14,56.60151290893555
2023-06-15,57.37153244018555
2023-06-16,57.326236724853516
2023-06-20,56.51401901245117
2023-06-21,56.40338897705078
2023-06-22,56.18212127685547
2023-06-23,55.499900817871094
2023-06-26,55.57365036010742
2023-06-27,56.13603210449219
2023-06-28,56.089935302734375
2023-06-29,56.006961822509766
2023-06-30,56.88279342651367
2023-07-03,56.71684265136719
2023-07-05,55.97930908203125
2023-07-06,54.98362350463867
2023-07-07,55.343177795410156
2023-07-10,55.67506408691406
2023-07-11,56.274322509765625
2023-07-12,57.611114501953125
2023-07-13,58.51459884643555
2023-07-14,58.23801803588867
2023-07-17,58.155052185058594
2023-07-18,58.496158599853516
2023-07-19,58.4869384765625
2023-07-20,58.26567840576172
2023-07-21,58.46849822998047
2023-07-24,58.17348861694336
2023-07-25,58.284114837646484
2023-07-26,58.39474868774414
2023-07-27,58.05363082885742
2023-07-28,58.551475524902344
2023-07-31,58.533042907714844
2023-08-01,57.88768768310547
2023-08-02,56.83669662475586
2023-08-03,56.67997360229492
2023-08-04,56.7813835144043
2023-08-07,57.325321197509766
2023-08-08,57.02107620239258
2023-08-09,57.15015411376953
2023-08-10,57.37141036987305
2023-08-11,56.88279342651367
2023-08-14,56.77215576171875
2023-08-15,56.0438346862793
2023-08-16,55.702720642089844
2023-08-17,55.223323822021484
2023-08-18,55.131126403808594
2023-08-21,55.444583892822266
2023-08-22,55.241764068603516
2023-08-23,55.702720642089844
2023-08-24,54.92831039428711
2023-08-25,55.324729919433594
2023-08-28,55.905548095703125
2023-08-29,56.69840621948242
2023-08-30,56.670753479003906
2023-08-31,56.163692474365234
2023-09-01,55.9700813293457
2023-09-05,55.29707336425781
2023-09-06,55.0942497253418
2023-09-07,54.85454559326172
2023-09-08,54.937530517578125
2023-09-11,55.509117126464844
2023-09-12,55.14957046508789
2023-09-13,54.91908645629883
2023-09-14,55.57365036010742
2023-09-15,55.49068069458008
2023-09-18,55.10271072387695
2023-09-19,55.13975143432617
2023-09-20,55.24160385131836
2023-09-21,54.44529342651367
2023-09-22,54.32491683959961
2023-09-25,53.95455551147461
2023-09-26,53.27861404418945
2023-09-27,53.047122955322266
2023-09-28,53.56565856933594
2023-09-29,53.63972854614258
2023-10-02,52.723045349121094
2023-10-03,52.15822219848633
2023-10-04,52.41748809814453
2023-10-05,52.723045349121094
2023-10-06,53.40824508666992
2023-10-09,53.2415771484375
2023-10-10,54.07492446899414
2023-10-11,54.436038970947266
2023-10-12,53.81565856933594
2023-10-13,53.32490921020508
2023-10-16,53.81565856933594
2023-10-17,53.76010513305664
2023-10-18,52.76934051513672
2023-10-19,52.33415222167969
2023-10-20,51.834144592285156
2023-10-23,51.945255279541016
2023-10-24,52.139705657958984
2023-10-25,51.676734924316406
2023-10-26,51.45451354980469
2023-10-27,51.0933952331543
2023-10-30,51.88969802856445
2023-10-31,51.9822998046875
2023-11-01,52.33415222167969
2023-11-02,53.48231887817383
2023-11-03,53.92677688598633
2023-11-06,53.7508430480957
2023-11-07,53.51009750366211
2023-11-08,53.76935958862305
2023-11-09,53.76010513305664
2023-11-10,54.01011276245117
2023-11-13,54.14899826049805
2023-11-14,55.75087356567383
2023-11-15,55.74161148071289
2023-11-16,55.621238708496094
2023-11-17,56.3897705078125
2023-11-20,56.6490364074707
2023-11-21,56.408294677734375
2023-11-22,56.500885009765625
2023-11-24,57.10274124145508
2023-11-27,56.92681884765625
2023-11-28,56.92681884765625
2023-11-29,57.18608474731445
2023-11-30,57.05644607543945
2023-12-01,57.60275650024414
2023-12-04,57.287933349609375
2023-12-05,57.23237609863281
2023-12-06,57.241634368896484
2023-12-07,57.445350646972656
2023-12-08,57.760162353515625
2023-12-11,57.843502044677734
2023-12-12,57.945350646972656
2023-12-13,58.76017761230469
2023-12-14,59.43612289428711
2023-12-15,58.7786979675293
2023-12-18,58.953102111816406
2023-12-19,59.56865692138672
2023-12-20,58.869163513183594
2023-12-21,59.74586486816406
2023-12-22,59.78316879272461
2023-12-26,60.156227111816406
2023-12-27,60.49198532104492
2023-12-28,60.08161163330078
2023-12-29,60.13758087158203
2024-01-02,59.38212585449219
2024-01-03,58.87849044799805
2024-01-04,59.214256286621094
2024-01-05,59.102333068847656
2024-01-08,59.773841857910156
2024-01-09,59.17694091796875
2024-01-10,59.42876434326172
2024-01-11,59.16761779785156
2024-01-12,59.33549880981445
2024-01-16,58.20697784423828
2024-01-17,57.7499885559082
2024-01-18,58.262943267822266
2024-01-19,58.28159713745117
2024-01-22,58.384185791015625
2024-01-23,58.244285583496094
2024-01-24,58.82252883911133
2024-01-25,59.0930061340332
2024-01-26,59.6246223449707
2024-01-29,59.82046890258789
2024-01-30,59.848453521728516
2024-01-31,59.40077590942383
2024-02-01,59.988346099853516
2024-02-02,59.410099029541016
2024-02-05,59.06502151489258
2024-02-06,59.54067611694336
2024-02-07,59.344818115234375
2024-02-08,59.344818115234375
2024-02-09,59.55000305175781
2024-02-12,59.59663772583008
2024-02-13,58.440147399902344
2024-02-14,59.26088333129883
2024-02-15,59.913734436035156
2024-02-16,60.00699996948242
2024-02-20,60.314781188964844
2024-02-21,60.38939666748047
2024-02-22,60.99561309814453
2024-02-23,61.070228576660156
2024-02-26,61.004947662353516
2024-02-27,61.10753631591797
2024-02-28,60.799766540527344
2024-02-29,60.8277473449707
2024-03-01,61.34069061279297
2024-03-04,61.25676345825195
2024-03-05,61.004947662353516
2024-03-06,61.65780258178711
2024-03-07,62.618438720703125
2024-03-08,62.338645935058594
2024-03-11,62.34796905517578
2024-03-12,62.954185485839844
2024-03-13,63.06611633300781
2024-03-14,62.59978103637695
2024-03-15,62.543521881103516
2024-03-18,62.17777633666992
2024-03-19,62.28092575073242
2024-03-20,63.03117752075195
2024-03-21,62.87175369262695
2024-03-22,62.721702575683594
2024-03-25,62.787357330322266
2024-03-26,62.88113021850586
2024-03-27,63.265647888183594
2024-03-28,63.153099060058594
2024-04-01,63.04056930541992
2024-04-02,62.496620178222656
2024-04-03,62.93739700317383
2024-04-04,62.44974136352539
2024-04-05,62.609169006347656
2024-04-08,62.92802047729492
2024-04-09,62.79673385620117
2024-04-10,62.055843353271484
2024-04-11,62.09336471557617
2024-04-12,61.024234771728516
2024-04-15,60.930458068847656
2024-04-16,60.442787170410156
2024-04-17,60.649112701416016
2024-04-18,60.50843811035156
2024-04-19,60.658485412597656
2024-04-22,61.33372116088867
2024-04-23,62.19651412963867
2024-04-24,61.90579605102539
2024-04-25,61.79325866699219
2024-04-26,62.262168884277344
2024-04-29,62.45912170410156
2024-04-30,61.54005432128906
2024-05-01,61.465023040771484
2024-05-02,62.074607849121094
2024-05-03,62.63730239868164
2024-05-06,63.14372253417969
2024-05-07,63.55635070800781
2024-05-08,63.79082489013672
2024-05-09,64.35352325439453
2024-05-10,64.64424133300781
2024-05-13,64.6817626953125
2024-05-14,65.22569274902344
2024-05-15,65.93844604492188
2024-05-16,65.55392456054688
2024-05-17,65.73211669921875
2024-05-20,65.7039794921875
2024-05-21,65.69461059570312
2024-05-22,65.17879486083984
2024-05-23,64.87869262695312
2024-05-24,65.3851318359375
2024-05-28,65.2632064819336
2024-05-29,64.29724884033203
2024-05-30,64.90684509277344
2024-05-31,65.50704956054688
2024-06-03,65.5914535522461
2024-06-04,65.3851318359375
2024-06-05,66.01346588134766
2024-06-06,66.27605438232422
2024-06-07,65.41326141357422
2024-06-10,65.21630859375
2024-06-11,64.42854309082031
2024-06-12,65.44139099121094
2024-06-13,64.43792724609375
2024-06-14,63.3875617980957
2024-06-17,63.893985748291016
2024-06-18,64.21285247802734
2024-06-20,64.37226867675781
2024-06-21,63.85050582885742
2024-06-24,64.42179107666016
2024-06-25,64.29800415039062
2024-06-26,63.726722717285156
2024-06-27,63.660072326660156
2024-06-28,63.574378967285156
2024-07-01,63.95524215698242
2024-07-02,63.78384017944336
2024-07-03,64.58366394042969
2024-07-05,65.1168441772461
2024-07-08,64.7931137084961
2024-07-09,64.27896881103516
2024-07-10,65.07875061035156
2024-07-11,65.39297485351562
2024-07-12,66.17371368408203
2024-07-15,65.4596176147461
2024-07-16,65.70716857910156
2024-07-17,65.35487365722656
2024-07-18,64.82168579101562
2024-07-19,64.43131256103516
2024-07-22,65.33584594726562
2024-07-23,64.7740707397461
2024-07-24,64.17422485351562
2024-07-25,63.95524215698242
2024-07-26,64.85977935791016
2024-07-29,64.37418365478516
2024-07-30,64.6122055053711
2024-07-31,65.1834945678711
2024-08-01,63.83146286010742
2024-08-02,63.34586715698242
2024-08-05,61.946224212646484
2024-08-06,62.108089447021484
2024-08-07,62.20330810546875
2024-08-08,63.06974411010742
2024-08-09,63.46965408325195
2024-08-12,63.31730651855469
2024-08-13,64.1646957397461
2024-08-14,64.5169906616211
2024-08-15,65.17398071289062
2024-08-16,65.52626037597656
2024-08-19,66.25941467285156
2024-08-20,66.0785140991211
2024-08-21,66.64027404785156
2024-08-22,66.2499008178711
2024-08-23,67.38294219970703
2024-08-26,67.17347717285156
2024-08-27,67.45909881591797
2024-08-28,67.17347717285156
2024-08-29,67.38294219970703
2024-08-30,67.53528594970703
2024-09-03,66.26892852783203
2024-09-04,66.09754180908203
2024-09-05,65.9452133178711
2024-09-06,65.07875061035156
2024-09-09,65.50723266601562
2024-09-10,65.19302368164062
2024-09-11,65.5453109741211
2024-09-12,66.00233459472656
2024-09-13,66.41175842285156
2024-09-16,66.89735412597656
2024-09-17,66.64978790283203
2024-09-18,66.4879379272461
2024-09-19,67.64000701904297
2024-09-20,66.62926483154297
2024-09-23,66.83924102783203
2024-09-24,67.47870635986328
2024-09-25,67.08739471435547
2024-09-26,68.4522476196289
2024-09-27,68.41407012939453
2024-09-30,67.86048889160156
2024-10-01,67.10649108886719
2024-10-02,66.8965072631836
2024-10-03,66.13297271728516
2024-10-04,66.49564361572266
2024-10-07,66.10432434082031
2024-10-08,66.03752136230469
2024-10-09,66.27613067626953
2024-10-10,66.08524322509766
2024-10-11,66.49564361572266
2024-10-14,66.71516418457031
2024-10-15,65.73210144042969
2024-10-16,65.81800079345703
2024-10-17,65.89434814453125
2024-10-18,66.39065551757812
2024-10-21,65.69391632080078
2024-10-22,65.43621826171875
2024-10-23,65.01627349853516
2024-10-24,65.32169342041016
2024-10-25,65.01627349853516
2024-10-28,65.62711334228516
2024-10-29,65.07353210449219
2024-10-30,64.55814361572266
2024-10-31,64.11909484863281
2024-11-01,64.30998229980469
2024-11-04,64.34815979003906
2024-11-05,64.79674530029297
2024-11-06,63.412818908691406
2024-11-07,64.42450714111328
2024-11-08,63.43190383911133
2024-11-11,63.45100402832031
2024-11-12,62.16250228881836
2024-11-13,61.809364318847656
2024-11-14,61.990699768066406
2024-11-15,61.809364318847656
2024-11-18,62.05751037597656
2024-11-19,61.86662673950195
2024-11-20,61.7425537109375
2024-11-21,61.628021240234375
2024-11-22,61.85708236694336
2024-11-25,62.20067596435547
2024-11-26,61.83799362182617
2024-11-27,62.343841552734375
2024-11-29,62.992862701416016
2024-12-02,63.002403259277344
2024-12-03,63.221923828125
2024-12-04,63.43190383911133
2024-12-05,64.06183624267578
2024-12-06,64.11909484863281
2024-12-09,64.01411437988281
2024-12-10,63.50825881958008
2024-12-11,63.79459762573242
2024-12-12,63.28874206542969
2024-12-13,63.28874206542969
2024-12-16,63.14557647705078
2024-12-17,62.8592414855957
2024-12-18,61.398956298828125
2024-12-19,61.21760559082031
2024-12-20,61.07185363769531
2024-12-23,61.36143493652344
2024-12-24,61.69927215576172
2024-12-26,61.86336135864258
2024-12-27,61.66066360473633
2024-12-30,61.255252838134766
