Date,QQQ
2022-02-23,320.8139953613281
2022-02-24,331.5948181152344
2022-02-25,336.7369079589844
2022-02-28,337.73992919921875
2022-03-01,332.56866455078125
2022-03-02,338.14892578125
2022-03-03,333.31854248046875
2022-03-04,328.4881896972656
2022-03-07,316.3730773925781
2022-03-08,314.9025573730469
2022-03-09,326.23846435546875
2022-03-10,322.61566162109375
2022-03-11,315.92510986328125
2022-03-14,309.85791015625
2022-03-15,319.57720947265625
2022-03-16,331.4292297363281
2022-03-17,335.4415588378906
2022-03-18,342.30743408203125
2022-03-21,341.3556823730469
2022-03-22,348.06427001953125
2022-03-23,343.06207275390625
2022-03-24,350.6872253417969
2022-03-25,350.39471435546875
2022-03-28,355.8161315917969
2022-03-29,361.939697265625
2022-03-30,357.9418640136719
2022-03-31,353.5052490234375
2022-04-01,352.8323974609375
2022-04-04,360.0967712402344
2022-04-05,352.10113525390625
2022-04-06,344.4565124511719
2022-04-07,345.2755126953125
2022-04-08,340.4488525390625
2022-04-11,332.3947448730469
2022-04-12,330.99072265625
2022-04-13,337.7186584472656
2022-04-14,329.9960632324219
2022-04-18,330.2496032714844
2022-04-19,337.63092041015625
2022-04-20,332.706787109375
2022-04-21,325.82275390625
2022-04-22,317.2907409667969
2022-04-25,321.3665771484375
2022-04-26,309.2366638183594
2022-04-27,308.8661193847656
2022-04-28,319.835693359375
2022-04-29,305.443603515625
2022-05-02,310.5432434082031
2022-05-03,310.8747863769531
2022-05-04,321.3861389160156
2022-05-05,305.1997985839844
2022-05-06,301.5433044433594
2022-05-09,289.7447814941406
2022-05-10,293.26483154296875
2022-05-11,284.567138671875
2022-05-12,283.8943176269531
2022-05-13,294.4154357910156
2022-05-16,291.002685546875
2022-05-17,298.5400390625
2022-05-18,283.8846130371094
2022-05-19,282.3634338378906
2022-05-20,281.48590087890625
2022-05-23,286.1662292480469
2022-05-24,280.0817565917969
2022-05-25,284.0016174316406
2022-05-26,291.8705139160156
2022-05-27,301.39703369140625
2022-05-31,300.597412109375
2022-06-01,298.374267578125
2022-06-02,306.5453796386719
2022-06-03,298.5692443847656
2022-06-06,299.5638427734375
2022-06-07,302.14776611328125
2022-06-08,299.97344970703125
2022-06-09,291.9386901855469
2022-06-10,281.6419372558594
2022-06-13,268.54656982421875
2022-06-14,269.03411865234375
2022-06-15,275.75244140625
2022-06-16,264.6268005371094
2022-06-17,267.8445129394531
2022-06-21,274.6020812988281
2022-06-22,274.2015686035156
2022-06-23,278.2852478027344
2022-06-24,287.82025146484375
2022-06-27,285.7101135253906
2022-06-28,277.0054016113281
2022-06-29,277.2594909667969
2022-06-30,273.820556640625
2022-07-01,275.6279602050781
2022-07-05,280.3465270996094
2022-07-06,282.1441650390625
2022-07-07,288.18182373046875
2022-07-08,288.54327392578125
2022-07-11,282.378662109375
2022-07-12,279.6431579589844
2022-07-13,279.0668029785156
2022-07-14,280.0633544921875
2022-07-15,285.1434326171875
2022-07-18,282.7303771972656
2022-07-19,291.42523193359375
2022-07-20,296.0462646484375
2022-07-21,300.2960510253906
2022-07-22,295.03021240234375
2022-07-25,293.3497619628906
2022-07-26,287.58587646484375
2022-07-27,299.7391052246094
2022-07-28,302.6700439453125
2022-07-29,308.1898193359375
2022-08-01,308.0041198730469
2022-08-02,307.08587646484375
2022-08-03,315.4485778808594
2022-08-04,316.92376708984375
2022-08-05,314.33477783203125
2022-08-08,313.3187561035156
2022-08-09,309.7724609375
2022-08-10,318.4184875488281
2022-08-11,316.61114501953125
2022-08-12,322.7757873535156
2022-08-15,325.3841857910156
2022-08-16,324.6221923828125
2022-08-17,320.91943359375
2022-08-18,321.6912841796875
2022-08-19,315.4192199707031
2022-08-22,307.1151428222656
2022-08-23,306.8611145019531
2022-08-24,307.7501525878906
2022-08-25,313.19171142578125
2022-08-26,300.3545837402344
2022-08-29,297.39447021484375
2022-08-30,294.0825500488281
2022-08-31,292.3729248046875
2022-09-01,292.4998474121094
2022-09-02,288.367431640625
2022-09-06,286.2962341308594
2022-09-07,292.079833984375
2022-09-08,293.5940856933594
2022-09-09,300.0126647949219
2022-09-12,303.5785827636719
2022-09-13,286.9312744140625
2022-09-14,289.20751953125
2022-09-15,284.3912353515625
2022-09-16,282.6522216796875
2022-09-19,284.8533020019531
2022-09-20,282.5827331542969
2022-09-21,277.5228271484375
2022-09-22,274.1070556640625
2022-09-23,269.6441650390625
2022-09-26,268.5284423828125
2022-09-27,268.6361389160156
2022-09-28,273.9798889160156
2022-09-29,266.0816955566406
2022-09-30,261.5698547363281
2022-10-03,267.70635986328125
2022-10-04,276.12322998046875
2022-10-05,275.9764404296875
2022-10-06,273.8037109375
2022-10-07,263.3706359863281
2022-10-10,260.7379150390625
2022-10-11,257.15582275390625
2022-10-12,257.06781005859375
2022-10-13,263.0966491699219
2022-10-14,255.1886444091797
2022-10-17,263.6153259277344
2022-10-18,265.70001220703125
2022-10-19,264.7310791015625
2022-10-20,263.38043212890625
2022-10-21,269.55615234375
2022-10-24,272.52166748046875
2022-10-25,278.158935546875
2022-10-26,272.0126953125
2022-10-27,267.0603942871094
2022-10-28,275.23260498046875
2022-10-31,272.03228759765625
2022-11-01,269.252685546875
2022-11-02,260.0234375
2022-11-03,254.94395446777344
2022-11-04,259.0448303222656
2022-11-07,261.8927917480469
2022-11-08,263.8013000488281
2022-11-09,257.7137451171875
2022-11-10,276.7300720214844
2022-11-11,281.8291015625
2022-11-14,279.36279296875
2022-11-15,283.2287292480469
2022-11-16,279.36279296875
2022-11-17,278.74615478515625
2022-11-18,278.7560119628906
2022-11-21,275.888427734375
2022-11-22,279.8619079589844
2022-11-23,282.6707763671875
2022-11-25,280.811279296875
2022-11-28,276.69085693359375
2022-11-29,274.59649658203125
2022-11-30,287.1141052246094
2022-12-01,287.4664611816406
2022-12-02,286.3213195800781
2022-12-05,281.5159606933594
2022-12-06,275.682861328125
2022-12-07,274.55731201171875
2022-12-08,277.8066101074219
2022-12-09,276.03521728515625
2022-12-12,279.4997863769531
2022-12-13,282.50433349609375
2022-12-14,280.4100036621094
2022-12-15,270.99481201171875
2022-12-16,268.4110107421875
2022-12-19,264.63885498046875
2022-12-20,264.4328308105469
2022-12-21,268.2688293457031
2022-12-22,261.7055358886719
2022-12-23,262.2941589355469
2022-12-27,258.58575439453125
2022-12-28,255.1717071533203
2022-12-29,261.3916320800781
2022-12-30,261.2345886230469
2023-01-03,259.4687194824219
2023-01-04,260.704833984375
2023-01-05,256.6236572265625
2023-01-06,263.70684814453125
2023-01-09,265.4139404296875
2023-01-10,267.6604919433594
2023-01-11,272.29107666015625
2023-01-12,273.7626647949219
2023-01-13,275.6463317871094
2023-01-17,276.2054443359375
2023-01-18,272.6148681640625
2023-01-19,269.9365539550781
2023-01-20,277.3239440917969
2023-01-23,283.4848937988281
2023-01-24,282.9060974121094
2023-01-25,282.2781677246094
2023-01-26,287.7818908691406
2023-01-27,290.6465759277344
2023-01-30,284.77008056640625
2023-01-31,289.0376281738281
2023-02-01,295.2182312011719
2023-02-02,305.8136291503906
2023-02-03,300.3786315917969
2023-02-06,297.837646484375
2023-02-07,304.0085144042969
2023-02-08,298.6029052734375
2023-02-09,295.9638671875
2023-02-10,294.0214538574219
2023-02-13,298.73040771484375
2023-02-14,300.937744140625
2023-02-15,303.2433166503906
2023-02-16,297.5531921386719
2023-02-17,295.4537048339844
2023-02-21,288.4588317871094
2023-02-22,288.6746826171875
2023-02-23,291.19598388671875
2023-02-24,286.3201599121094
2023-02-27,288.3705139160156
2023-02-28,287.9977111816406
2023-03-01,285.6824951171875
2023-03-02,288.04681396484375
2023-03-03,294.0018310546875
2023-03-06,294.3353271484375
2023-03-07,290.72503662109375
2023-03-08,292.1770324707031
2023-03-09,287.11480712890625
2023-03-10,283.0826416015625
2023-03-13,285.1820983886719
2023-03-14,291.73553466796875
2023-03-15,293.2660217285156
2023-03-16,300.9966735839844
2023-03-17,299.57415771484375
2023-03-20,300.6372985839844
2023-03-21,304.9311218261719
2023-03-22,300.78472900390625
2023-03-23,304.3514099121094
2023-03-24,305.4714660644531
2023-03-27,303.3786315917969
2023-03-28,301.76727294921875
2023-03-29,307.2696838378906
2023-03-30,310.1780090332031
2023-03-31,315.33648681640625
2023-04-03,314.57012939453125
2023-04-04,313.5089416503906
2023-04-05,310.4139099121094
2023-04-06,312.5067138671875
2023-04-10,312.329833984375
2023-04-11,310.3254089355469
2023-04-12,307.58404541015625
2023-04-13,313.60723876953125
2023-04-14,313.0176696777344
2023-04-17,313.282958984375
2023-04-18,313.3025817871094
2023-04-19,313.1552429199219
2023-04-20,310.76763916015625
2023-04-21,311.0918273925781
2023-04-24,310.44329833984375
2023-04-25,304.58721923828125
2023-04-26,306.4344787597656
2023-04-27,314.7666931152344
2023-04-28,316.9381103515625
2023-05-01,316.5745849609375
2023-05-02,313.8135681152344
2023-05-03,311.7599792480469
2023-05-04,310.6595458984375
2023-05-05,317.2624206542969
2023-05-08,318.04840087890625
2023-05-09,316.0341796875
2023-05-10,319.4732360839844
2023-05-11,320.5147399902344
2023-05-12,319.36505126953125
2023-05-15,321.0943603515625
2023-05-16,321.4580383300781
2023-05-17,325.3489074707031
2023-05-18,331.39178466796875
2023-05-19,330.6450500488281
2023-05-22,331.7553405761719
2023-05-23,327.5498962402344
2023-05-24,325.8697509765625
2023-05-25,333.79913330078125
2023-05-26,342.3277893066406
2023-05-30,343.8802795410156
2023-05-31,341.9249267578125
2023-06-01,345.8748474121094
2023-06-02,348.4688720703125
2023-06-05,348.7144775390625
2023-06-06,348.65557861328125
2023-06-07,342.74053955078125
2023-06-08,346.99505615234375
2023-06-09,348.32147216796875
2023-06-12,354.2070007324219
2023-06-13,356.9287414550781
2023-06-14,359.5227355957031
2023-06-15,363.80682373046875
2023-06-16,361.517333984375
2023-06-20,360.9998779296875
2023-06-21,356.08026123046875
2023-06-22,360.2815856933594
2023-06-23,356.7099914550781
2023-06-26,351.92816162109375
2023-06-27,357.9792785644531
2023-06-28,358.6778564453125
2023-06-29,357.95953369140625
2023-06-30,363.47930908203125
2023-07-03,364.3353271484375
2023-07-05,364.32550048828125
2023-07-06,361.55084228515625
2023-07-07,360.3504638671875
2023-07-10,360.46856689453125
2023-07-11,362.24951171875
2023-07-12,366.82464599609375
2023-07-13,373.0528869628906
2023-07-14,372.97418212890625
2023-07-17,376.45721435546875
2023-07-18,379.5368957519531
2023-07-19,379.4483337402344
2023-07-20,370.7012634277344
2023-07-21,369.5894470214844
2023-07-24,370.1798400878906
2023-07-25,372.6888427734375
2023-07-26,371.4490661621094
2023-07-27,370.5635986328125
2023-07-28,377.31329345703125
2023-07-31,377.510009765625
2023-08-01,376.63433837890625
2023-08-02,368.3694763183594
2023-08-03,367.779052734375
2023-08-04,366.0572204589844
2023-08-07,369.1565246582031
2023-08-08,366.0178527832031
2023-08-09,361.99359130859375
2023-08-10,362.66265869140625
2023-08-11,360.3504638671875
2023-08-14,364.3943786621094
2023-08-15,360.5276184082031
2023-08-16,356.7099914550781
2023-08-17,352.81365966796875
2023-08-18,352.3708801269531
2023-08-21,358.0480651855469
2023-08-22,357.53643798828125
2023-08-23,363.17431640625
2023-08-24,355.4111633300781
2023-08-25,358.1661682128906
2023-08-28,360.8622131347656
2023-08-29,368.7432556152344
2023-08-30,370.7996520996094
2023-08-31,371.9114990234375
2023-09-01,371.5179443359375
2023-09-05,371.990234375
2023-09-06,368.7137756347656
2023-09-07,366.0769348144531
2023-09-08,366.5884704589844
2023-09-11,370.9079284667969
2023-09-12,366.79510498046875
2023-09-13,368.1922607421875
2023-09-14,371.20306396484375
2023-09-15,364.8470458984375
2023-09-18,365.2273254394531
2023-09-19,364.44891357421875
2023-09-20,359.19708251953125
2023-09-21,352.61492919921875
2023-09-22,352.6642761230469
2023-09-25,354.3393249511719
2023-09-26,349.0184326171875
2023-09-27,349.8362731933594
2023-09-28,352.7626953125
2023-09-29,353.0189208984375
2023-10-02,355.96514892578125
2023-10-03,349.718017578125
2023-10-04,354.4772033691406
2023-10-05,353.4327087402344
2023-10-06,359.3547058105469
2023-10-09,361.18743896484375
2023-10-10,363.1876525878906
2023-10-11,365.7790832519531
2023-10-12,364.50799560546875
2023-10-13,359.9261779785156
2023-10-16,363.9956359863281
2023-10-17,362.8033752441406
2023-10-18,358.044189453125
2023-10-19,354.69403076171875
2023-10-20,349.4027099609375
2023-10-23,350.45703125
2023-10-24,353.8663330078125
2023-10-25,345.2051696777344
2023-10-26,338.6230773925781
2023-10-27,340.2488708496094
2023-10-30,344.0818786621094
2023-10-31,345.72735595703125
2023-11-01,351.7281494140625
2023-11-02,358.11309814453125
2023-11-03,362.3205261230469
2023-11-06,363.7985534667969
2023-11-07,367.2374572753906
2023-11-08,367.4739074707031
2023-11-09,364.6459655761719
2023-11-10,372.84405517578125
2023-11-13,371.6813049316406
2023-11-14,379.68231201171875
2023-11-15,379.96807861328125
2023-11-16,380.293212890625
2023-11-17,380.38189697265625
2023-11-20,385.0129699707031
2023-11-21,382.7763366699219
2023-11-22,384.3430480957031
2023-11-24,383.8010559082031
2023-11-27,383.466064453125
2023-11-28,384.4710998535156
2023-11-29,384.0966491699219
2023-11-30,383.1309814453125
2023-12-01,384.2247619628906
2023-12-04,380.6578063964844
2023-12-05,381.6136169433594
2023-12-06,379.4063720703125
2023-12-07,384.7075500488281
2023-12-08,386.42205810546875
2023-12-11,389.72296142578125
2023-12-12,392.8268127441406
2023-12-13,397.8225402832031
2023-12-14,397.4776306152344
2023-12-15,399.3990173339844
2023-12-18,401.9146728515625
2023-12-19,403.96832275390625
2023-12-20,397.9654541015625
2023-12-21,402.59588623046875
2023-12-22,403.1982116699219
2023-12-26,405.6664733886719
2023-12-27,406.4923095703125
2023-12-28,406.2947082519531
2023-12-29,404.5364074707031
2024-01-02,397.6907958984375
2024-01-03,393.48260498046875
2024-01-04,391.45751953125
2024-01-05,391.9218444824219
2024-01-08,400.02203369140625
2024-01-09,400.81231689453125
2024-01-10,403.52880859375
2024-01-11,404.36846923828125
2024-01-12,404.575927734375
2024-01-16,404.5364074707031
2024-01-17,402.25445556640625
2024-01-18,407.9642028808594
2024-01-19,416.0545349121094
2024-01-22,416.59783935546875
2024-01-23,418.3265686035156
2024-01-24,420.6479797363281
2024-01-25,421.16162109375
2024-01-26,418.65252685546875
2024-01-29,422.939697265625
2024-01-30,420.1244201660156
2024-01-31,411.8957214355469
2024-02-01,416.7460632324219
2024-02-02,423.7892150878906
2024-02-05,423.23602294921875
2024-02-06,422.3865661621094
2024-02-07,426.7329406738281
2024-02-08,427.5232849121094
2024-02-09,431.7314147949219
2024-02-12,430.04217529296875
2024-02-13,423.3348083496094
2024-02-14,427.947998046875
2024-02-15,429.2222900390625
2024-02-16,425.33026123046875
2024-02-20,422.1198425292969
2024-02-21,420.43060302734375
2024-02-22,432.73895263671875
2024-02-23,431.4647216796875
2024-02-26,431.23748779296875
2024-02-27,432.2746887207031
2024-02-28,429.9730529785156
2024-02-29,433.65765380859375
2024-03-01,440.1872253417969
2024-03-04,438.6166076660156
2024-03-05,430.7435302734375
2024-03-06,433.45025634765625
2024-03-07,440.0292053222656
2024-03-08,433.6773986816406
2024-03-11,432.0672607421875
2024-03-12,438.26092529296875
2024-03-13,434.8924560546875
2024-03-14,433.7959899902344
2024-03-15,428.6395568847656
2024-03-18,432.7276306152344
2024-03-19,433.8057861328125
2024-03-20,438.9492492675781
2024-03-21,441.0264587402344
2024-03-22,441.5309143066406
2024-03-25,439.9285583496094
2024-03-26,438.5041809082031
2024-03-27,439.99774169921875
2024-03-28,439.1866760253906
2024-04-01,440.116455078125
2024-04-02,436.3180847167969
2024-04-03,437.2973937988281
2024-04-04,430.6108093261719
2024-04-05,435.68511962890625
2024-04-08,435.813720703125
2024-04-09,437.426025390625
2024-04-10,433.6078796386719
2024-04-11,440.5318908691406
2024-04-12,433.509033203125
2024-04-15,426.37738037109375
2024-04-16,426.41693115234375
2024-04-17,421.21405029296875
2024-04-18,418.81048583984375
2024-04-19,410.1455993652344
2024-04-22,414.27032470703125
2024-04-23,420.452392578125
2024-04-24,421.8768005371094
2024-04-25,419.8391418457031
2024-04-26,426.31805419921875
2024-04-29,428.04901123046875
2024-04-30,419.97760009765625
2024-05-01,416.94097900390625
2024-05-02,422.26251220703125
2024-05-03,430.7493591308594
2024-05-06,435.4675598144531
2024-05-07,435.53680419921875
2024-05-08,435.2795715332031
2024-05-09,436.2291259765625
2024-05-10,437.25787353515625
2024-05-13,438.2667541503906
2024-05-14,441.0857849121094
2024-05-15,447.9801025390625
2024-05-16,447.0700988769531
2024-05-17,446.8525085449219
2024-05-20,449.96826171875
2024-05-21,450.8485412597656
2024-05-22,450.7595520019531
2024-05-23,448.7318115234375
2024-05-24,452.9752197265625
2024-05-28,454.6864318847656
2024-05-29,451.48162841796875
2024-05-30,446.644775390625
2024-05-31,445.8138732910156
2024-06-03,448.2076110839844
2024-06-04,449.4341125488281
2024-06-05,458.49462890625
2024-06-06,458.3363342285156
2024-06-07,457.9308166503906
2024-06-10,459.78045654296875
2024-06-11,462.9358215332031
2024-06-12,468.9992370605469
2024-06-13,471.54132080078125
2024-06-14,473.9844970703125
2024-06-17,479.79071044921875
2024-06-18,479.9390563964844
2024-06-20,476.23974609375
2024-06-21,474.9637451171875
2024-06-24,469.5564880371094
2024-06-25,474.92608642578125
2024-06-26,475.90692138671875
2024-06-27,477.1353454589844
2024-06-28,474.65863037109375
2024-07-01,477.4425048828125
2024-07-02,482.4554748535156
2024-07-03,486.477783203125
2024-07-05,491.55023193359375
2024-07-08,492.7192687988281
2024-07-09,493.1452331542969
2024-07-10,498.2870178222656
2024-07-11,487.3594970703125
2024-07-12,490.2226867675781
2024-07-15,491.5403137207031
2024-07-16,491.728515625
2024-07-17,477.29388427734375
2024-07-18,475.0351257324219
2024-07-19,470.8245849609375
2024-07-22,477.83880615234375
2024-07-23,476.1545715332031
2024-07-24,459.0747375488281
2024-07-25,454.01220703125
2024-07-26,458.6685485839844
2024-07-29,459.5899353027344
2024-07-30,453.2791442871094
2024-07-31,466.6933288574219
2024-08-01,455.3893127441406
2024-08-02,444.5806884765625
2024-08-05,431.3249816894531
2024-08-06,435.4463806152344
2024-08-07,430.7305603027344
2024-08-08,443.9070129394531
2024-08-09,446.22528076171875
2024-08-12,447.1863098144531
2024-08-13,458.28216552734375
2024-08-14,458.43072509765625
2024-08-15,470.0121765136719
2024-08-16,470.61651611328125
2024-08-19,476.7985534667969
2024-08-20,475.7979431152344
2024-08-21,478.0170593261719
2024-08-22,470.43817138671875
2024-08-23,475.540283203125
2024-08-26,470.92364501953125
2024-08-27,472.3304138183594
2024-08-28,466.9706726074219
2024-08-29,466.2871398925781
2024-08-30,471.8450012207031
2024-09-03,457.51934814453125
2024-09-04,456.3304748535156
2024-09-05,456.7564697265625
2024-09-06,444.521240234375
2024-09-09,450.23760986328125
2024-09-10,454.39862060546875
2024-09-11,464.26605224609375
2024-09-12,468.8233642578125
2024-09-13,470.92364501953125
2024-09-16,468.8431396484375
2024-09-17,469.0907897949219
2024-09-18,467.05987548828125
2024-09-19,478.8691101074219
2024-09-20,477.95770263671875
2024-09-23,479.2245788574219
2024-09-24,481.5361633300781
2024-09-25,481.9826354980469
2024-09-26,485.6037902832031
2024-09-27,482.9052734375
2024-09-30,484.21484375
2024-10-01,477.46856689453125
2024-10-02,478.1432189941406
2024-10-03,477.7860412597656
2024-10-04,483.47076416015625
2024-10-07,478.2920227050781
2024-10-08,485.43511962890625
2024-10-09,489.2547302246094
2024-10-10,488.69915771484375
2024-10-11,489.4630432128906
2024-10-14,493.5703430175781
2024-10-15,486.9728698730469
2024-10-16,487.03240966796875
2024-10-17,487.3697204589844
2024-10-18,490.56427001953125
2024-10-21,491.50677490234375
2024-10-22,492.04254150390625
2024-10-23,484.5025634765625
2024-10-24,488.4313049316406
2024-10-25,491.4075927734375
2024-10-28,491.4869384765625
2024-10-29,496.2093200683594
2024-10-30,492.459228515625
2024-10-31,480.0281982421875
2024-11-01,483.57989501953125
2024-11-04,482.171142578125
2024-11-05,488.3221435546875
2024-11-06,501.5865173339844
2024-11-07,509.4836120605469
2024-11-08,510.0789489746094
2024-11-11,509.7813415527344
2024-11-12,508.85858154296875
2024-11-13,508.2038879394531
2024-11-14,504.6719665527344
2024-11-15,492.6477355957031
2024-11-18,496.0704650878906
2024-11-19,499.4832763671875
2024-11-20,499.1955871582031
2024-11-21,500.9913024902344
2024-11-22,501.7948913574219
2024-11-25,502.5885314941406
2024-11-26,505.28704833984375
2024-11-27,501.3087463378906
2024-11-29,505.7136535644531
2024-12-02,511.2198486328125
2024-12-03,512.7874145507812
2024-12-04,519.1270141601562
2024-12-05,517.6883544921875
2024-12-06,522.3214111328125
2024-12-09,518.2538452148438
2024-12-10,516.4878540039062
2024-12-11,525.7342529296875
2024-12-12,522.3413696289062
2024-12-13,526.3395385742188
2024-12-16,533.9191284179688
2024-12-17,531.5678100585938
2024-12-18,512.3905029296875
2024-12-19,510.1086730957031
2024-12-20,514.563232421875
2024-12-23,519.5764770507812
2024-12-24,526.621826171875
2024-12-26,526.2640380859375
2024-12-27,519.2684326171875
2024-12-30,512.3621826171875
2024-12-31,508.0097961425781
2025-01-02,507.01611328125
2025-01-03,515.3134765625
2025-01-06,521.2359008789062
2025-01-07,511.9348449707031
2025-01-08,512.0243530273438
2025-01-10,503.9952087402344
