Date,SCHB
2021-08-17,16.7009220123291
2021-08-18,16.52922821044922
2021-08-19,16.513622283935547
2021-08-20,16.668140411376953
2021-08-23,16.833595275878906
2021-08-24,16.88197898864746
2021-08-25,16.933481216430664
2021-08-26,16.825788497924805
2021-08-27,17.00372314453125
2021-08-30,17.058347702026367
2021-08-31,17.0364990234375
2021-09-01,17.058347702026367
2021-09-02,17.11453628540039
2021-09-03,17.111419677734375
2021-09-07,17.038061141967773
2021-09-08,16.992795944213867
2021-09-09,16.93660545349121
2021-09-10,16.80393409729004
2021-09-13,16.833595275878906
2021-09-14,16.732131958007812
2021-09-15,16.88197898864746
2021-09-16,16.864803314208984
2021-09-17,16.72589874267578
2021-09-20,16.43401527404785
2021-09-21,16.432458877563477
2021-09-22,16.59921646118164
2021-09-23,16.804340362548828
2021-09-24,16.81999397277832
2021-09-27,16.787113189697266
2021-09-28,16.433237075805664
2021-09-29,16.439502716064453
2021-09-30,16.262563705444336
2021-10-01,16.45985984802246
2021-10-04,16.242210388183594
2021-10-05,16.394094467163086
2021-10-06,16.461423873901367
2021-10-07,16.621139526367188
2021-10-08,16.574161529541016
2021-10-11,16.458290100097656
2021-10-12,16.448896408081055
2021-10-13,16.52405548095703
2021-10-14,16.79806900024414
2021-10-15,16.901416778564453
2021-10-18,16.960920333862305
2021-10-19,17.078353881835938
2021-10-20,17.147253036499023
2021-10-21,17.20205307006836
2021-10-22,17.173871994018555
2021-10-25,17.26468849182129
2021-10-26,17.267818450927734
2021-10-27,17.14569091796875
2021-10-28,17.332019805908203
2021-10-29,17.364898681640625
2021-11-01,17.441625595092773
2021-11-02,17.494863510131836
2021-11-03,17.620132446289062
2021-11-04,17.684326171875
2021-11-05,17.754789352416992
2021-11-08,17.786104202270508
2021-11-09,17.732868194580078
2021-11-10,17.55279541015625
2021-11-11,17.57941436767578
2021-11-12,17.70938491821289
2021-11-15,17.704681396484375
2021-11-16,17.782974243164062
2021-11-17,17.712509155273438
2021-11-18,17.742259979248047
2021-11-19,17.69841766357422
2021-11-22,17.612300872802734
2021-11-23,17.618566513061523
2021-11-24,17.671798706054688
2021-11-26,17.2850399017334
2021-11-29,17.45258903503418
2021-11-30,17.11436653137207
2021-12-01,16.86071014404297
2021-12-02,17.13785743713379
2021-12-03,16.957786560058594
2021-12-06,17.15821075439453
2021-12-07,17.53244400024414
2021-12-08,17.60269546508789
2021-12-09,17.434528350830078
2021-12-10,17.56026268005371
2021-12-13,17.39838409423828
2021-12-14,17.271074295043945
2021-12-15,17.536685943603516
2021-12-16,17.351234436035156
2021-12-17,17.223922729492188
2021-12-20,17.021175384521484
2021-12-21,17.357511520385742
2021-12-22,17.52568244934082
2021-12-23,17.63884735107422
2021-12-27,17.871456146240234
2021-12-28,17.840015411376953
2021-12-29,17.855731964111328
2021-12-30,17.819425582885742
2021-12-31,17.764408111572266
2022-01-03,17.87129783630371
2022-01-04,17.847719192504883
2022-01-05,17.45945167541504
2022-01-06,17.454736709594727
2022-01-07,17.37299919128418
2022-01-10,17.349416732788086
2022-01-11,17.522329330444336
2022-01-12,17.54747772216797
2022-01-13,17.294397354125977
2022-01-14,17.299116134643555
2022-01-18,16.95957374572754
2022-01-19,16.785093307495117
2022-01-20,16.588598251342773
2022-01-21,16.264780044555664
2022-01-24,16.363813400268555
2022-01-25,16.13273811340332
2022-01-26,16.068294525146484
2022-01-27,15.9519681930542
2022-01-28,16.349666595458984
2022-01-31,16.686059951782227
2022-02-01,16.833820343017578
2022-02-02,16.93442726135254
2022-02-03,16.530439376831055
2022-02-04,16.642045974731445
2022-02-07,16.59803581237793
2022-02-08,16.752077102661133
2022-02-09,17.017738342285156
2022-02-10,16.73321533203125
2022-02-11,16.406259536743164
2022-02-14,16.346527099609375
2022-02-15,16.63575553894043
2022-02-16,16.651477813720703
2022-02-17,16.274213790893555
2022-02-18,16.14845848083496
2022-02-22,15.969260215759277
2022-02-23,15.672165870666504
2022-02-24,15.945683479309082
2022-02-25,16.299367904663086
2022-02-28,16.278932571411133
2022-03-01,16.030563354492188
2022-03-02,16.32765769958496
2022-03-03,16.208194732666016
2022-03-04,16.04471206665039
2022-03-07,15.554269790649414
2022-03-08,15.458382606506348
2022-03-09,15.890660285949707
2022-03-10,15.824639320373535
2022-03-11,15.5935697555542
2022-03-14,15.452095031738281
2022-03-15,15.782197952270508
2022-03-16,16.162607192993164
2022-03-17,16.379531860351562
2022-03-18,16.583881378173828
2022-03-21,16.56502342224121
2022-03-22,16.763084411621094
2022-03-23,16.54083824157715
2022-03-24,16.77727508544922
2022-03-25,16.84662628173828
2022-03-28,16.963266372680664
2022-03-29,17.215457916259766
2022-03-30,17.07990074157715
2022-03-31,16.83086585998535
2022-04-01,16.884449005126953
2022-04-04,17.016855239868164
2022-04-05,16.77727508544922
2022-04-06,16.59127426147461
2022-04-07,16.64801788330078
2022-04-08,16.59758186340332
2022-04-11,16.332778930664062
2022-04-12,16.288644790649414
2022-04-13,16.49985694885254
2022-04-14,16.298095703125
2022-04-18,16.27288246154785
2022-04-19,16.553449630737305
2022-04-20,16.537689208984375
2022-04-21,16.260272979736328
2022-04-22,15.825233459472656
2022-04-25,15.929265975952148
2022-04-26,15.462705612182617
2022-04-27,15.478468894958496
2022-04-28,15.869369506835938
2022-04-29,15.28616714477539
2022-05-02,15.402807235717773
2022-05-03,15.472159385681152
2022-05-04,15.929265975952148
2022-05-05,15.333454132080078
2022-05-06,15.219965934753418
2022-05-09,14.680901527404785
2022-05-10,14.70296859741211
2022-05-11,14.450770378112793
2022-05-12,14.475991249084473
2022-05-13,14.851130485534668
2022-05-16,14.769168853759766
2022-05-17,15.084409713745117
2022-05-18,14.491753578186035
2022-05-19,14.435009956359863
2022-05-20,14.428707122802734
2022-05-23,14.674595832824707
2022-05-24,14.54849624633789
2022-05-25,14.693510055541992
2022-05-26,14.999296188354492
2022-05-27,15.37759017944336
2022-05-31,15.264100074768066
2022-06-01,15.150613784790039
2022-06-02,15.456398963928223
2022-06-03,15.210505485534668
2022-06-06,15.257795333862305
2022-06-07,15.412264823913574
2022-06-08,15.24833869934082
2022-06-09,14.882655143737793
2022-06-10,14.444465637207031
2022-06-13,13.854959487915039
2022-06-14,13.817132949829102
2022-06-15,14.022040367126465
2022-06-16,13.533413887023926
2022-06-17,13.580699920654297
2022-06-21,13.895940780639648
2022-06-22,13.882965087890625
2022-06-23,14.028566360473633
2022-06-24,14.474874496459961
2022-06-27,14.440056800842285
2022-06-28,14.145684242248535
2022-06-29,14.11086654663086
2022-06-30,13.987419128417969
2022-07-01,14.136190414428711
2022-07-05,14.189997673034668
2022-07-06,14.218485832214355
2022-07-07,14.440056800842285
2022-07-08,14.4368896484375
2022-07-11,14.2564697265625
2022-07-12,14.133023262023926
2022-07-13,14.066550254821777
2022-07-14,14.012742042541504
2022-07-15,14.27546215057373
2022-07-18,14.171008110046387
2022-07-19,14.569833755493164
2022-07-20,14.693281173706055
2022-07-21,14.835719108581543
2022-07-22,14.683783531188965
2022-07-25,14.690114974975586
2022-07-26,14.516024589538574
2022-07-27,14.895857810974121
2022-07-28,15.088939666748047
2022-07-29,15.29784870147705
2022-08-01,15.263031005859375
2022-08-02,15.171238899230957
2022-08-03,15.4118013381958
2022-08-04,15.408636093139648
2022-08-05,15.399141311645508
2022-08-08,15.405468940734863
2022-08-09,15.316842079162598
2022-08-10,15.661859512329102
2022-08-11,15.665021896362305
2022-08-12,15.927743911743164
2022-08-15,15.987881660461426
2022-08-16,16.02586555480957
2022-08-17,15.88976001739502
2022-08-18,15.934075355529785
2022-08-19,15.703007698059082
2022-08-22,15.376981735229492
2022-08-23,15.338997840881348
2022-08-24,15.392807960510254
2022-08-25,15.630203247070312
2022-08-26,15.101601600646973
2022-08-29,14.987650871276855
2022-08-30,14.829387664794922
2022-08-31,14.709105491638184
2022-09-01,14.73126220703125
2022-09-02,14.585659980773926
2022-09-06,14.516024589538574
2022-09-07,14.791403770446777
2022-09-08,14.905353546142578
2022-09-09,15.136419296264648
2022-09-12,15.304181098937988
2022-09-13,14.648965835571289
2022-09-14,14.702774047851562
2022-09-15,14.55400562286377
2022-09-16,14.42422866821289
2022-09-19,14.531851768493652
2022-09-20,14.351428985595703
2022-09-21,14.108916282653809
2022-09-22,13.953173637390137
2022-09-23,13.702079772949219
2022-09-26,13.56223201751709
2022-09-27,13.539981842041016
2022-09-28,13.813323974609375
2022-09-29,13.530447006225586
2022-09-30,13.346098899841309
2022-10-03,13.695723533630371
2022-10-04,14.131165504455566
2022-10-05,14.108916282653809
2022-10-06,13.972243309020996
2022-10-07,13.568588256835938
2022-10-10,13.46052074432373
2022-10-11,13.374707221984863
2022-10-12,13.330205917358398
2022-10-13,13.670295715332031
2022-10-14,13.349278450012207
2022-10-17,13.70526123046875
2022-10-18,13.876891136169434
2022-10-19,13.746578216552734
2022-10-20,13.635333061218262
2022-10-21,13.953173637390137
2022-10-24,14.10573673248291
2022-10-25,14.353652000427246
2022-10-26,14.271013259887695
2022-10-27,14.201089859008789
2022-10-28,14.528464317321777
2022-10-31,14.429932594299316
2022-11-01,14.391793251037598
2022-11-02,14.013565063476562
2022-11-03,13.876891136169434
2022-11-04,14.0485258102417
2022-11-07,14.185197830200195
2022-11-08,14.258298873901367
2022-11-09,13.946818351745605
2022-11-10,14.74777603149414
2022-11-11,14.88762378692627
2022-11-14,14.76684284210205
2022-11-15,14.913050651550293
2022-11-16,14.760486602783203
2022-11-17,14.706454277038574
2022-11-18,14.773200035095215
2022-11-21,14.700100898742676
2022-11-22,14.897157669067383
2022-11-23,14.989333152770996
2022-11-25,15.005224227905273
2022-11-28,14.75731086730957
2022-11-29,14.741415977478027
2022-11-30,15.186391830444336
2022-12-01,15.195928573608398
2022-12-02,15.18321704864502
2022-12-05,14.88762378692627
2022-12-06,14.668314933776855
2022-12-07,14.630634307861328
2022-12-08,14.748780250549316
2022-12-09,14.64340877532959
2022-12-12,14.85415267944336
2022-12-13,14.965907096862793
2022-12-14,14.882888793945312
2022-12-15,14.499720573425293
2022-12-16,14.346453666687012
2022-12-19,14.199570655822754
2022-12-20,14.218729972839355
2022-12-21,14.44543743133545
2022-12-22,14.234695434570312
2022-12-23,14.317716598510742
2022-12-27,14.257047653198242
2022-12-28,14.07823657989502
2022-12-29,14.340066909790039
2022-12-30,14.308135032653809
2023-01-03,14.241080284118652
2023-01-04,14.36561107635498
2023-01-05,14.199570655822754
2023-01-06,14.512491226196289
2023-01-09,14.512491226196289
2023-01-10,14.633830070495605
2023-01-11,14.828606605529785
2023-01-12,14.902047157287598
2023-01-13,14.962716102600098
2023-01-17,14.94355583190918
2023-01-18,14.707269668579102
2023-01-19,14.58593463897705
2023-01-20,14.870115280151367
2023-01-23,15.058506965637207
2023-01-24,15.032960891723633
2023-01-25,15.036153793334961
2023-01-26,15.199002265930176
2023-01-27,15.259671211242676
2023-01-30,15.058506965637207
2023-01-31,15.291601181030273
2023-02-01,15.476800918579102
2023-02-02,15.71947193145752
2023-02-03,15.550238609313965
2023-02-06,15.44167709350586
2023-02-07,15.633255958557129
2023-02-08,15.46402645111084
2023-02-09,15.317148208618164
2023-02-10,15.336304664611816
2023-02-13,15.51830768585205
2023-02-14,15.527887344360352
2023-02-15,15.601326942443848
2023-02-16,15.393777847290039
2023-02-17,15.342689514160156
2023-02-21,15.026576042175293
2023-02-22,15.016997337341309
2023-02-23,15.093631744384766
2023-02-24,14.927591323852539
2023-02-27,14.975484848022461
2023-02-28,14.940364837646484
2023-03-01,14.889273643493652
2023-03-02,14.994646072387695
2023-03-03,15.234124183654785
2023-03-06,15.218160629272461
2023-03-07,14.985065460205078
2023-03-08,15.010610580444336
2023-03-09,14.713655471801758
2023-03-10,14.46459674835205
2023-03-13,14.407121658325195
2023-03-14,14.659374237060547
2023-03-15,14.550808906555176
2023-03-16,14.790289878845215
2023-03-17,14.60509204864502
2023-03-20,14.742393493652344
2023-03-21,14.959521293640137
2023-03-22,14.680022239685059
2023-03-23,14.705665588378906
2023-03-24,14.795413970947266
2023-03-27,14.840287208557129
2023-03-28,14.817849159240723
2023-03-29,15.026189804077148
2023-03-30,15.106322288513184
2023-03-31,15.3371000289917
2023-04-03,15.38517951965332
2023-04-04,15.276200294494629
2023-04-05,15.221709251403809
2023-04-06,15.266585350036621
2023-04-10,15.311455726623535
2023-04-11,15.31786823272705
2023-04-12,15.247350692749023
2023-04-13,15.452488899230957
2023-04-14,15.414024353027344
2023-04-17,15.47492504119873
2023-04-18,15.484539031982422
2023-04-19,15.484539031982422
2023-04-20,15.394794464111328
2023-04-21,15.410820960998535
2023-04-24,15.417231559753418
2023-04-25,15.154399871826172
2023-04-26,15.090293884277344
2023-04-27,15.375563621520996
2023-04-28,15.500568389892578
2023-05-01,15.494154930114746
2023-05-02,15.301840782165527
2023-05-03,15.205684661865234
2023-05-04,15.093499183654785
2023-05-05,15.388382911682129
2023-05-08,15.388382911682129
2023-05-09,15.3371000289917
2023-05-10,15.401205062866211
2023-05-11,15.369152069091797
2023-05-12,15.3371000289917
2023-05-15,15.407613754272461
2023-05-16,15.295431137084961
2023-05-17,15.484539031982422
2023-05-18,15.64480209350586
2023-05-19,15.612749099731445
2023-05-22,15.638389587402344
2023-05-23,15.468514442443848
2023-05-24,15.346714973449707
2023-05-25,15.45569133758545
2023-05-26,15.660826683044434
2023-05-30,15.667240142822266
2023-05-31,15.580697059631348
2023-06-01,15.728141784667969
2023-06-02,15.987764358520508
2023-06-05,15.949301719665527
2023-06-06,16.019817352294922
2023-06-07,15.987764358520508
2023-06-08,16.067895889282227
2023-06-09,16.08071517944336
2023-06-12,16.228160858154297
2023-06-13,16.343547821044922
2023-06-14,16.34995460510254
2023-06-15,16.548681259155273
2023-06-16,16.48777961730957
2023-06-20,16.401241302490234
2023-06-21,16.316314697265625
2023-06-22,16.348485946655273
2023-06-23,16.21980857849121
2023-06-26,16.168331146240234
2023-06-27,16.358135223388672
2023-06-28,16.371000289916992
2023-06-29,16.45142364501953
2023-06-30,16.631572723388672
2023-07-03,16.666959762573242
2023-07-05,16.621923446655273
2023-07-06,16.47394371032715
2023-07-07,16.461074829101562
2023-07-10,16.52863121032715
2023-07-11,16.65409278869629
2023-07-12,16.776334762573242
2023-07-13,16.92431640625
2023-07-14,16.898576736450195
2023-07-17,16.969350814819336
2023-07-18,17.104463577270508
2023-07-19,17.14306640625
2023-07-20,17.024038314819336
2023-07-21,17.017602920532227
2023-07-24,17.0787296295166
2023-07-25,17.126981735229492
2023-07-26,17.136634826660156
2023-07-27,17.001523971557617
2023-07-28,17.178449630737305
2023-07-31,17.23314094543457
2023-08-01,17.184885025024414
2023-08-02,16.940397262573242
2023-08-03,16.888927459716797
2023-08-04,16.82137107849121
2023-08-07,16.956483840942383
2023-08-08,16.869626998901367
2023-08-09,16.753814697265625
2023-08-10,16.750600814819336
2023-08-11,16.740951538085938
2023-08-14,16.8245906829834
2023-08-15,16.62835693359375
2023-08-16,16.496461868286133
2023-08-17,16.358135223388672
2023-08-18,16.367782592773438
2023-08-21,16.461074829101562
2023-08-22,16.425691604614258
2023-08-23,16.61227035522461
2023-08-24,16.380651473999023
2023-08-25,16.490028381347656
2023-08-28,16.596189498901367
2023-08-29,16.83745765686035
2023-08-30,16.921096801757812
2023-08-31,16.901796340942383
2023-09-01,16.950054168701172
2023-09-05,16.85675811767578
2023-09-06,16.750600814819336
2023-09-07,16.68947982788086
2023-09-08,16.711999893188477
2023-09-11,16.81815528869629
2023-09-12,16.734512329101562
2023-09-13,16.734512329101562
2023-09-14,16.872844696044922
2023-09-15,16.68304443359375
2023-09-18,16.679828643798828
2023-09-19,16.641223907470703
2023-09-20,16.479785919189453
2023-09-21,16.215023040771484
2023-09-22,16.179506301879883
2023-09-25,16.24407958984375
2023-09-26,16.011611938476562
2023-09-27,16.034208297729492
2023-09-28,16.131074905395508
2023-09-29,16.095558166503906
2023-10-02,16.069725036621094
2023-10-03,15.834022521972656
2023-10-04,15.947033882141113
2023-10-05,15.940572738647461
2023-10-06,16.131074905395508
2023-10-09,16.234394073486328
2023-10-10,16.324804306030273
2023-10-11,16.39583396911621
2023-10-12,16.263452529907227
2023-10-13,16.1762752532959
2023-10-16,16.357091903686523
2023-10-17,16.37323570251465
2023-10-18,16.13753318786621
2023-10-19,15.982550621032715
2023-10-20,15.785594940185547
2023-10-23,15.746846199035645
2023-10-24,15.86308479309082
2023-10-25,15.62092399597168
2023-10-26,15.459484100341797
2023-10-27,15.372305870056152
2023-10-30,15.553117752075195
2023-10-31,15.659671783447266
2023-11-01,15.814652442932129
2023-11-02,16.12461280822754
2023-11-03,16.30865478515625
2023-11-06,16.31511688232422
2023-11-07,16.366777420043945
2023-11-08,16.360319137573242
2023-11-09,16.22471046447754
2023-11-10,16.470096588134766
2023-11-13,16.447492599487305
2023-11-14,16.822036743164062
2023-11-15,16.864011764526367
2023-11-16,16.86078643798828
2023-11-17,16.899526596069336
2023-11-20,17.03190803527832
2023-11-21,16.980249404907227
2023-11-22,17.048051834106445
2023-11-24,17.07388687133789
2023-11-27,17.048051834106445
2023-11-28,17.051280975341797
2023-11-29,17.064199447631836
2023-11-30,17.13523292541504
2023-12-01,17.280527114868164
2023-12-04,17.20949363708496
2023-12-05,17.183664321899414
2023-12-06,17.116865158081055
2023-12-07,17.249807357788086
2023-12-08,17.33087158203125
2023-12-11,17.40220069885254
2023-12-12,17.473535537719727
2023-12-13,17.74590301513672
2023-12-14,17.843172073364258
2023-12-15,17.823719024658203
2023-12-18,17.895057678222656
2023-12-19,18.02475357055664
2023-12-20,17.762115478515625
2023-12-21,17.95341682434082
2023-12-22,17.992328643798828
2023-12-26,18.08635902404785
2023-12-27,18.10905647277832
2023-12-28,18.128511428833008
2023-12-29,18.050695419311523
2024-01-02,17.9339656829834
2024-01-03,17.749143600463867
2024-01-04,17.706989288330078
2024-01-05,17.7264461517334
2024-01-08,17.992328643798828
2024-01-09,17.95341682434082
2024-01-10,18.047449111938477
2024-01-11,18.027996063232422
2024-01-12,18.034481048583984
2024-01-16,17.956661224365234
2024-01-17,17.846418380737305
2024-01-18,17.998811721801758
2024-01-19,18.22254180908203
2024-01-22,18.30035972595215
2024-01-23,18.336030960083008
2024-01-24,18.339271545410156
2024-01-25,18.433303833007812
2024-01-26,18.42357635498047
2024-01-29,18.57596778869629
2024-01-30,18.56299591064453
2024-01-31,18.24848175048828
2024-02-01,18.47869300842285
2024-02-02,18.653785705566406
2024-02-05,18.566238403320312
2024-02-06,18.627845764160156
2024-02-07,18.773759841918945
2024-02-08,18.82239532470703
2024-02-09,18.942363739013672
2024-02-12,18.945608139038086
2024-02-13,18.663515090942383
2024-02-14,18.86130142211914
2024-02-15,19.00721549987793
2024-02-16,18.903453826904297
2024-02-20,18.773759841918945
2024-02-21,18.783483505249023
2024-02-22,19.153125762939453
2024-02-23,19.172578811645508
2024-02-26,19.114215850830078
2024-02-27,19.175823211669922
2024-02-28,19.143396377563477
2024-02-29,19.230939865112305
2024-03-01,19.39630699157715
2024-03-04,19.367124557495117
2024-03-05,19.18230438232422
2024-03-06,19.276338577270508
2024-03-07,19.480609893798828
2024-03-08,19.36388397216797
2024-03-11,19.331459045410156
2024-03-12,19.51627540588379
2024-03-13,19.503307342529297
2024-03-14,19.42548942565918
2024-03-15,19.308761596679688
2024-03-18,19.412519454956055
2024-03-19,19.51952362060547
2024-03-20,19.716951370239258
2024-03-21,19.78850746154785
2024-03-22,19.74622344970703
2024-03-25,19.703937530517578
2024-03-26,19.66490936279297
2024-03-27,19.84379768371582
2024-03-28,19.8568115234375
2024-04-01,19.804771423339844
2024-04-02,19.651899337768555
2024-04-03,19.681171417236328
2024-04-04,19.45024299621582
2024-04-05,19.648649215698242
2024-04-08,19.668163299560547
2024-04-09,19.69743537902832
2024-04-10,19.476259231567383
2024-04-11,19.616119384765625
2024-04-12,19.313634872436523
2024-04-15,19.076194763183594
2024-04-16,19.020904541015625
2024-04-17,18.920074462890625
2024-04-18,18.881044387817383
2024-04-19,18.72492027282715
2024-04-22,18.907062530517578
2024-04-23,19.13799476623535
2024-04-24,19.134742736816406
2024-04-25,19.059934616088867
2024-04-26,19.225812911987305
2024-04-29,19.310379028320312
2024-04-30,18.994884490966797
2024-05-01,18.936338424682617
2024-05-02,19.141250610351562
2024-05-03,19.365676879882812
2024-05-06,19.56407928466797
2024-05-07,19.596603393554688
2024-05-08,19.583595275878906
2024-05-09,19.69743537902832
2024-05-10,19.713695526123047
2024-05-13,19.72020149230957
2024-05-14,19.82103157043457
2024-05-15,20.05196189880371
2024-05-16,20.01293182373047
2024-05-17,20.035696029663086
2024-05-20,20.06822395324707
2024-05-21,20.104001998901367
2024-05-22,20.038949966430664
2024-05-23,19.86981773376465
2024-05-24,19.99341583251953
2024-05-28,19.996667861938477
2024-05-29,19.86005973815918
2024-05-30,19.752727508544922
2024-05-31,19.902345657348633
2024-06-03,19.915355682373047
2024-06-04,19.902345657348633
2024-06-05,20.149538040161133
2024-06-06,20.133275985717773
2024-06-07,20.090993881225586
2024-06-10,20.16254997253418
2024-06-11,20.18531608581543
2024-06-12,20.37721824645996
2024-06-13,20.393478393554688
2024-06-14,20.373964309692383
2024-06-17,20.51707649230957
2024-06-18,20.58863067626953
2024-06-20,20.53333854675293
2024-06-21,20.500812530517578
2024-06-24,20.4520206451416
2024-06-25,20.526832580566406
2024-06-26,20.524547576904297
2024-06-27,20.586544036865234
2024-06-28,20.514759063720703
2024-07-01,20.544130325317383
2024-07-02,20.677913665771484
2024-07-03,20.756227493286133
2024-07-05,20.860641479492188
2024-07-08,20.8900146484375
2024-07-09,20.893274307250977
2024-07-10,21.095584869384766
2024-07-11,20.994428634643555
2024-07-12,21.128211975097656
2024-07-15,21.2163143157959
2024-07-16,21.379467010498047
2024-07-17,21.09231948852539
2024-07-18,20.909591674804688
2024-07-19,20.772539138793945
2024-07-22,21.00095558166504
2024-07-23,20.98137664794922
2024-07-24,20.498445510864258
2024-07-25,20.429922103881836
2024-07-26,20.674652099609375
2024-07-29,20.671388626098633
2024-07-30,20.586544036865234
2024-07-31,20.8900146484375
2024-08-01,20.570232391357422
2024-08-02,20.14277458190918
2024-08-05,19.55542755126953
2024-08-06,19.738157272338867
2024-08-07,19.59784698486328
2024-08-08,20.051408767700195
2024-08-09,20.14277458190918
2024-08-12,20.12645721435547
2024-08-13,20.47234344482422
2024-08-14,20.52128791809082
2024-08-15,20.896535873413086
2024-08-16,20.93895721435547
2024-08-19,21.138002395629883
2024-08-20,21.076005935668945
2024-08-21,21.19021224975586
2024-08-22,21.014009475708008
2024-08-23,21.27505111694336
2024-08-26,21.226102828979492
2024-08-27,21.23589324951172
2024-08-28,21.11189842224121
2024-08-29,21.134737014770508
2024-08-30,21.327259063720703
2024-09-03,20.863906860351562
2024-09-04,20.821487426757812
2024-09-05,20.759489059448242
2024-09-06,20.407079696655273
2024-09-09,20.62896728515625
2024-09-10,20.710542678833008
2024-09-11,20.909591674804688
2024-09-12,21.09231948852539
2024-09-13,21.229368209838867
2024-09-16,21.281579971313477
2024-09-17,21.29789161682129
2024-09-18,21.248947143554688
2024-09-19,21.61440658569336
2024-09-20,21.565460205078125
2024-09-23,21.620933532714844
2024-09-24,21.669878005981445
2024-09-25,21.60997772216797
2024-09-26,21.701631546020508
2024-09-27,21.681991577148438
2024-09-30,21.773639678955078
2024-10-01,21.56415367126465
2024-10-02,21.57069969177246
2024-10-03,21.51505470275879
2024-10-04,21.734363555908203
2024-10-07,21.541242599487305
2024-10-08,21.72454261779785
2024-10-09,21.87183952331543
2024-10-10,21.83255958557129
2024-10-11,21.99622344970703
2024-10-14,22.163156509399414
2024-10-15,22.0158634185791
2024-10-16,22.133697509765625
2024-10-17,22.133697509765625
2024-10-18,22.212255477905273
2024-10-21,22.153337478637695
2024-10-22,22.12388038635254
2024-10-23,21.9274845123291
2024-10-24,21.966764450073242
2024-10-25,21.956945419311523
2024-10-28,22.05514144897461
2024-10-29,22.06496238708496
2024-10-30,22.025680541992188
2024-10-31,21.61325454711914
2024-11-01,21.711450576782227
2024-11-04,21.662353515625
2024-11-05,21.94712257385254
2024-11-06,22.555946350097656
2024-11-07,22.713062286376953
2024-11-08,22.82107925415039
2024-11-11,22.88981819152832
2024-11-12,22.7916202545166
2024-11-13,22.781801223754883
2024-11-14,22.62468719482422
2024-11-15,22.330093383789062
2024-11-18,22.42828941345215
2024-11-19,22.526487350463867
2024-11-20,22.546127319335938
2024-11-21,22.703243255615234
2024-11-22,22.811262130737305
2024-11-25,22.89963722229004
2024-11-26,22.997835159301758
2024-11-27,22.938919067382812
2024-11-29,23.066574096679688
2024-12-02,23.105854034423828
2024-12-03,23.096033096313477
2024-12-04,23.27278709411621
2024-12-05,23.204050064086914
2024-12-06,23.262969970703125
2024-12-09,23.1254940032959
2024-12-10,23.02729606628418
2024-12-11,23.2076358795166
2024-12-12,23.089378356933594
2024-12-13,23.069669723510742
2024-12-16,23.168216705322266
2024-12-17,23.049959182739258
2024-12-18,22.32071876525879
2024-12-19,22.310863494873047
2024-12-20,22.56708526611328
2024-12-23,22.675485610961914
2024-12-24,22.921850204467773
2024-12-26,22.941560745239258
2024-12-27,22.695192337036133
2024-12-30,22.448827743530273
