Date,GDX
2021-09-13,29.959712982177734
2021-09-14,30.10900115966797
2021-09-15,30.099668502807617
2021-09-16,28.84940528869629
2021-09-17,28.53217315673828
2021-09-20,28.410877227783203
2021-09-21,28.429540634155273
2021-09-22,28.457529067993164
2021-09-23,27.888376235961914
2021-09-24,27.692441940307617
2021-09-27,27.692441940307617
2021-09-28,27.403202056884766
2021-09-29,26.9740047454834
2021-09-30,27.496505737304688
2021-10-01,27.365880966186523
2021-10-04,27.6831111907959
2021-10-05,27.78574562072754
2021-10-06,28.308244705200195
2021-10-07,28.364227294921875
2021-10-08,28.616146087646484
2021-10-11,28.53217315673828
2021-10-12,29.054672241210938
2021-10-13,29.997037887573242
2021-10-14,30.65015411376953
2021-10-15,30.34225845336914
2021-10-18,30.062347412109375
2021-10-19,30.323598861694336
2021-10-20,30.659488677978516
2021-10-21,30.53819465637207
2021-10-22,30.78078842163086
2021-10-25,31.20998191833496
2021-10-26,31.023374557495117
2021-10-27,30.883419036865234
2021-10-28,30.407569885253906
2021-10-29,29.58650016784668
2021-11-01,29.726455688476562
2021-11-02,29.418556213378906
2021-11-03,29.726455688476562
2021-11-04,29.623821258544922
2021-11-05,30.556854248046875
2021-11-08,30.696813583374023
2021-11-09,31.088687896728516
2021-11-10,31.639177322387695
2021-11-11,32.376277923583984
2021-11-12,32.441585540771484
2021-11-15,32.56288146972656
2021-11-16,31.993730545043945
2021-11-17,32.24564743041992
2021-11-18,31.947078704833984
2021-11-19,31.41524314880371
2021-11-22,30.790115356445312
2021-11-23,30.323598861694336
2021-11-24,30.24895477294922
2021-11-26,29.969043731689453
2021-11-29,29.978376388549805
2021-11-30,29.670473098754883
2021-12-01,28.76542854309082
2021-12-02,28.42020606994629
2021-12-03,28.634807586669922
2021-12-06,29.036012649536133
2021-12-07,29.24127769470215
2021-12-08,29.38123321533203
2021-12-09,28.62547492980957
2021-12-10,28.448198318481445
2021-12-13,28.466861724853516
2021-12-14,28.093647003173828
2021-12-15,27.711105346679688
2021-12-16,29.101322174072266
2021-12-17,29.04534149169922
2021-12-20,29.04059410095215
2021-12-21,29.25894546508789
2021-12-22,29.581722259521484
2021-12-23,29.714630126953125
2021-12-27,29.743114471435547
2021-12-28,29.515268325805664
2021-12-29,29.638683319091797
2021-12-30,30.170320510864258
2021-12-31,30.407655715942383
2022-01-03,29.667165756225586
2022-01-04,29.790578842163086
2022-01-05,29.287425994873047
2022-01-06,28.252634048461914
2022-01-07,28.489973068237305
2022-01-10,28.96464729309082
2022-01-11,29.56273651123047
2022-01-12,30.103864669799805
2022-01-13,29.657670974731445
2022-01-14,29.40134620666504
2022-01-18,29.05008888244629
2022-01-19,31.12916374206543
2022-01-20,30.692462921142578
2022-01-21,30.046903610229492
2022-01-24,29.85703468322754
2022-01-25,30.056398391723633
2022-01-26,29.078567504882812
2022-01-27,28.176685333251953
2022-01-28,27.815933227539062
2022-01-31,28.698827743530273
2022-02-01,28.983633041381836
2022-02-02,29.078567504882812
2022-02-03,28.717817306518555
2022-02-04,28.860218048095703
2022-02-07,29.714630126953125
2022-02-08,30.046903610229492
2022-02-09,29.989944458007812
2022-02-10,29.135530471801758
2022-02-11,30.787397384643555
2022-02-14,31.413970947265625
2022-02-15,30.844358444213867
2022-02-16,31.831680297851562
2022-02-17,33.018367767333984
2022-02-18,32.7525520324707
2022-02-22,32.38230895996094
2022-02-23,32.98039627075195
2022-02-24,32.344329833984375
2022-02-25,32.64812088012695
2022-02-28,32.63862609863281
2022-03-01,34.04366683959961
2022-03-02,33.92025375366211
2022-03-03,34.19556427001953
2022-03-04,35.50566482543945
2022-03-07,36.41704177856445
2022-03-08,36.61640167236328
2022-03-09,36.19868850708008
2022-03-10,36.93918228149414
2022-03-11,36.3505859375
2022-03-14,34.869598388671875
2022-03-15,35.03098678588867
2022-03-16,35.135414123535156
2022-03-17,35.790470123291016
2022-03-18,35.334781646728516
2022-03-21,36.217674255371094
2022-03-22,35.84742736816406
2022-03-23,36.75880813598633
2022-03-24,36.60691452026367
2022-03-25,36.75880813598633
2022-03-28,35.790470123291016
2022-03-29,36.28412628173828
2022-03-30,36.69234848022461
2022-03-31,36.40754318237305
2022-04-01,37.489803314208984
2022-04-04,37.157527923583984
2022-04-05,36.341087341308594
2022-04-06,36.246158599853516
2022-04-07,36.76829528808594
2022-04-08,37.66068649291992
2022-04-11,37.45183181762695
2022-04-12,37.78410339355469
2022-04-13,38.62902069091797
2022-04-14,38.79041290283203
2022-04-18,38.799903869628906
2022-04-19,37.68916702270508
2022-04-20,38.09738540649414
2022-04-21,36.160709381103516
2022-04-22,35.068965911865234
2022-04-25,33.86328887939453
2022-04-26,33.132293701171875
2022-04-27,32.94242477416992
2022-04-28,33.616458892822266
2022-04-29,33.21773147583008
2022-05-02,32.800018310546875
2022-05-03,33.3316535949707
2022-05-04,33.96771240234375
2022-05-05,32.87596893310547
2022-05-06,32.50572204589844
2022-05-09,30.59752655029297
2022-05-10,30.084880828857422
2022-05-11,30.046903610229492
2022-05-12,28.6513614654541
2022-05-13,29.315906524658203
2022-05-16,29.600711822509766
2022-05-17,29.657670974731445
2022-05-18,28.907684326171875
2022-05-19,30.521581649780273
2022-05-20,30.436140060424805
2022-05-23,30.616514205932617
2022-05-24,31.081695556640625
2022-05-25,30.939292907714844
2022-05-26,30.74942398071289
2022-05-27,30.86334228515625
2022-05-31,30.122852325439453
2022-06-01,30.360191345214844
2022-06-02,31.660799026489258
2022-06-03,30.91081428527832
2022-06-06,30.58803367614746
2022-06-07,30.8823299407959
2022-06-08,30.673477172851562
2022-06-09,29.515268325805664
2022-06-10,30.920307159423828
2022-06-13,28.926673889160156
2022-06-14,28.195674896240234
2022-06-15,28.66085433959961
2022-06-16,29.201984405517578
2022-06-17,28.850725173950195
2022-06-21,28.95515251159668
2022-06-22,28.556425094604492
2022-06-23,27.44568634033203
2022-06-24,28.157699584960938
2022-06-27,27.977323532104492
2022-06-28,27.40771484375
2022-06-29,26.999494552612305
2022-06-30,25.993181228637695
2022-07-01,26.733673095703125
2022-07-05,25.594457626342773
2022-07-06,25.433067321777344
2022-07-07,25.784326553344727
2022-07-08,25.68939208984375
2022-07-11,25.30015754699707
2022-07-12,24.929912567138672
2022-07-13,25.471040725708008
2022-07-14,24.40777015686035
2022-07-15,24.29384994506836
2022-07-18,24.40777015686035
2022-07-19,24.702068328857422
2022-07-20,23.98056411743164
2022-07-21,24.43625259399414
2022-07-22,24.12296485900879
2022-07-25,23.344499588012695
2022-07-26,23.82866668701172
2022-07-27,24.236888885498047
2022-07-28,24.683080673217773
2022-07-29,24.93940544128418
2022-08-01,24.882442474365234
2022-08-02,24.56915855407715
2022-08-03,24.246381759643555
2022-08-04,25.09130096435547
2022-08-05,24.948898315429688
2022-08-08,25.632431030273438
2022-08-09,25.575468063354492
2022-08-10,25.755844116210938
2022-08-11,25.271678924560547
2022-08-12,25.841285705566406
2022-08-15,25.281171798706055
2022-08-16,25.3761043548584
2022-08-17,24.474225997924805
2022-08-18,24.502704620361328
2022-08-19,23.9710693359375
2022-08-22,23.99005699157715
2022-08-23,24.398277282714844
2022-08-24,24.597639083862305
2022-08-25,24.806493759155273
2022-08-26,23.638797760009766
2022-08-29,23.363487243652344
2022-08-30,22.86033058166504
2022-08-31,22.594512939453125
2022-09-01,21.891992568969727
2022-09-02,22.585018157958984
2022-09-06,22.25274658203125
2022-09-07,23.08817481994629
2022-09-08,23.126150131225586
2022-09-09,23.82866668701172
2022-09-12,24.160940170288086
2022-09-13,23.1831111907959
2022-09-14,23.23057746887207
2022-09-15,22.537551879882812
2022-09-16,22.784381866455078
2022-09-19,23.1831111907959
2022-09-20,22.547046661376953
2022-09-21,22.62299346923828
2022-09-22,22.537551879882812
2022-09-23,21.30339813232422
2022-09-26,20.752775192260742
2022-09-27,20.885683059692383
2022-09-28,22.385656356811523
2022-09-29,22.490083694458008
2022-09-30,22.898305892944336
2022-10-03,23.77170753479004
2022-10-04,24.445743560791016
2022-10-05,24.084991455078125
2022-10-06,24.350807189941406
2022-10-07,23.15462875366211
2022-10-10,22.803369522094727
2022-10-11,22.604005813598633
2022-10-12,22.803369522094727
2022-10-13,22.537551879882812
2022-10-14,21.5692138671875
2022-10-17,22.262243270874023
2022-10-18,22.41413688659668
2022-10-19,21.730606079101562
2022-10-20,22.00591468811035
2022-10-21,23.107162475585938
2022-10-24,22.71792984008789
2022-10-25,23.173616409301758
2022-10-26,23.857147216796875
2022-10-27,23.562850952148438
2022-10-28,23.467914581298828
2022-10-31,22.936279296875
2022-11-01,23.448928833007812
2022-11-02,22.072370529174805
2022-11-03,21.53124237060547
2022-11-04,23.686264038085938
2022-11-07,23.876134872436523
2022-11-08,25.30965232849121
2022-11-09,24.910924911499023
2022-11-10,26.781143188476562
2022-11-11,26.8665828704834
2022-11-14,26.695703506469727
2022-11-15,26.43937873840332
2022-11-16,26.13558578491211
2022-11-17,25.746353149414062
2022-11-18,25.983692169189453
2022-11-21,25.803314208984375
2022-11-22,26.828611373901367
2022-11-23,27.255817413330078
2022-11-25,26.999494552612305
2022-11-28,25.917232513427734
2022-11-29,26.72418212890625
2022-11-30,27.578594207763672
2022-12-01,28.51845359802246
2022-12-02,28.404529571533203
2022-12-05,27.379234313964844
2022-12-06,27.38872718811035
2022-12-07,27.920360565185547
2022-12-08,27.920360565185547
2022-12-09,27.597583770751953
2022-12-12,27.47416877746582
2022-12-13,28.271621704101562
2022-12-14,28.12921905517578
2022-12-15,26.88557243347168
2022-12-16,27.151390075683594
2022-12-19,26.70343780517578
2022-12-20,27.74608612060547
2022-12-21,28.074329376220703
2022-12-22,27.76539421081543
2022-12-23,27.87158966064453
2022-12-27,28.576345443725586
2022-12-28,27.688161849975586
2022-12-29,27.82331657409668
2022-12-30,27.668851852416992
2023-01-03,28.63426971435547
2023-01-04,29.850696563720703
2023-01-05,29.59003257751465
2023-01-06,30.46856117248535
2023-01-09,30.178936004638672
2023-01-10,30.73887825012207
2023-01-11,30.47821617126465
2023-01-12,31.067123413085938
2023-01-13,31.520864486694336
2023-01-17,30.429946899414062
2023-01-18,30.130664825439453
2023-01-19,30.91265296936035
2023-01-20,31.298818588256836
2023-01-23,31.27951431274414
2023-01-24,31.598098754882812
2023-01-25,32.11942672729492
2023-01-26,31.627058029174805
2023-01-27,31.192625045776367
2023-01-30,30.729225158691406
2023-01-31,30.91265296936035
2023-02-01,31.607755661010742
2023-02-02,30.623027801513672
2023-02-03,29.271446228027344
2023-02-06,29.16524887084961
2023-02-07,29.570722579956055
2023-02-08,29.319717407226562
2023-02-09,28.730812072753906
2023-02-10,28.595653533935547
2023-02-13,28.557035446166992
2023-02-14,28.614961624145508
2023-02-15,27.79435920715332
2023-02-16,27.678504943847656
2023-02-17,27.42749786376953
2023-02-21,27.13787269592285
2023-02-22,26.50069808959961
2023-02-23,26.36553955078125
2023-02-24,26.056604385375977
2023-02-27,26.25934410095215
2023-02-28,26.558624267578125
2023-03-01,27.13787269592285
2023-03-02,27.195798873901367
2023-03-03,27.639890670776367
2023-03-06,27.108911514282227
2023-03-07,25.96006202697754
2023-03-08,25.882831573486328
2023-03-09,25.757328033447266
2023-03-10,26.25934410095215
2023-03-13,28.09363555908203
2023-03-14,28.31568145751953
2023-03-15,28.31568145751953
2023-03-16,28.151561737060547
2023-03-17,29.52245330810547
2023-03-20,30.03412437438965
2023-03-21,28.96251106262207
2023-03-22,29.503145217895508
2023-03-23,30.227205276489258
2023-03-24,30.458908081054688
2023-03-27,30.429946899414062
2023-03-28,31.192625045776367
2023-03-29,30.931962966918945
2023-03-30,31.395362854003906
2023-03-31,31.231239318847656
2023-04-03,31.935998916625977
2023-04-04,33.00761032104492
2023-04-05,33.15242385864258
2023-04-06,33.23931121826172
2023-04-10,32.81452941894531
2023-04-11,33.38412094116211
2023-04-12,33.71236038208008
2023-04-13,34.62950897216797
2023-04-14,33.87648391723633
2023-04-17,33.113807678222656
2023-04-18,33.355159759521484
2023-04-19,32.90141296386719
2023-04-20,32.882102966308594
2023-04-21,32.44766616821289
2023-04-24,32.54420852661133
2023-04-25,32.60213088989258
2023-04-26,32.17735290527344
2023-04-27,32.67936325073242
2023-04-28,32.41870880126953
2023-05-01,32.254581451416016
2023-05-02,33.53858947753906
2023-05-03,33.65443801879883
2023-05-04,34.45573425292969
2023-05-05,34.17576599121094
2023-05-08,34.13714599609375
2023-05-09,34.03095245361328
2023-05-10,33.78960037231445
2023-05-11,32.36077880859375
2023-05-12,32.438011169433594
2023-05-15,32.7372932434082
2023-05-16,31.8684139251709
2023-05-17,31.598098754882812
2023-05-18,30.777494430541992
2023-05-19,31.04781150817871
2023-05-22,30.767841339111328
2023-05-23,30.555450439453125
2023-05-24,29.850696563720703
2023-05-25,29.213520050048828
2023-05-26,29.358333587646484
2023-05-30,29.155595779418945
2023-05-31,29.841041564941406
2023-06-01,30.902997970581055
2023-06-02,30.323747634887695
2023-06-05,30.46856117248535
2023-06-06,30.53614044189453
2023-06-07,29.976198196411133
2023-06-08,30.449254989624023
2023-06-09,30.00516128540039
2023-06-12,30.15962791442871
2023-06-13,29.821731567382812
2023-06-14,29.802425384521484
2023-06-15,29.927928924560547
2023-06-16,30.304441452026367
2023-06-20,29.09766960144043
2023-06-21,29.020437240600586
2023-06-22,28.817699432373047
2023-06-23,28.759775161743164
2023-06-26,29.03009033203125
2023-06-27,28.624614715576172
2023-06-28,28.20948600769043
2023-06-29,28.595653533935547
2023-06-30,29.068708419799805
2023-07-03,29.62864875793457
2023-07-05,28.798389434814453
2023-07-06,28.064672470092773
2023-07-07,28.43153190612793
2023-07-10,29.001129150390625
2023-07-11,29.194210052490234
2023-07-12,30.71957015991211
2023-07-13,31.07677459716797
2023-07-14,30.854726791381836
2023-07-17,30.864381790161133
2023-07-18,31.50156021118164
2023-07-19,31.24089813232422
2023-07-20,30.304441452026367
2023-07-21,30.400981903076172
2023-07-24,30.207901000976562
2023-07-25,30.680953979492188
2023-07-26,30.555450439453125
2023-07-27,29.30040740966797
2023-07-28,29.657611846923828
2023-07-31,30.323747634887695
2023-08-01,29.18455696105957
2023-08-02,28.267410278320312
2023-08-03,28.267410278320312
2023-08-04,28.53772735595703
2023-08-07,28.31568145751953
2023-08-08,28.074329376220703
2023-08-09,28.12259864807129
2023-08-10,28.16121482849121
2023-08-11,28.441184997558594
2023-08-14,27.948823928833008
2023-08-15,27.234413146972656
2023-08-16,26.867557525634766
2023-08-17,26.655166625976562
2023-08-18,26.50069808959961
2023-08-21,26.751707077026367
2023-08-22,26.98340606689453
2023-08-23,27.74608612060547
2023-08-24,27.688161849975586
2023-08-25,27.417842864990234
2023-08-28,27.997093200683594
2023-08-29,28.508764266967773
2023-08-30,28.499113082885742
2023-08-31,28.248104095458984
2023-09-01,28.083982467651367
2023-09-05,27.504732131958008
2023-09-06,27.485422134399414
2023-09-07,27.3019962310791
2023-09-08,27.359920501708984
2023-09-11,27.775047302246094
2023-09-12,27.79435920715332
2023-09-13,27.726776123046875
2023-09-14,28.103290557861328
2023-09-15,28.69219398498535
2023-09-18,28.72115707397461
2023-09-19,28.38326072692871
2023-09-20,28.682538986206055
2023-09-21,27.910205841064453
2023-09-22,27.87158966064453
2023-09-25,27.52404022216797
2023-09-26,26.780668258666992
2023-09-27,25.979373931884766
2023-09-28,26.114530563354492
2023-09-29,25.979373931884766
2023-10-02,25.091188430786133
2023-10-03,25.168420791625977
2023-10-04,25.013954162597656
2023-10-05,25.40977668762207
2023-10-06,25.96006202697754
2023-10-09,26.58758544921875
2023-10-10,26.848249435424805
2023-10-11,27.34061050415039
2023-10-12,26.780668258666992
2023-10-13,27.948823928833008
2023-10-16,27.997093200683594
2023-10-17,28.508764266967773
2023-10-18,28.43153190612793
2023-10-19,28.489458084106445
2023-10-20,28.460493087768555
2023-10-23,28.228796005249023
2023-10-24,28.248104095458984
2023-10-25,27.784704208374023
2023-10-26,27.533693313598633
2023-10-27,28.19017791748047
2023-10-30,27.775047302246094
2023-10-31,27.041332244873047
2023-11-01,27.13787269592285
2023-11-02,27.282686233520508
2023-11-03,28.45083999633789
2023-11-06,28.14190673828125
2023-11-07,27.601274490356445
2023-11-08,26.732397079467773
2023-11-09,26.635854721069336
2023-11-10,26.307613372802734
2023-11-13,26.104877471923828
2023-11-14,27.350265502929688
2023-11-15,27.21510887145996
2023-11-16,27.620582580566406
2023-11-17,27.446807861328125
2023-11-20,27.52404022216797
2023-11-21,28.199831008911133
2023-11-22,28.238449096679688
2023-11-24,28.306028366088867
2023-11-27,28.759775161743164
2023-11-28,30.14031982421875
2023-11-29,30.121013641357422
2023-11-30,30.236862182617188
2023-12-01,30.709915161132812
2023-12-04,29.94723892211914
2023-12-05,29.42591094970703
2023-12-06,29.36798667907715
2023-12-07,29.271446228027344
2023-12-08,28.65357780456543
2023-12-11,28.528072357177734
2023-12-12,27.861936569213867
2023-12-13,29.638303756713867
2023-12-14,30.227205276489258
2023-12-15,29.879657745361328
2023-12-18,30.15441131591797
2023-12-19,30.95905303955078
2023-12-20,30.203475952148438
2023-12-21,30.762800216674805
2023-12-22,30.96886444091797
2023-12-26,31.076807022094727
2023-12-27,31.381000518798828
2023-12-28,30.586172103881836
2023-12-29,30.429168701171875
2024-01-02,29.98759651184082
2024-01-03,29.20258140563965
2024-01-04,29.21239471435547
2024-01-05,29.21239471435547
2024-01-08,29.143705368041992
2024-01-09,28.62363052368164
2024-01-10,28.564756393432617
2024-01-11,28.348876953125
2024-01-12,29.143705368041992
2024-01-16,27.85824203491211
2024-01-17,26.994726181030273
2024-01-18,27.073225021362305
2024-01-19,27.17135238647461
2024-01-22,27.083038330078125
2024-01-23,27.70123863220215
2024-01-24,27.18116569519043
2024-01-25,27.720863342285156
2024-01-26,27.544235229492188
2024-01-29,27.82880401611328
2024-01-30,27.62273597717285
2024-01-31,27.416671752929688
2024-02-01,28.486255645751953
2024-02-02,27.49517250061035
2024-02-05,26.847536087036133
2024-02-06,27.200790405273438
2024-02-07,26.945661544799805
2024-02-08,26.78865623474121
2024-02-09,26.4648380279541
2024-02-12,26.778844833374023
2024-02-13,25.405067443847656
2024-02-14,25.52281951904297
2024-02-15,26.268585205078125
2024-02-16,26.356901168823242
2024-02-20,26.48446273803711
2024-02-21,26.31764793395996
2024-02-22,25.67000961303711
2024-02-23,26.160646438598633
2024-02-26,25.758325576782227
2024-02-27,25.54244613647461
2024-02-28,25.297130584716797
2024-02-29,25.86626434326172
2024-03-01,26.818096160888672
2024-03-04,27.975994110107422
2024-03-05,28.123184204101562
2024-03-06,28.613819122314453
2024-03-07,29.055391311645508
2024-03-08,29.084829330444336
2024-03-11,29.565649032592773
2024-03-12,29.025951385498047
2024-03-13,29.722654342651367
2024-03-14,29.33014488220215
2024-03-15,29.33014488220215
2024-03-18,29.18295669555664
2024-03-19,28.51569175720215
2024-03-20,29.69321632385254
2024-03-21,29.398834228515625
2024-03-22,29.045578002929688
2024-03-25,29.271268844604492
2024-03-26,29.290895462036133
2024-03-27,30.380104064941406
2024-03-28,31.02774429321289
2024-04-01,31.430063247680664
2024-04-02,31.832380294799805
2024-04-03,32.51927185058594
2024-04-04,32.166015625
2024-04-05,33.20616149902344
2024-04-08,32.97065353393555
2024-04-09,33.539791107177734
2024-04-10,33.04916000366211
2024-04-11,33.80473709106445
2024-04-12,33.127655029296875
2024-04-15,32.9019660949707
2024-04-16,32.41133117675781
2024-04-17,32.92158889770508
2024-04-18,33.11784362792969
2024-04-19,33.43185043334961
2024-04-22,31.920696258544922
2024-04-23,32.43095397949219
2024-04-24,32.4996452331543
2024-04-25,33.68698501586914
2024-04-26,33.93230056762695
2024-04-29,34.11874008178711
2024-04-30,32.50946044921875
2024-05-01,32.695899963378906
2024-05-02,32.95103454589844
2024-05-03,32.81365203857422
2024-05-06,33.56922912597656
2024-05-07,33.52997589111328
2024-05-08,33.520164489746094
2024-05-09,34.697689056396484
2024-05-10,34.589752197265625
2024-05-13,34.295372009277344
2024-05-14,34.736942291259766
2024-05-15,35.23738479614258
2024-05-16,34.992069244384766
2024-05-17,36.179405212402344
2024-05-20,36.54248046875
2024-05-21,36.238285064697266
2024-05-22,34.786006927490234
2024-05-23,34.099117279052734
2024-05-24,34.59955978393555
2024-05-28,35.423828125
2024-05-29,34.5308723449707
2024-05-30,34.893943786621094
2024-05-31,34.63881301879883
2024-06-03,34.844879150390625
2024-06-04,33.539791107177734
2024-06-05,34.13836669921875
2024-06-06,35.33551025390625
2024-06-07,32.911781311035156
2024-06-10,33.392601013183594
2024-06-11,33.11784362792969
2024-06-12,33.363162994384766
2024-06-13,32.529083251953125
2024-06-14,32.78421401977539
2024-06-17,32.578147888183594
2024-06-18,33.068782806396484
2024-06-20,33.902862548828125
2024-06-21,33.353355407714844
2024-06-24,33.608482360839844
2024-06-25,33.20616149902344
2024-06-26,33.1865348815918
2024-06-27,33.5888557434082
2024-06-28,33.29447555541992
2024-07-01,33.255226135253906
2024-07-02,33.382789611816406
2024-07-03,34.61918640136719
2024-07-05,35.59064483642578
2024-07-08,35.423828125
2024-07-09,35.43363952636719
2024-07-10,36.35603713989258
2024-07-11,37.376556396484375
2024-07-12,37.455055236816406
2024-07-15,37.23918151855469
2024-07-16,38.54426574707031
2024-07-17,37.71999740600586
2024-07-18,37.160675048828125
2024-07-19,36.689666748046875
2024-07-22,36.7485466003418
2024-07-23,36.7485466003418
2024-07-24,36.53266143798828
2024-07-25,35.512142181396484
2024-07-26,35.79671096801758
2024-07-29,35.95371627807617
2024-07-30,36.257911682128906
2024-07-31,37.21955108642578
2024-08-01,36.57191467285156
2024-08-02,35.79671096801758
2024-08-05,34.67806625366211
2024-08-06,34.9626350402832
2024-08-07,34.05986404418945
2024-08-08,34.884132385253906
2024-08-09,35.168701171875
2024-08-12,36.20884704589844
2024-08-13,36.67985534667969
2024-08-14,36.414913177490234
2024-08-15,36.5915412902832
2024-08-16,37.769065856933594
2024-08-19,38.485389709472656
2024-08-20,38.76014709472656
2024-08-21,39.025089263916016
2024-08-22,38.05363082885742
2024-08-23,38.60314178466797
2024-08-26,38.495201110839844
2024-08-27,38.485389709472656
2024-08-28,37.641502380371094
2024-08-29,38.15176010131836
2024-08-30,37.89662551879883
2024-09-03,36.57191467285156
2024-09-04,36.218658447265625
2024-09-05,36.63079071044922
2024-09-06,35.63970947265625
2024-09-09,36.071468353271484
2024-09-10,36.522850036621094
2024-09-11,36.689666748046875
2024-09-12,38.47557830810547
2024-09-13,39.33909606933594
2024-09-16,39.14284133911133
2024-09-17,38.750335693359375
2024-09-18,38.32838821411133
2024-09-19,38.97602844238281
2024-09-20,39.75122833251953
2024-09-23,39.57460021972656
2024-09-24,40.63437271118164
2024-09-25,40.53624725341797
2024-09-26,40.86006164550781
2024-09-27,39.60403823852539
2024-09-30,39.074153900146484
2024-10-01,39.692352294921875
2024-10-02,39.61384963989258
2024-10-03,38.81902313232422
2024-10-04,38.809207916259766
2024-10-07,38.298946380615234
2024-10-08,38.259700775146484
2024-10-09,38.063446044921875
2024-10-10,39.12321472167969
2024-10-11,39.299842834472656
2024-10-14,39.40778350830078
2024-10-15,39.91804122924805
2024-10-16,40.232051849365234
2024-10-17,40.71287155151367
2024-10-18,42.34178161621094
2024-10-21,42.41046905517578
2024-10-22,43.2641716003418
2024-10-23,42.4497184753418
2024-10-24,41.340885162353516
2024-10-25,40.78156280517578
2024-10-28,40.58530807495117
2024-10-29,41.232948303222656
2024-10-30,40.73249816894531
2024-10-31,39.58441162109375
2024-11-01,39.10358810424805
2024-11-04,39.15265655517578
2024-11-05,39.35872268676758
2024-11-06,37.91625213623047
2024-11-07,38.82883834838867
2024-11-08,38.28913497924805
2024-11-11,36.042030334472656
2024-11-12,35.43363952636719
2024-11-13,34.893943786621094
2024-11-14,35.05094909667969
2024-11-15,34.844879150390625
2024-11-18,36.326595306396484
2024-11-19,37.17049026489258
2024-11-20,37.013484954833984
2024-11-21,37.42561721801758
2024-11-22,37.56299591064453
2024-11-25,36.44435119628906
2024-11-26,36.5915412902832
2024-11-27,36.7485466003418
2024-11-29,36.954612731933594
2024-12-02,36.140159606933594
2024-12-03,36.99386215209961
2024-12-04,36.89573287963867
2024-12-05,36.82704162597656
2024-12-06,36.130340576171875
2024-12-09,37.199928283691406
2024-12-10,37.26861572265625
2024-12-11,38.357826232910156
2024-12-12,36.954612731933594
2024-12-13,35.963531494140625
2024-12-16,35.73783493041992
2024-12-17,35.512142181396484
2024-12-18,33.883235931396484
2024-12-19,33.7458610534668
2024-12-20,34.079490661621094
2024-12-23,34.16189193725586
2024-12-24,34.16189193725586
2024-12-26,34.221458435058594
2024-12-27,34.012969970703125
2024-12-30,33.52650451660156
2024-12-31,33.665496826171875
