Date,SPDW
2021-09-21,32.05302429199219
2021-09-22,32.243717193603516
2021-09-23,32.633766174316406
2021-09-24,32.32172393798828
2021-09-27,32.31306457519531
2021-09-28,31.593645095825195
2021-09-29,31.489633560180664
2021-09-30,31.385622024536133
2021-10-01,31.489633560180664
2021-10-04,31.177602767944336
2021-10-05,31.3509521484375
2021-10-06,31.116928100585938
2021-10-07,31.411623001098633
2021-10-08,31.394287109375
2021-10-11,31.29027557373047
2021-10-12,31.2989444732666
2021-10-13,31.654315948486328
2021-10-14,31.983694076538086
2021-10-15,32.243717193603516
2021-10-18,32.12237548828125
2021-10-19,32.34772872924805
2021-10-20,32.443077087402344
2021-10-21,32.27839660644531
2021-10-22,32.425743103027344
2021-10-25,32.425743103027344
2021-10-26,32.45174026489258
2021-10-27,32.29572677612305
2021-10-28,32.616432189941406
2021-10-29,32.38240432739258
2021-11-01,32.71177673339844
2021-11-02,32.633766174316406
2021-11-03,32.850460052490234
2021-11-04,32.833126068115234
2021-11-05,32.893795013427734
2021-11-08,32.9197998046875
2021-11-09,32.833126068115234
2021-11-10,32.39973831176758
2021-11-11,32.538421630859375
2021-11-12,32.74644470214844
2021-11-15,32.694435119628906
2021-11-16,32.616432189941406
2021-11-17,32.50374984741211
2021-11-18,32.54709243774414
2021-11-19,32.29572677612305
2021-11-22,32.105037689208984
2021-11-23,32.06169891357422
2021-11-24,31.888343811035156
2021-11-26,31.03024673461914
2021-11-29,31.177602767944336
2021-11-30,30.87422752380371
2021-12-01,30.67487144470215
2021-12-02,31.090919494628906
2021-12-03,30.952239990234375
2021-12-06,31.238269805908203
2021-12-07,31.89701271057129
2021-12-08,31.975021362304688
2021-12-09,31.688987731933594
2021-12-10,31.732328414916992
2021-12-13,31.385622024536133
2021-12-14,31.220930099487305
2021-12-15,31.602310180664062
2021-12-16,31.62831687927246
2021-12-17,31.22960090637207
2021-12-20,31.095624923706055
2021-12-21,31.50107192993164
2021-12-22,31.809560775756836
2021-12-23,31.99464988708496
2021-12-27,32.25025939941406
2021-12-28,32.25025939941406
2021-12-29,32.232635498046875
2021-12-30,32.1621208190918
2021-12-31,32.15330505371094
2022-01-03,32.320762634277344
2022-01-04,32.41771697998047
2022-01-05,32.10923767089844
2022-01-06,31.968210220336914
2022-01-07,32.073974609375
2022-01-10,31.791933059692383
2022-01-11,32.19736862182617
2022-01-12,32.53230285644531
2022-01-13,32.27669906616211
2022-01-14,32.19736862182617
2022-01-18,31.721424102783203
2022-01-19,31.70379638671875
2022-01-20,31.50107192993164
2022-01-21,31.042753219604492
2022-01-24,30.725448608398438
2022-01-25,30.54035186767578
2022-01-26,30.425771713256836
2022-01-27,30.20541763305664
2022-01-28,30.34644317626953
2022-01-31,30.83121109008789
2022-02-01,31.14851188659668
2022-02-02,31.395301818847656
2022-02-03,30.89291000366211
2022-02-04,30.981046676635742
2022-02-07,31.025117874145508
2022-02-08,31.19258689880371
2022-02-09,31.712608337402344
2022-02-10,31.324796676635742
2022-02-11,30.88409423828125
2022-02-14,30.67255973815918
2022-02-15,31.210208892822266
2022-02-16,31.307170867919922
2022-02-17,30.83121109008789
2022-02-18,30.66374397277832
2022-02-22,30.328819274902344
2022-02-23,30.055583953857422
2022-02-24,29.694211959838867
2022-02-25,30.487468719482422
2022-02-28,30.029142379760742
2022-03-01,29.45623016357422
2022-03-02,29.782350540161133
2022-03-03,29.324024200439453
2022-03-04,28.574838638305664
2022-03-07,27.693443298339844
2022-03-08,27.878536224365234
2022-03-09,28.962656021118164
2022-03-10,28.627721786499023
2022-03-11,28.328046798706055
2022-03-14,28.495513916015625
2022-03-15,28.777559280395508
2022-03-16,29.75590705871582
2022-03-17,30.0379581451416
2022-03-18,30.30237579345703
2022-03-21,30.161352157592773
2022-03-22,30.452213287353516
2022-03-23,30.06439781188965
2022-03-24,30.30237579345703
2022-03-25,30.328819274902344
2022-03-28,30.23185920715332
2022-03-29,30.840030670166016
2022-03-30,30.690189361572266
2022-03-31,30.214235305786133
2022-04-01,30.46102523803711
2022-04-04,30.619678497314453
2022-04-05,30.20541763305664
2022-04-06,29.826419830322266
2022-04-07,29.870492935180664
2022-04-08,29.84404754638672
2022-04-11,29.517934799194336
2022-04-12,29.297584533691406
2022-04-13,29.667768478393555
2022-04-14,29.52674674987793
2022-04-18,29.36809539794922
2022-04-19,29.517934799194336
2022-04-20,29.72065544128418
2022-04-21,29.36809539794922
2022-04-22,28.830442428588867
2022-04-25,28.662979125976562
2022-04-26,27.89616584777832
2022-04-27,28.010746002197266
2022-04-28,28.433815002441406
2022-04-29,28.08125877380371
2022-05-02,28.019561767578125
2022-05-03,28.239910125732422
2022-05-04,28.759931564331055
2022-05-05,27.816837310791016
2022-05-06,27.578861236572266
2022-05-09,26.71509552001953
2022-05-10,26.82967758178711
2022-05-11,26.706281661987305
2022-05-12,26.60932731628418
2022-05-13,27.376144409179688
2022-05-16,27.402584075927734
2022-05-17,27.931419372558594
2022-05-18,27.27918815612793
2022-05-19,27.561235427856445
2022-05-20,27.719886779785156
2022-05-23,28.178213119506836
2022-05-24,28.07244300842285
2022-05-25,28.08125877380371
2022-05-26,28.380929946899414
2022-05-27,28.73348617553711
2022-05-31,28.636539459228516
2022-06-01,28.37211799621582
2022-06-02,28.93621253967285
2022-06-03,28.513137817382812
2022-06-06,28.61890983581543
2022-06-07,28.707048416137695
2022-06-08,28.345678329467773
2022-06-09,27.746326446533203
2022-06-10,27.085281372070312
2022-06-13,26.16863250732422
2022-06-14,25.921842575073242
2022-06-15,26.353721618652344
2022-06-16,25.736745834350586
2022-06-17,25.630979537963867
2022-06-21,26.031253814697266
2022-06-22,25.78839111328125
2022-06-23,25.698440551757812
2022-06-24,26.4630069732666
2022-06-27,26.391048431396484
2022-06-28,26.238134384155273
2022-06-29,26.085222244262695
2022-06-30,25.941303253173828
2022-07-01,25.986276626586914
2022-07-05,25.473567962646484
2022-07-06,25.446584701538086
2022-07-07,25.887332916259766
2022-07-08,25.950300216674805
2022-07-11,25.500553131103516
2022-07-12,25.455577850341797
2022-07-13,25.446584701538086
2022-07-14,25.068798065185547
2022-07-15,25.43758773803711
2022-07-18,25.59949493408203
2022-07-19,26.238134384155273
2022-07-20,26.157182693481445
2022-07-21,26.436019897460938
2022-07-22,26.337080001831055
2022-07-25,26.53496551513672
2022-07-26,26.193164825439453
2022-07-27,26.795820236206055
2022-07-28,26.96672248840332
2022-07-29,27.32651710510254
2022-08-01,27.30852699279785
2022-08-02,26.912752151489258
2022-08-03,27.08365821838379
2022-08-04,27.21858024597168
2022-08-05,27.038681030273438
2022-08-08,27.128631591796875
2022-08-09,26.94873046875
2022-08-10,27.605363845825195
2022-08-11,27.605363845825195
2022-08-12,27.821239471435547
2022-08-15,27.659330368041992
2022-08-16,27.686317443847656
2022-08-17,27.416467666625977
2022-08-18,27.353504180908203
2022-08-19,26.94873046875
2022-08-22,26.480998992919922
2022-08-23,26.53496551513672
2022-08-24,26.579940795898438
2022-08-25,26.88576889038086
2022-08-26,26.184165954589844
2022-08-29,26.121200561523438
2022-08-30,25.89632797241211
2022-08-31,25.7434139251709
2022-09-01,25.401607513427734
2022-09-02,25.239700317382812
2022-09-06,25.10477638244629
2022-09-07,25.311656951904297
2022-09-08,25.38361930847168
2022-09-09,26.013263702392578
2022-09-12,26.364065170288086
2022-09-13,25.446584701538086
2022-09-14,25.554523468017578
2022-09-15,25.311656951904297
2022-09-16,25.15874671936035
2022-09-19,25.239700317382812
2022-09-20,24.825937271118164
2022-09-21,24.493125915527344
2022-09-22,24.376192092895508
2022-09-23,23.59363555908203
2022-09-26,23.206851959228516
2022-09-27,23.08991813659668
2022-09-28,23.638607025146484
2022-09-29,23.34177589416504
2022-09-30,23.206851959228516
2022-10-03,23.755542755126953
2022-10-04,24.682016372680664
2022-10-05,24.38518524169922
2022-10-06,24.00739860534668
2022-10-07,23.611623764038086
2022-10-10,23.431726455688477
2022-10-11,23.179866790771484
2022-10-12,23.11690330505371
2022-10-13,23.584638595581055
2022-10-14,23.179866790771484
2022-10-17,23.773530960083008
2022-10-18,23.935440063476562
2022-10-19,23.638607025146484
2022-10-20,23.59363555908203
2022-10-21,24.034381866455078
2022-10-24,23.99840545654297
2022-10-25,24.502119064331055
2022-10-26,24.753976821899414
2022-10-27,24.583072662353516
2022-10-28,24.798948287963867
2022-10-31,24.59206771850586
2022-11-01,24.780960083007812
2022-11-02,24.42116355895996
2022-11-03,24.25025749206543
2022-11-04,25.131763458251953
2022-11-07,25.239700317382812
2022-11-08,25.536531448364258
2022-11-09,25.167741775512695
2022-11-10,26.56195068359375
2022-11-11,27.092649459838867
2022-11-14,26.777830123901367
2022-11-15,26.984712600708008
2022-11-16,26.858783721923828
2022-11-17,26.813810348510742
2022-11-18,26.840791702270508
2022-11-21,26.6339111328125
2022-11-22,27.002700805664062
2022-11-23,27.30852699279785
2022-11-25,27.443450927734375
2022-11-28,27.04767417907715
2022-11-29,27.146621704101562
2022-11-30,27.686317443847656
2022-12-01,27.902193069458008
2022-12-02,27.857215881347656
2022-12-05,27.42546272277832
2022-12-06,27.236572265625
2022-12-07,27.236572265625
2022-12-08,27.39847755432129
2022-12-09,27.407470703125
2022-12-12,27.479429244995117
2022-12-13,27.866214752197266
2022-12-14,27.830232620239258
2022-12-15,27.11963653564453
2022-12-16,26.90376091003418
2022-12-19,26.822805404663086
2022-12-20,26.952014923095703
2022-12-21,27.224990844726562
2022-12-22,26.9884090423584
2022-12-23,27.115800857543945
2022-12-27,27.161296844482422
2022-12-28,26.8519229888916
2022-12-29,27.26138687133789
2022-12-30,27.015708923339844
2023-01-03,27.143095016479492
2023-01-04,27.552566528320312
2023-01-05,27.252290725708008
2023-01-06,27.998430252075195
2023-01-09,28.15311622619629
2023-01-10,28.216808319091797
2023-01-11,28.42609214782715
2023-01-12,28.835561752319336
2023-01-13,28.972049713134766
2023-01-17,29.09943962097168
2023-01-18,28.962949752807617
2023-01-19,28.91745376586914
2023-01-20,29.217729568481445
2023-01-23,29.345117568969727
2023-01-24,29.345117568969727
2023-01-25,29.481609344482422
2023-01-26,29.56350326538086
2023-01-27,29.536203384399414
2023-01-30,29.29962158203125
2023-01-31,29.490707397460938
2023-02-01,29.763683319091797
2023-02-02,29.763683319091797
2023-02-03,29.427013397216797
2023-02-06,29.117637634277344
2023-02-07,29.363317489624023
2023-02-08,29.217729568481445
2023-02-09,29.235929489135742
2023-02-10,29.154033660888672
2023-02-13,29.399715423583984
2023-02-14,29.4088134765625
2023-02-15,29.2905216217041
2023-02-16,29.144933700561523
2023-02-17,29.181333541870117
2023-02-21,28.81736183166504
2023-02-22,28.653575897216797
2023-02-23,28.80826187133789
2023-02-24,28.371498107910156
2023-02-27,28.653575897216797
2023-02-28,28.471593856811523
2023-03-01,28.653575897216797
2023-03-02,28.68087387084961
2023-03-03,29.09943962097168
2023-03-06,29.053943634033203
2023-03-07,28.53528594970703
2023-03-08,28.66267204284668
2023-03-09,28.389699935913086
2023-03-10,28.10761833190918
2023-03-13,27.93473243713379
2023-03-14,28.22591209411621
2023-03-15,27.425172805786133
2023-03-16,27.84374237060547
2023-03-17,27.54346466064453
2023-03-20,27.93473243713379
2023-03-21,28.307804107666016
2023-03-22,28.171314239501953
2023-03-23,28.216808319091797
2023-03-24,28.134916305541992
2023-03-27,28.371498107910156
2023-03-28,28.407894134521484
2023-03-29,28.7354679107666
2023-03-30,29.06304168701172
2023-03-31,29.22682762145996
2023-04-03,29.463409423828125
2023-04-04,29.454307556152344
2023-04-05,29.217729568481445
2023-04-06,29.308719635009766
2023-04-10,29.345117568969727
2023-04-11,29.454307556152344
2023-04-12,29.63629722595215
2023-04-13,30.045761108398438
2023-04-14,29.918376922607422
2023-04-17,29.881977081298828
2023-04-18,30.036663055419922
2023-04-19,29.89107322692871
2023-04-20,29.900175094604492
2023-04-21,29.97296714782715
2023-04-24,30.036663055419922
2023-04-25,29.56350326538086
2023-04-26,29.536203384399414
2023-04-27,29.918376922607422
2023-04-28,29.963869094848633
2023-05-01,29.92746925354004
2023-05-02,29.608997344970703
2023-05-03,29.63629722595215
2023-05-04,29.608997344970703
2023-05-05,30.08216094970703
2023-05-08,30.09125518798828
2023-05-09,29.982070922851562
2023-05-10,29.936569213867188
2023-05-11,29.800085067749023
2023-05-12,29.736387252807617
2023-05-15,29.991167068481445
2023-05-16,29.681791305541992
2023-05-17,29.845577239990234
2023-05-18,29.809179306030273
2023-05-19,29.954769134521484
2023-05-22,29.991167068481445
2023-05-23,29.581697463989258
2023-05-24,29.181333541870117
2023-05-25,29.117637634277344
2023-05-26,29.38151741027832
2023-05-30,29.12673568725586
2023-05-31,28.84465980529785
2023-06-01,29.2905216217041
2023-06-02,29.7272891998291
2023-06-05,29.56350326538086
2023-06-06,29.827381134033203
2023-06-07,29.56350326538086
2023-06-08,29.83647918701172
2023-06-09,29.845577239990234
2023-06-12,29.982070922851562
2023-06-13,30.264142990112305
2023-06-14,30.355134963989258
2023-06-15,30.62811851501465
2023-06-16,30.537126541137695
2023-06-20,30.142627716064453
2023-06-21,30.170413970947266
2023-06-22,30.003725051879883
2023-06-23,29.52218246459961
2023-06-26,29.587003707885742
2023-06-27,29.827774047851562
2023-06-28,29.855558395385742
2023-06-29,29.79999542236328
2023-06-30,30.13336944580078
2023-07-03,30.21671485900879
2023-07-05,29.883337020874023
2023-07-06,29.346235275268555
2023-07-07,29.605525970458984
2023-07-10,29.688873291015625
2023-07-11,29.966684341430664
2023-07-12,30.522306442260742
2023-07-13,31.003849029541016
2023-07-14,30.80937957763672
2023-07-17,30.80011558532715
2023-07-18,31.01310920715332
2023-07-19,31.01310920715332
2023-07-20,30.818635940551758
2023-07-21,30.855680465698242
2023-07-24,30.827899932861328
2023-07-25,30.89272117614746
2023-07-26,30.957548141479492
2023-07-27,30.846420288085938
2023-07-28,31.059410095214844
2023-07-31,31.096454620361328
2023-08-01,30.75381851196289
2023-08-02,30.170413970947266
2023-08-03,30.068546295166016
2023-08-04,30.161151885986328
2023-08-07,30.383403778076172
2023-08-08,30.15188980102539
2023-08-09,30.188932418823242
2023-08-10,30.281536102294922
2023-08-11,30.08707046508789
2023-08-14,29.966684341430664
2023-08-15,29.559223175048828
2023-08-16,29.327713012695312
2023-08-17,29.142505645751953
2023-08-18,29.11472511291504
2023-08-21,29.20733070373535
2023-08-22,29.161026000976562
2023-08-23,29.46662139892578
2023-08-24,29.096202850341797
2023-08-25,29.29067039489746
2023-08-28,29.568485260009766
2023-08-29,29.957420349121094
2023-08-30,29.938901901245117
2023-08-31,29.855558395385742
2023-09-01,29.911117553710938
2023-09-05,29.661088943481445
2023-09-06,29.549962997436523
2023-09-07,29.448101043701172
2023-09-08,29.383275985717773
2023-09-11,29.707393646240234
2023-09-12,29.596263885498047
2023-09-13,29.531442642211914
2023-09-14,29.920381546020508
2023-09-15,29.864816665649414
2023-09-18,29.753694534301758
2023-09-19,29.753694534301758
2023-09-20,29.65182876586914
2023-09-21,29.161026000976562
2023-09-22,29.170286178588867
2023-09-25,29.059162139892578
2023-09-26,28.660966873168945
2023-09-27,28.596139907836914
2023-09-28,28.846172332763672
2023-09-29,28.71652603149414
2023-10-02,28.27202796936035
2023-10-03,27.929391860961914
2023-10-04,27.93865203857422
2023-10-05,28.188682556152344
2023-10-06,28.475759506225586
2023-10-09,28.466495513916016
2023-10-10,28.8369083404541
2023-10-11,28.966556549072266
2023-10-12,28.707265853881836
2023-10-13,28.447975158691406
2023-10-16,28.660966873168945
2023-10-17,28.670225143432617
2023-10-18,28.188682556152344
2023-10-19,27.93865203857422
2023-10-20,27.66084098815918
2023-10-23,27.66084098815918
2023-10-24,27.79048728942871
2023-10-25,27.58675765991211
2023-10-26,27.373767852783203
2023-10-27,27.28116226196289
2023-10-30,27.614538192749023
2023-10-31,27.707141876220703
2023-11-01,27.99421501159668
2023-11-02,28.623920440673828
2023-11-03,28.994338989257812
2023-11-06,28.920255661010742
2023-11-07,28.69800567626953
2023-11-08,28.6331844329834
2023-11-09,28.6331844329834
2023-11-10,28.753568649291992
2023-11-13,28.8369083404541
2023-11-14,29.587003707885742
2023-11-15,29.568485260009766
2023-11-16,29.503662109375
2023-11-17,29.864816665649414
2023-11-20,30.003725051879883
2023-11-21,29.87407684326172
2023-11-22,29.948162078857422
2023-11-24,30.142627716064453
2023-11-27,30.05928611755371
2023-11-28,30.114850997924805
2023-11-29,30.170413970947266
2023-11-30,30.142627716064453
2023-12-01,30.476003646850586
2023-12-04,30.21671485900879
2023-12-05,30.114850997924805
2023-12-06,30.161151885986328
2023-12-07,30.318578720092773
2023-12-08,30.392658233642578
2023-12-11,30.457483291625977
2023-12-12,30.466745376586914
2023-12-13,30.97606658935547
2023-12-14,31.253877639770508
2023-12-15,30.939027786254883
2023-12-18,31.02325439453125
2023-12-19,31.313365936279297
2023-12-20,30.995176315307617
2023-12-21,31.491174697875977
2023-12-22,31.556684494018555
2023-12-26,31.7344913482666
2023-12-27,31.884227752685547
2023-12-28,31.8187198638916
2023-12-29,31.828075408935547
2024-01-02,31.4818172454834
2024-01-03,31.23849868774414
2024-01-04,31.304004669189453
2024-01-05,31.313365936279297
2024-01-08,31.6502685546875
2024-01-09,31.360153198242188
2024-01-10,31.528608322143555
2024-01-11,31.5098876953125
2024-01-12,31.631553649902344
2024-01-16,31.088760375976562
2024-01-17,30.742496490478516
2024-01-18,31.02325439453125
2024-01-19,31.10748291015625
2024-01-22,31.182344436645508
2024-01-23,31.154272079467773
2024-01-24,31.332080841064453
2024-01-25,31.41630744934082
2024-01-26,31.528608322143555
2024-01-29,31.743852615356445
2024-01-30,31.68770408630371
2024-01-31,31.5098876953125
2024-02-01,31.83743667602539
2024-02-02,31.631553649902344
2024-02-05,31.406949996948242
2024-02-06,31.5941162109375
2024-02-07,31.622196197509766
2024-02-08,31.5660400390625
2024-02-09,31.68770408630371
2024-02-12,31.771928787231445
2024-02-13,31.219776153564453
2024-02-14,31.5941162109375
2024-02-15,31.949737548828125
2024-02-16,31.987173080444336
2024-02-20,32.09011459350586
2024-02-21,32.108829498291016
2024-02-22,32.44572830200195
2024-02-23,32.51124954223633
2024-02-26,32.45509338378906
2024-02-27,32.50188446044922
2024-02-28,32.32407760620117
2024-02-29,32.408302307128906
2024-03-01,32.72649002075195
2024-03-04,32.64226531982422
2024-03-05,32.55803680419922
2024-03-06,32.960453033447266
2024-03-07,33.32543182373047
2024-03-08,33.24120330810547
2024-03-11,33.063392639160156
2024-03-12,33.31607437133789
2024-03-13,33.31607437133789
2024-03-14,33.08210754394531
2024-03-15,33.072750091552734
2024-03-18,33.091468811035156
2024-03-19,33.13825988769531
2024-03-20,33.50324249267578
2024-03-21,33.50324249267578
2024-03-22,33.4096565246582
2024-03-25,33.36286163330078
2024-03-26,33.39093780517578
2024-03-27,33.596824645996094
2024-03-28,33.540672302246094
2024-04-01,33.39093780517578
2024-04-02,33.19441223144531
2024-04-03,33.372222900390625
2024-04-04,33.12890625
2024-04-05,33.25056076049805
2024-04-08,33.400299072265625
2024-04-09,33.419010162353516
2024-04-10,32.92301559448242
2024-04-11,33.025962829589844
2024-04-12,32.48316955566406
2024-04-15,32.342796325683594
2024-04-16,32.0152473449707
2024-04-17,32.033966064453125
2024-04-18,32.005889892578125
2024-04-19,32.005889892578125
2024-04-22,32.37086868286133
2024-04-23,32.70777130126953
2024-04-24,32.61418914794922
2024-04-25,32.48316955566406
2024-04-26,32.72649002075195
2024-04-29,32.885581970214844
2024-04-30,32.42702102661133
2024-05-01,32.380226135253906
2024-05-02,32.83879089355469
2024-05-03,33.156978607177734
2024-05-06,33.4096565246582
2024-05-07,33.45644760131836
2024-05-08,33.4096565246582
2024-05-09,33.624900817871094
2024-05-10,33.66233825683594
2024-05-13,33.67169189453125
2024-05-14,33.896297454833984
2024-05-15,34.242557525634766
2024-05-16,34.08346176147461
2024-05-17,34.186405181884766
2024-05-20,34.223838806152344
2024-05-21,34.14897537231445
2024-05-22,33.830787658691406
2024-05-23,33.643619537353516
2024-05-24,33.924373626708984
2024-05-28,33.952449798583984
2024-05-29,33.372222900390625
2024-05-30,33.652976989746094
2024-05-31,33.96180725097656
2024-06-03,34.05538558959961
2024-06-04,33.971160888671875
2024-06-05,34.186405181884766
2024-06-06,34.28935241699219
2024-06-07,33.886932373046875
2024-06-10,33.93373107910156
2024-06-11,33.568748474121094
2024-06-12,33.96180725097656
2024-06-13,33.4938850402832
2024-06-14,33.16633224487305
2024-06-17,33.28799819946289
2024-06-18,33.419010162353516
2024-06-20,33.4096565246582
2024-06-21,33.19441223144531
2024-06-24,33.478240966796875
2024-06-25,33.53538131713867
2024-06-26,33.34489440917969
2024-06-27,33.382991790771484
2024-06-28,33.41156768798828
2024-07-01,33.44013977050781
2024-07-02,33.52586364746094
2024-07-03,33.9354133605957
2024-07-05,34.16399002075195
2024-07-08,34.0211296081543
2024-07-09,33.89731216430664
2024-07-10,34.383052825927734
2024-07-11,34.49734878540039
2024-07-12,34.8211784362793
2024-07-15,34.55449295043945
2024-07-16,34.76403045654297
2024-07-17,34.57353973388672
2024-07-18,34.22114181518555
2024-07-19,34.0211296081543
2024-07-22,34.3449592590332
2024-07-23,34.173519134521484
2024-07-24,33.73539352416992
2024-07-25,33.53538131713867
2024-07-26,33.9544563293457
2024-07-29,33.82111358642578
2024-07-30,33.89731216430664
2024-07-31,34.40210723876953
2024-08-01,33.51633071899414
2024-08-02,32.916297912597656
2024-08-05,32.13529968261719
2024-08-06,32.20197296142578
2024-08-07,32.35436248779297
2024-08-08,32.92582321166992
2024-08-09,33.04963684082031
2024-08-12,33.059165954589844
2024-08-13,33.61157989501953
2024-08-14,33.71635055541992
2024-08-15,34.15447235107422
2024-08-16,34.3449592590332
2024-08-19,34.7449836730957
2024-08-20,34.659263610839844
2024-08-21,34.93547058105469
2024-08-22,34.706878662109375
2024-08-23,35.373592376708984
2024-08-26,35.23072814941406
2024-08-27,35.383113861083984
2024-08-28,35.17357635498047
2024-08-29,35.27834701538086
2024-08-30,35.39263916015625
2024-09-03,34.773555755615234
2024-09-04,34.659263610839844
2024-09-05,34.67831039428711
2024-09-06,34.002079010009766
2024-09-09,34.392578125
2024-09-10,34.26875686645508
2024-09-11,34.468772888183594
2024-09-12,34.773555755615234
2024-09-13,34.887847900390625
2024-09-16,35.1450080871582
2024-09-17,34.96404266357422
2024-09-18,34.87832260131836
2024-09-19,35.54502868652344
2024-09-20,35.22119903564453
2024-09-23,35.364070892333984
2024-09-24,35.602176666259766
2024-09-25,35.373592376708984
2024-09-26,36.15459060668945
2024-09-27,35.92600631713867
2024-09-30,35.77362060546875
2024-10-01,35.57360076904297
2024-10-02,35.487884521484375
2024-10-03,35.192626953125
2024-10-04,35.39263916015625
2024-10-07,35.17357635498047
2024-10-08,35.15453338623047
2024-10-09,35.15453338623047
2024-10-10,35.087860107421875
2024-10-11,35.27834701538086
2024-10-14,35.34502029418945
2024-10-15,34.84022521972656
2024-10-16,34.983089447021484
2024-10-17,34.96404266357422
2024-10-18,35.15453338623047
2024-10-21,34.773555755615234
2024-10-22,34.592594146728516
2024-10-23,34.24971389770508
2024-10-24,34.373531341552734
2024-10-25,34.26875686645508
2024-10-28,34.52592086791992
2024-10-29,34.43067932128906
2024-10-30,34.24971389770508
2024-10-31,33.983028411865234
2024-11-01,34.06875228881836
2024-11-04,34.11637496948242
2024-11-05,34.478302001953125
2024-11-06,34.0211296081543
2024-11-07,34.564022064208984
2024-11-08,34.087799072265625
2024-11-11,34.10684585571289
2024-11-12,33.55443572998047
2024-11-13,33.373470306396484
2024-11-14,33.392520904541016
2024-11-15,33.306800842285156
2024-11-18,33.51633071899414
2024-11-19,33.48775863647461
2024-11-20,33.382991790771484
2024-11-21,33.478240966796875
2024-11-22,33.602054595947266
2024-11-25,33.73539352416992
2024-11-26,33.56395721435547
2024-11-27,33.72587203979492
2024-11-29,34.11637496948242
2024-12-02,34.192569732666016
2024-12-03,34.3544807434082
2024-12-04,34.3544807434082
2024-12-05,34.516395568847656
2024-12-06,34.44972229003906
2024-12-09,34.383052825927734
2024-12-10,34.10684585571289
2024-12-11,34.3449592590332
2024-12-12,34.04018020629883
2024-12-13,33.9544563293457
2024-12-16,33.84016418457031
2024-12-17,33.72587203979492
2024-12-18,32.906776428222656
2024-12-19,32.81153106689453
2024-12-20,32.85914993286133
2024-12-23,33.00593185424805
2024-12-24,33.1411247253418
2024-12-26,33.256996154785156
2024-12-27,33.18940353393555
2024-12-30,32.98661804199219
2024-12-31,32.95764923095703
